TotBytes,SrcBytes,DstBytes,SrcGap,DstGap,sMeanPktSz,dMeanPktSz,SrcWin,DstWin,Dur,IdleTime,Mean,StdDev,Sum,Min,Max,sTtl,dTtl,TcpRtt,SynAck,AckDat,TotPkts,SrcPkts,DstPkts,SrcRetra,DstRetra,Loss,SrcLoss,DstLoss,PCRatio,Load,SrcLoad,DstLoad,pLoss,pRetran,Rate,SrcRate,DstRate,Flgs_ e *      ,Flgs_ e d      ,Flgs_ e g      ,Flgs_ e s      ,Cause_Status,State_A_A,State_A_FA,State_A_FPA,State_A_PA,State_A_SPA,State_FA_A,State_FA_FA,State_FA_FPA,State_FA_PA,State_FPA_FPA,State_FPA_FSPA,State_FPA_PA,State_FRPA_FPA,State_FSPA_FSPA,State_PA_A,State_PA_FPA,State_PA_FSPA,State_PA_PA,State_PA_SPA,State_RA_PA,State_R_PA,State_SA_SPA,State_SPA_FSPA,State_SPA_SPA,State_S_RA,State_S_SA,State__A,State__FA,State__FPA,State__PA,State__SA,TcpOpt_MwsS  T,label
2302.0,1283.0,1019.0,0.0,0.0,128.300003,78.384613,64256.0,31872.0,0.633001,1721542272.0,0.633001,0.0,0.633001,0.633001,0.633001,62.0,64.0,0.136686,0.035442,0.101244,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,26489.6875,14597.132812,11892.555664,0.0,0.0,34.755077,14.217986,18.957315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2332.0,1313.0,1019.0,0.0,0.0,131.300003,78.384613,64256.0,31872.0,0.633811,1721542272.0,0.633811,0.0,0.633811,0.633811,0.633811,62.0,64.0,0.060804,0.001989,0.058815,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,26796.632812,14919.274414,11877.357422,0.0,0.0,34.710663,14.199817,18.933088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2368.0,1349.0,1019.0,0.0,0.0,134.899994,78.384613,64256.0,31872.0,0.873176,1721542272.0,0.873176,0.0,0.873176,0.873176,0.873176,62.0,64.0,0.189364,0.010939,0.178425,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,19753.177734,11131.776367,8621.400391,0.0,0.0,25.195379,10.3072,13.742934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2278.0,1391.0,887.0,0.0,0.0,139.100006,80.63636,64256.0,31872.0,0.527078,1721542272.0,0.527078,0.0,0.527078,0.527078,0.527078,62.0,64.0,0.060919,0.001,0.059919,21.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.0,31251.542969,19002.880859,12248.662109,0.0,0.0,37.945049,17.075272,18.972525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2392.0,1373.0,1019.0,0.0,0.0,152.555557,78.384613,64256.0,31872.0,0.93959,1721542272.0,0.93959,0.0,0.93959,0.93959,0.93959,62.0,64.0,0.060844,0.002022,0.058822,22.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,18408.029297,10396.024414,8012.005371,0.0,0.0,22.350174,8.514352,12.771528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
210.0,144.0,66.0,0.0,0.0,72.0,66.0,64256.0,31872.0,0.104434,1721542272.0,0.104434,0.0,0.104434,0.104434,0.104434,62.0,64.0,0.060844,0.002022,0.058822,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,5515.445312,5515.445312,0.0,0.0,0.0,19.150852,9.575426,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2512.0,1493.0,1019.0,0.0,0.0,149.300003,78.384613,64256.0,31872.0,0.839606,1721542272.0,0.839606,0.0,0.839606,0.839606,0.839606,62.0,64.0,0.109079,0.000993,0.108086,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,21772.117188,12806.006836,8966.110352,0.0,0.0,26.202766,10.719314,14.292418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2572.0,1553.0,1019.0,0.0,0.0,155.300003,78.384613,64256.0,31872.0,0.801495,1721542272.0,0.801495,0.0,0.801495,0.801495,0.801495,62.0,64.0,0.107858,0.020458,0.0874,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,23346.371094,13953.922852,9392.447266,0.0,0.0,27.448704,11.229015,14.972021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2638.0,1619.0,1019.0,0.0,0.0,161.899994,78.384613,64256.0,31872.0,0.932048,1721542272.0,0.932048,0.0,0.932048,0.932048,0.932048,62.0,64.0,0.095944,0.005514,0.09043,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,20591.212891,12514.376953,8076.836914,0.0,0.0,23.603933,9.656155,12.874873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2159.0,1553.0,606.0,0.0,0.0,194.125,86.571426,64256.0,31872.0,0.944043,1721542272.0,0.944043,0.0,0.944043,0.944043,0.944043,62.0,64.0,0.107671,0.003481,0.10419,15.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.0,15923.003906,11516.424805,4406.579102,0.0,0.0,14.829833,7.414917,6.355643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
551.0,138.0,413.0,0.0,0.0,69.0,68.833336,64256.0,31872.0,0.076995,1721542272.0,0.076995,0.0,0.076995,0.076995,0.076995,62.0,64.0,0.107671,0.003481,0.10419,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,-0.0,43015.78125,7169.296875,35846.484375,0.0,0.0,90.914993,12.987856,64.939285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2788.0,1769.0,1019.0,0.0,0.0,176.899994,78.384613,64256.0,31872.0,0.740374,1721542272.0,0.740374,0.0,0.740374,0.740374,0.740374,62.0,64.0,0.046574,0.003499,0.043075,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,27380.755859,17212.921875,10167.833984,0.0,0.0,29.71471,12.156018,16.208023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2872.0,1853.0,1019.0,0.0,0.0,185.300003,78.384613,64256.0,31872.0,0.627161,1721542272.0,0.627161,0.0,0.627161,0.627161,0.627161,62.0,64.0,0.063274,0.0015,0.061774,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,33280.128906,21276.832031,12003.296875,0.0,0.0,35.078709,14.350382,19.133842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2962.0,1943.0,1019.0,0.0,0.0,194.300003,78.384613,64256.0,31872.0,0.58204,1721542272.0,0.58204,0.0,0.58204,0.58204,0.58204,62.0,64.0,0.056939,0.012407,0.044532,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,36973.402344,24039.583984,12933.818359,0.0,0.0,37.798088,15.462854,20.61714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3058.0,2039.0,1019.0,0.0,0.0,203.899994,78.384613,64256.0,31872.0,0.639252,1721542272.0,0.639252,0.0,0.639252,0.639252,0.639252,62.0,64.0,0.045908,0.00349,0.042418,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,34753.117188,22976.853516,11776.263672,0.0,0.0,34.415222,14.078955,18.77194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3160.0,2141.0,1019.0,0.0,0.0,214.100006,78.384613,64256.0,31872.0,0.653944,1721542272.0,0.653944,0.0,0.653944,0.653944,0.653944,62.0,64.0,0.06226,0.004477,0.057783,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,35085.570312,23573.882812,11511.688477,0.0,0.0,33.642025,13.762646,18.350195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3268.0,2315.0,953.0,0.0,0.0,210.454544,79.416664,64256.0,31872.0,0.623629,1721542272.0,0.623629,0.0,0.623629,0.623629,0.623629,62.0,64.0,0.091729,0.002495,0.089234,23.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.0,38215.03125,27003.236328,11211.794922,0.0,0.0,35.277386,16.035175,17.638693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3382.0,2429.0,953.0,0.0,0.0,220.818176,79.416664,64256.0,31872.0,0.654942,1721542272.0,0.654942,0.0,0.654942,0.654942,0.654942,62.0,64.0,0.076191,0.019239,0.056952,23.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.0,37658.296875,26982.542969,10675.754883,0.0,0.0,33.590763,15.268528,16.795382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
