TotBytes,SrcBytes,DstBytes,SrcGap,DstGap,sMeanPktSz,dMeanPktSz,SrcWin,DstWin,Dur,IdleTime,Mean,StdDev,Sum,Min,Max,sTtl,dTtl,TcpRtt,SynAck,AckDat,TotPkts,SrcPkts,DstPkts,SrcRetra,DstRetra,Loss,SrcLoss,DstLoss,PCRatio,Load,SrcLoad,DstLoad,pLoss,pRetran,Rate,SrcRate,DstRate,Flgs_ e *      ,Flgs_ e d      ,Cause_Status,State_A_PA,State_FA_FA,State_FA_FPA,State_FA_R,State_FRA_PA,State_FSA_FSA,State_FSPA_FSPA,State_FSRPA_FSPA,State_FSRPA_SPA,State_PA_R,State_R_A,State_SA_SA,State_SPA_FSPA,State_SPA_SPA,State_SRPA_FSPA,State_SRPA_SPA,State_SR_SA,State_S_SA,State__A,State__FA,TcpOpt_MwsS  T,label
0.0011351924950379,0.0130453959421863,0.000850184372536,0.0,0.0,0.2860863214285714,0.2103393012379642,0.0023165539694465,0.0,0.0023173021185845,0.0,0.0023173021185845,0.0,0.0023173021185845,0.0023173021185845,0.0023173021185845,1.0,0.0,0.0844790713986095,0.0025439203425188,0.0839309842335858,0.0046669495120916,0.0067796610169491,0.0030066145520144,0.0,0.0,0.0,0.0,0.0,0.0,0.0128891974920007,0.1387654316342829,0.0097335268344051,0.0,0.0,0.0595966560816047,0.0747800854239988,0.0401188139630073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0005174566204089,0.0112132727149351,0.0002652097386927,0.0,0.0,0.2950892790178571,0.0585969718019257,0.0023322063611319,0.0,0.0020781950210888,0.0,0.0020781950210888,0.0,0.0020781950210888,0.0020781950210888,0.0020781950210888,1.0,0.0,0.0857003362604264,0.0025491226336078,0.0851526850559957,0.0038184132371658,0.0056497175141242,0.0024052916416115,0.0,0.0,0.0,0.0,0.0,0.0,0.006456132976594,0.127695414265119,0.0034458123790276,0.0,0.0,0.0543710927469484,0.0667071359900746,0.0357877523623685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8650480184858537,0.9504817805523512,0.8570865953600242,0.0,0.0,0.154210515625,0.9968307895460796,0.3790383170548459,0.0,0.0280726666236542,0.0,0.0280726666236542,0.0,0.0280726666236542,0.0280726666236542,0.0280726666236542,1.0,0.0,0.0835273649972837,0.0,0.0836513841581076,0.948663555366992,0.9163841807909604,0.856885147324113,0.0,0.0,0.0625,0.0,0.0625,0.0,0.9502191274354947,1.0,0.9443546820870375,0.0149267038805863,0.0,1.0,1.0,0.943826083460404,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.12654340936146,0.0804098527515776,0.1267571140720446,0.0,0.0,0.1627747321428571,0.98193510522696,0.0171393688955672,0.0,0.0748542052556593,0.0,0.0748542052556593,0.0,0.0748542052556593,0.0748542052556593,0.0748542052556593,1.0,0.0,0.388371853145651,0.079007194768576,0.3680308303846773,0.1179465422146796,0.0734463276836158,0.1280817799158148,0.0,0.0,0.0401785714285714,0.0,0.0401785714285714,0.0,0.0519249731484583,0.0312838791386854,0.052178479878714,0.0749999994,0.0,0.0466273188109201,0.0296320977020192,0.0529083425787614,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.45925587309347,0.2317975164551808,0.4614342829381735,0.0,0.0,0.1596858660714285,0.9937860839064648,0.0902829952416729,0.0,0.190277331398787,0.0,0.190277331398787,0.0,0.190277331398787,0.190277331398787,0.190277331398787,1.0,0.0,0.3604670512917489,0.1271491965061413,0.3273386893505427,0.4072974119643615,0.215819209039548,0.4624173180998196,0.0,0.0,0.1696428571428571,0.0,0.1696428571428571,0.0,0.0743828836742627,0.0358372120848146,0.0749666056453133,0.0912912952696696,0.0,0.0633426231790121,0.0346071000579217,0.0751449961384898,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0001355336795317,0.0046142362760399,3.185702566879843e-05,0.0,0.0,0.1517857142857142,0.0068775790921595,0.0023478587528174,1.0,0.1066192314808544,0.0,0.1066192314808544,0.0,0.1066192314808544,0.1066192314808544,0.1066192314808544,1.0,0.0,0.3426046773894088,0.1190960499003761,0.3115819166240838,0.0021213406873143,0.0045197740112994,0.0006013229104028,0.0,0.0,0.0,0.0,0.0,0.0,3.1063529278877464e-05,0.0009598437776955,8.092156817976144e-06,0.0,0.0,0.0005887710320286,0.0009751780148714,0.0001743912840681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.327335380440296e-05,0.0021714053063717,5.574979492039724e-06,0.0,0.0,0.1428571428571428,0.0096286107290233,1.0,1.0,0.002432338866592,0.0,0.002432338866592,0.0,0.002432338866592,0.002432338866592,0.002432338866592,1.0,0.0,0.0555703018092048,0.2102037737419559,0.0,0.0008485362749257,0.0022598870056497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000318047282555,0.0131996323548119,0.0,0.0,0.0,0.0103232818192433,0.0142486776176103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.7066736784963018,1.0,0.0,0.0,0.1619936919642857,0.9966868906464924,0.3128600050087653,0.0,0.5390415005485413,0.0,0.5390415005485413,0.0,0.5390415005485413,0.5390415005485413,0.5390415005485413,1.0,0.0,0.2548867785701024,0.1010440998215614,0.2285131474015787,0.9490878235044548,0.648587570621469,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0572116763593298,0.0387008463320673,0.0573870216788187,0.2183590542531275,0.0,0.0521021472126352,0.0368409670351873,0.0573628627310317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5.327335380440296e-05,0.0021714053063717,5.574979492039724e-06,0.0,0.0,0.1428571428571428,0.0096286107290233,1.0,1.0,0.0021497471449944,0.0,0.0021497471449944,0.0,0.0021497471449944,0.0021497471449944,0.0021497471449944,1.0,0.0,0.0103312405878024,0.0390796106605349,0.0,0.0008485362749257,0.0022598870056497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003598557258147,0.0149347708408922,0.0,0.0,0.0,0.0116803136235747,0.0161217155044215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.4531784018855633,0.2405849223044038,0.4550497367813254,0.0,0.0,0.1551776964285714,0.9942587496561208,0.0895473328324567,0.0,0.061443090502403,0.0,0.061443090502403,0.0,0.061443090502403,0.061443090502403,0.061443090502403,1.0,0.0,0.1709165675305832,0.0732378539508799,0.151780143436216,0.4081459482392872,0.2305084745762712,0.4558027660853879,0.0,0.0,0.1071428571428571,0.0,0.1071428571428571,0.0,0.2272973479162043,0.1152264650583898,0.2289406309128494,0.0583586635331307,0.0,0.1965684827232257,0.1145042521017365,0.2293807245288284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
