application,window,seed,cluster,training_mapped_level,TcpRtt_mean,TcpRtt_max,TcpRtt_median,TcpRtt_min,TcpRtt_std,SynAck_mean,SynAck_max,SynAck_median,SynAck_min,SynAck_std,AckDat_mean,AckDat_max,AckDat_median,AckDat_min,AckDat_std
SFTP,1,42,2,Medium,0.23045396481876246,0.23045396481876246,0.23045396481876246,0.23045396481876246,0.0,0.01839573773987198,0.01839573773987198,0.01839573773987198,0.01839573773987198,0.0,0.2120582270788916,0.2120582270788916,0.2120582270788916,0.2120582270788916,0.0
SFTP,1,84,0,Low,0.045444713172371684,0.045444713172371684,0.045444713172371684,0.045444713172371684,0.0,0.005212201482273795,0.005212201482273795,0.005212201482273795,0.005212201482273795,0.0,0.0402325116900985,0.0402325116900985,0.0402325116900985,0.0402325116900985,0.0
SFTP,1,84,1,Medium,0.21136483189840588,0.21136483189840588,0.21136483189840588,0.21136483189840588,0.0,0.015504475032285813,0.015504475032285813,0.015504475032285813,0.015504475032285813,0.0,0.1958603568661211,0.1958603568661211,0.1958603568661211,0.1958603568661211,0.0
SFTP,1,84,2,High,0.11107456906636665,0.11107456906636665,0.11107456906636665,0.11107456906636665,0.0,0.012140487176602887,0.012140487176602887,0.012140487176602887,0.012140487176602887,0.0,0.098934081889764,0.098934081889764,0.098934081889764,0.098934081889764,0.0
SFTP,1,123,0,Low,0.04750735494571779,0.04750735494571779,0.04750735494571779,0.04750735494571779,0.0,0.005921632689987943,0.005921632689987943,0.005921632689987943,0.005921632689987943,0.0,0.04158572225572933,0.04158572225572933,0.04158572225572933,0.04158572225572933,0.0
SFTP,1,123,1,Medium,0.22978487959625193,0.22978487959625193,0.22978487959625193,0.22978487959625193,0.0,0.018798284787310802,0.018798284787310802,0.018798284787310802,0.018798284787310802,0.0,0.2109865948089406,0.2109865948089406,0.2109865948089406,0.2109865948089406,0.0
SFTP,1,123,2,High,0.13020963925977969,0.13020963925977969,0.13020963925977969,0.13020963925977969,0.0,0.011682513000702737,0.011682513000702737,0.011682513000702737,0.011682513000702737,0.0,0.11852712625907737,0.11852712625907737,0.11852712625907737,0.11852712625907737,0.0
SFTP,3,0,0,Medium,0.2077436998597477,0.21600056241234197,0.21133272323515676,0.19589781393174416,0.009476526514079273,0.015561900576593415,0.01646619822346895,0.015661121084618958,0.014558382421692367,0.000899352993794062,0.19218179928315454,0.2002483085554002,0.19567160215053853,0.18062548714352458,0.009250286724232757
SFTP,3,0,1,Low,0.04767599662685246,0.05572931469807572,0.04670620869276706,0.040592466489714346,0.007093290256336707,0.005278567518248178,0.006369182149966819,0.005169408261446572,0.004297112143331128,0.0009699362247682586,0.042397429108604084,0.04989507763769072,0.04153203218314519,0.03576517750497639,0.006624414359514113
SFTP,3,0,2,High,0.11221386540483695,0.12570726352826986,0.11242846250909977,0.09850587017714144,0.01282285979753701,0.012029316104505396,0.013280413249211347,0.012052854889589923,0.010754680174714884,0.0011906419896291038,0.10018454930033169,0.11314703251637945,0.10037560761950957,0.0870310077651055,0.012311212132840884
SFTP,3,21,0,Low,0.052607079866576596,0.06029326006296383,0.052141339667191325,0.045386639869575064,0.006991842144692173,0.006237315306198936,0.007339031032156511,0.006195422981785468,0.005177491904654796,0.0010129564300424057,0.04636976456037784,0.053516416235664194,0.04593989993253855,0.03965297751293022,0.006504553104314107
