application,window,partition,ari_mean,ari_std,ami_mean,ami_std,mapped_balanced_accuracy_mean,mapped_balanced_accuracy_std,silhouette_mean,silhouette_std,recall_low_mean,recall_low_std,recall_medium_mean,recall_medium_std,recall_high_mean,recall_high_std
SMTP,10,train,0.16755609078460654,0.040030964306999386,0.18258842321059224,0.025766604980196034,0.6007923718418724,0.01608220089245297,0.29408853774252386,0.0027797124652599995,0.9237500000000001,0.027915889292659115,0.09964328180737218,0.008212269512405236,0.7789838337182448,0.06832281602623778
SMTP,10,validation,0.10617278231148339,0.01811409166503394,0.23463554312609075,0.014787805408895497,0.444348541761684,0.03047365313295687,0.23320789798353886,0.014526973640809399,0.4472081218274112,0.07657238843552358,0.3549450549450549,0.0901458987286817,0.5308924485125858,0.07605038607727167
SMTP,20,train,0.2377071048114312,0.011505818532025204,0.24714855578750966,0.01332018149857756,0.6371404670564296,0.005750530992142594,0.3031320457468264,0.0011269154121827279,0.9375,0.0,0.10463733650416171,0.0,0.869284064665127,0.017251592976427803
SMTP,20,validation,0.11328731668849465,0.004040452250469334,0.25128765523962077,0.003346868089118764,0.50551042096013,0.007609657900478588,0.22490136111771034,0.0040898551300963286,0.44263959390862945,0.019212376515508185,0.4532967032967033,0.0043437879947367695,0.6205949656750572,0.036014846352878244
SSH,1,train,0.2577973250167313,0.003682954917604633,0.24046317059553196,0.005450178190135296,0.5438764223442974,0.00955325267377888,0.4493581170021098,0.009266055057977044,0.8850708924103419,0.017114355367359342,0.30924784217016027,0.19302658735595365,0.43731053245239015,0.15858724174564875
SSH,1,validation,0.4091011976923947,0.014181486692426757,0.35465074439393207,0.006242433997003745,0.5426601820210045,0.04382943854910942,0.4917155789111412,0.017692683186896967,0.9604868913857677,0.01676788270276576,0.27326732673267323,0.21658967461150772,0.39422632794457274,0.33021931696188617
SSH,3,train,0.2552680693132268,0.030731673248090768,0.2415922919978526,0.019303801316957386,0.5399196739239429,0.010568900548950407,0.38923116503191324,0.0290740142304849,0.9079232693911592,0.02493451883908934,0.16966707768187422,0.16168679520301504,0.5421686746987951,0.12341196035206822
SSH,3,validation,0.3933713972699352,0.07584351431063802,0.3677077120635688,0.03244337617809665,0.5649675749161445,0.04588142988980129,0.4399436332577625,0.03315465443765231,0.9807116104868914,0.012865591039189238,0.11326732673267326,0.16854614548115088,0.6009237875288684,0.2808956430276553
SSH,5,train,0.287486565386481,0.004854774487818199,0.2678504972019132,0.0026853995824538345,0.5502505835801641,0.013956756532405412,0.3681583831630285,0.01540830694334401,0.8991659716430359,0.017920453499540814,0.1752157829839704,0.16723594635404113,0.5763699961134862,0.11242005686582661
SSH,5,validation,0.45937414073186905,0.016962539431337298,0.41848392404641555,0.008677017272921207,0.5933121461457198,0.03286287179849756,0.4256362251437511,0.022089592922102518,0.9810861423220973,0.01096745353134561,0.11524752475247524,0.19805643225557726,0.6836027713625866,0.2851749832177345
