application,window,seed,partition,level,cluster,training_mapped_level,count
SFTP,5,0,validation,Medium,0,Low,579
SFTP,5,0,validation,Medium,1,Medium,134
SFTP,5,0,validation,Medium,2,High,212
SFTP,5,0,validation,High,0,Low,30
SFTP,5,0,validation,High,1,Medium,569
SFTP,5,0,validation,High,2,High,497
SFTP,5,21,train,Low,0,Low,2290
SFTP,5,21,train,Low,1,High,57
SFTP,5,21,train,Low,2,Medium,338
SFTP,5,21,train,Medium,0,Low,1364
SFTP,5,21,train,Medium,1,High,326
SFTP,5,21,train,Medium,2,Medium,540
SFTP,5,21,train,High,0,Low,302
SFTP,5,21,train,High,1,High,1540
SFTP,5,21,train,High,2,Medium,1453
SFTP,5,21,validation,Low,0,Low,771
SFTP,5,21,validation,Low,1,High,37
SFTP,5,21,validation,Low,2,Medium,201
SFTP,5,21,validation,Medium,0,Low,586
SFTP,5,21,validation,Medium,1,High,131
SFTP,5,21,validation,Medium,2,Medium,208
SFTP,5,21,validation,High,0,Low,43
SFTP,5,21,validation,High,1,High,728
SFTP,5,21,validation,High,2,Medium,325
SFTP,5,42,train,Low,0,Medium,28
SFTP,5,42,train,Low,1,Low,2402
SFTP,5,42,train,Low,2,High,255
SFTP,5,42,train,Medium,0,Medium,305
SFTP,5,42,train,Medium,1,Low,1526
SFTP,5,42,train,Medium,2,High,399
SFTP,5,42,train,High,0,Medium,598
SFTP,5,42,train,High,1,Low,371
SFTP,5,42,train,High,2,High,2326
SFTP,5,42,validation,Low,0,Medium,9
SFTP,5,42,validation,Low,1,Low,811
SFTP,5,42,validation,Low,2,High,189
SFTP,5,42,validation,Medium,0,Medium,95
SFTP,5,42,validation,Medium,1,Low,637
SFTP,5,42,validation,Medium,2,High,193
SFTP,5,42,validation,High,0,Medium,496
SFTP,5,42,validation,High,1,Low,60
SFTP,5,42,validation,High,2,High,540
SFTP,5,84,train,Low,0,Low,2352
SFTP,5,84,train,Low,1,Medium,39
SFTP,5,84,train,Low,2,High,294
SFTP,5,84,train,Medium,0,Low,1475
SFTP,5,84,train,Medium,1,Medium,336
SFTP,5,84,train,Medium,2,High,419
SFTP,5,84,train,High,0,Low,316
SFTP,5,84,train,High,1,Medium,744
SFTP,5,84,train,High,2,High,2235
SFTP,5,84,validation,Low,0,Low,770
SFTP,5,84,validation,Low,1,Medium,19
SFTP,5,84,validation,Low,2,High,220
SFTP,5,84,validation,Medium,0,Low,607
SFTP,5,84,validation,Medium,1,Medium,105
SFTP,5,84,validation,Medium,2,High,213
SFTP,5,84,validation,High,0,Low,44
SFTP,5,84,validation,High,1,Medium,545
SFTP,5,84,validation,High,2,High,507
SFTP,5,123,train,Low,0,Medium,604
SFTP,5,123,train,Low,1,High,69
SFTP,5,123,train,Low,2,Low,2012
SFTP,5,123,train,Medium,0,Medium,744
SFTP,5,123,train,Medium,1,High,404
SFTP,5,123,train,Medium,2,Low,1082
SFTP,5,123,train,High,0,Medium,1684
SFTP,5,123,train,High,1,High,1455
SFTP,5,123,train,High,2,Low,156
SFTP,5,123,validation,Low,0,Medium,385
SFTP,5,123,validation,Low,1,High,45
SFTP,5,123,validation,Low,2,Low,579
SFTP,5,123,validation,Medium,0,Medium,338
SFTP,5,123,validation,Medium,1,High,160
SFTP,5,123,validation,Medium,2,Low,427
SFTP,5,123,validation,High,0,Medium,286
SFTP,5,123,validation,High,1,High,799
SFTP,5,123,validation,High,2,Low,11
SFTP,10,0,train,Low,0,Low,2548
SFTP,10,0,train,Low,1,Medium,74
SFTP,10,0,train,Low,2,High,63
SFTP,10,0,train,Medium,0,Low,1596
SFTP,10,0,train,Medium,1,Medium,427
SFTP,10,0,train,Medium,2,High,207
SFTP,10,0,train,High,0,Low,481
SFTP,10,0,train,High,1,Medium,672
SFTP,10,0,train,High,2,High,2142
SFTP,10,0,validation,Low,0,Low,893
SFTP,10,0,validation,Low,1,Medium,45
SFTP,10,0,validation,Low,2,High,71
SFTP,10,0,validation,Medium,0,Low,707
SFTP,10,0,validation,Medium,1,Medium,109
SFTP,10,0,validation,Medium,2,High,109
SFTP,10,0,validation,High,0,Low,61
SFTP,10,0,validation,High,1,Medium,413
SFTP,10,0,validation,High,2,High,622
SFTP,10,21,train,Low,0,Medium,45
SFTP,10,21,train,Low,1,Low,2249
SFTP,10,21,train,Low,2,High,391
SFTP,10,21,train,Medium,0,Medium,340
SFTP,10,21,train,Medium,1,Low,1302
SFTP,10,21,train,Medium,2,High,588
SFTP,10,21,train,High,0,Medium,1166
SFTP,10,21,train,High,1,Low,139
SFTP,10,21,train,High,2,High,1990
SFTP,10,21,validation,Low,0,Medium,22
SFTP,10,21,validation,Low,1,Low,742
SFTP,10,21,validation,Low,2,High,245
SFTP,10,21,validation,Medium,0,Medium,127
SFTP,10,21,validation,Medium,1,Low,520
SFTP,10,21,validation,Medium,2,High,278
SFTP,10,21,validation,High,0,Medium,713
SFTP,10,21,validation,High,1,Low,6
SFTP,10,21,validation,High,2,High,377
SFTP,10,42,train,Low,0,Low,2542
SFTP,10,42,train,Low,1,High,55
SFTP,10,42,train,Low,2,Medium,88
SFTP,10,42,train,Medium,0,Low,1574
SFTP,10,42,train,Medium,1,High,188
SFTP,10,42,train,Medium,2,Medium,468
SFTP,10,42,train,High,0,Low,449
SFTP,10,42,train,High,1,High,1930
SFTP,10,42,train,High,2,Medium,916
SFTP,10,42,validation,Low,0,Low,894
SFTP,10,42,validation,Low,1,High,55
SFTP,10,42,validation,Low,2,Medium,60
SFTP,10,42,validation,Medium,0,Low,695
SFTP,10,42,validation,Medium,1,High,103
SFTP,10,42,validation,Medium,2,Medium,127
SFTP,10,42,validation,High,0,Low,49
SFTP,10,42,validation,High,1,High,578
SFTP,10,42,validation,High,2,Medium,469
SFTP,10,84,train,Low,0,Low,2524
SFTP,10,84,train,Low,1,High,100
SFTP,10,84,train,Low,2,Medium,61
SFTP,10,84,train,Medium,0,Low,1583
SFTP,10,84,train,Medium,1,High,251
SFTP,10,84,train,Medium,2,Medium,396
SFTP,10,84,train,High,0,Low,419
SFTP,10,84,train,High,1,High,2325
SFTP,10,84,train,High,2,Medium,551
SFTP,10,84,validation,Low,0,Low,871
SFTP,10,84,validation,Low,1,High,103
SFTP,10,84,validation,Low,2,Medium,35
SFTP,10,84,validation,Medium,0,Low,705
SFTP,10,84,validation,Medium,1,High,124
SFTP,10,84,validation,Medium,2,Medium,96
SFTP,10,84,validation,High,0,Low,60
SFTP,10,84,validation,High,1,High,675
SFTP,10,84,validation,High,2,Medium,361
SFTP,10,123,train,Low,0,Medium,73
SFTP,10,123,train,Low,1,Low,2470
SFTP,10,123,train,Low,2,High,142
SFTP,10,123,train,Medium,0,Medium,510
SFTP,10,123,train,Medium,1,Low,1522
SFTP,10,123,train,Medium,2,High,198
SFTP,10,123,train,High,0,Medium,1061
SFTP,10,123,train,High,1,Low,327
SFTP,10,123,train,High,2,High,1907
SFTP,10,123,validation,Low,0,Medium,53
SFTP,10,123,validation,Low,1,Low,805
SFTP,10,123,validation,Low,2,High,151
SFTP,10,123,validation,Medium,0,Medium,167
SFTP,10,123,validation,Medium,1,Low,657
SFTP,10,123,validation,Medium,2,High,101
SFTP,10,123,validation,High,0,Medium,738
SFTP,10,123,validation,High,1,Low,44
SFTP,10,123,validation,High,2,High,314
SFTP,20,0,train,Low,0,Medium,84
SFTP,20,0,train,Low,1,Low,2440
SFTP,20,0,train,Low,2,High,161
SFTP,20,0,train,Medium,0,Medium,519
SFTP,20,0,train,Medium,1,Low,1438
SFTP,20,0,train,Medium,2,High,273
SFTP,20,0,train,High,0,Medium,771
SFTP,20,0,train,High,1,Low,153
SFTP,20,0,train,High,2,High,2371
SFTP,20,0,validation,Low,0,Medium,19
SFTP,20,0,validation,Low,1,Low,786
SFTP,20,0,validation,Low,2,High,204
SFTP,20,0,validation,Medium,0,Medium,160
SFTP,20,0,validation,Medium,1,Low,656
SFTP,20,0,validation,Medium,2,High,109
SFTP,20,0,validation,High,0,Medium,706
SFTP,20,0,validation,High,1,Low,8
SFTP,20,0,validation,High,2,High,382
SFTP,20,21,train,Low,0,Low,2514
SFTP,20,21,train,Low,1,Medium,113
SFTP,20,21,train,Low,2,High,58
SFTP,20,21,train,Medium,0,Low,1527
SFTP,20,21,train,Medium,1,Medium,611
SFTP,20,21,train,Medium,2,High,92
SFTP,20,21,train,High,0,Low,267
SFTP,20,21,train,High,1,Medium,1011
SFTP,20,21,train,High,2,High,2017
SFTP,20,21,validation,Low,0,Low,862
SFTP,20,21,validation,Low,1,Medium,67
SFTP,20,21,validation,Low,2,High,80
SFTP,20,21,validation,Medium,0,Low,689
SFTP,20,21,validation,Medium,1,Medium,171
SFTP,20,21,validation,Medium,2,High,65
SFTP,20,21,validation,High,0,Low,13
SFTP,20,21,validation,High,1,Medium,606
SFTP,20,21,validation,High,2,High,477
SFTP,20,42,train,Low,0,Low,2522
SFTP,20,42,train,Low,1,Medium,128
SFTP,20,42,train,Low,2,High,35
SFTP,20,42,train,Medium,0,Low,1531
SFTP,20,42,train,Medium,1,Medium,630
SFTP,20,42,train,Medium,2,High,69
SFTP,20,42,train,High,0,Low,364
SFTP,20,42,train,High,1,Medium,1278
SFTP,20,42,train,High,2,High,1653
SFTP,20,42,validation,Low,0,Low,885
SFTP,20,42,validation,Low,1,Medium,84
SFTP,20,42,validation,Low,2,High,40
SFTP,20,42,validation,Medium,0,Low,687
SFTP,20,42,validation,Medium,1,Medium,181
SFTP,20,42,validation,Medium,2,High,57
SFTP,20,42,validation,High,0,Low,22
SFTP,20,42,validation,High,1,Medium,674
SFTP,20,42,validation,High,2,High,400
SFTP,20,84,train,Low,0,Low,2516
SFTP,20,84,train,Low,1,Medium,117
SFTP,20,84,train,Low,2,High,52
SFTP,20,84,train,Medium,0,Low,1524
SFTP,20,84,train,Medium,1,Medium,598
SFTP,20,84,train,Medium,2,High,108
SFTP,20,84,train,High,0,Low,309
SFTP,20,84,train,High,1,Medium,1059
SFTP,20,84,train,High,2,High,1927
SFTP,20,84,validation,Low,0,Low,866
SFTP,20,84,validation,Low,1,Medium,74
SFTP,20,84,validation,Low,2,High,69
SFTP,20,84,validation,Medium,0,Low,686
SFTP,20,84,validation,Medium,1,Medium,176
SFTP,20,84,validation,Medium,2,High,63
SFTP,20,84,validation,High,0,Low,13
SFTP,20,84,validation,High,1,Medium,597
SFTP,20,84,validation,High,2,High,486
SFTP,20,123,train,Low,0,High,42
SFTP,20,123,train,Low,1,Low,2520
SFTP,20,123,train,Low,2,Medium,123
SFTP,20,123,train,Medium,0,High,80
SFTP,20,123,train,Medium,1,Low,1528
SFTP,20,123,train,Medium,2,Medium,622
SFTP,20,123,train,High,0,High,1780
SFTP,20,123,train,High,1,Low,346
SFTP,20,123,train,High,2,Medium,1169
SFTP,20,123,validation,Low,0,High,56
SFTP,20,123,validation,Low,1,Low,877
SFTP,20,123,validation,Low,2,Medium,76
SFTP,20,123,validation,Medium,0,High,61
SFTP,20,123,validation,Medium,1,Low,686
SFTP,20,123,validation,Medium,2,Medium,178
SFTP,20,123,validation,High,0,High,449
SFTP,20,123,validation,High,1,Low,21
SFTP,20,123,validation,High,2,Medium,626
SMTP,1,0,train,Low,0,High,24
SMTP,1,0,train,Low,1,Low,296
SMTP,1,0,train,Low,2,Medium,0
SMTP,1,0,train,Medium,0,High,258
SMTP,1,0,train,Medium,1,Low,501
SMTP,1,0,train,Medium,2,Medium,82
SMTP,1,0,train,High,0,High,540
SMTP,1,0,train,High,1,Low,271
SMTP,1,0,train,High,2,Medium,55
SMTP,1,0,validation,Low,0,High,140
SMTP,1,0,validation,Low,1,Low,242
SMTP,1,0,validation,Low,2,Medium,12
SMTP,1,0,validation,Medium,0,High,208
SMTP,1,0,validation,Medium,1,Low,37
SMTP,1,0,validation,Medium,2,Medium,119
SMTP,1,0,validation,High,0,High,201
SMTP,1,0,validation,High,1,Low,228
SMTP,1,0,validation,High,2,Medium,8
SMTP,1,21,train,Low,0,Medium,0
SMTP,1,21,train,Low,1,Low,296
SMTP,1,21,train,Low,2,High,24
SMTP,1,21,train,Medium,0,Medium,71
SMTP,1,21,train,Medium,1,Low,518
SMTP,1,21,train,Medium,2,High,252
SMTP,1,21,train,High,0,Medium,47
SMTP,1,21,train,High,1,Low,294
SMTP,1,21,train,High,2,High,525
SMTP,1,21,validation,Low,0,Medium,12
SMTP,1,21,validation,Low,1,Low,253
SMTP,1,21,validation,Low,2,High,129
SMTP,1,21,validation,Medium,0,Medium,100
SMTP,1,21,validation,Medium,1,Low,44
SMTP,1,21,validation,Medium,2,High,220
SMTP,1,21,validation,High,0,Medium,6
SMTP,1,21,validation,High,1,Low,239
SMTP,1,21,validation,High,2,High,192
SMTP,1,42,train,Low,0,Low,296
SMTP,1,42,train,Low,1,High,24
SMTP,1,42,train,Low,2,Medium,0
SMTP,1,42,train,Medium,0,Low,521
SMTP,1,42,train,Medium,1,High,249
SMTP,1,42,train,Medium,2,Medium,71
SMTP,1,42,train,High,0,Low,301
SMTP,1,42,train,High,1,High,520
SMTP,1,42,train,High,2,Medium,45
SMTP,1,42,validation,Low,0,Low,258
SMTP,1,42,validation,Low,1,High,127
SMTP,1,42,validation,Low,2,Medium,9
SMTP,1,42,validation,Medium,0,Low,47
SMTP,1,42,validation,Medium,1,High,226
SMTP,1,42,validation,Medium,2,Medium,91
SMTP,1,42,validation,High,0,Low,240
SMTP,1,42,validation,High,1,High,191
SMTP,1,42,validation,High,2,Medium,6
SMTP,1,84,train,Low,0,Medium,0
SMTP,1,84,train,Low,1,Low,296
SMTP,1,84,train,Low,2,High,24
SMTP,1,84,train,Medium,0,Medium,71
SMTP,1,84,train,Medium,1,Low,525
SMTP,1,84,train,Medium,2,High,245
SMTP,1,84,train,High,0,Medium,47
SMTP,1,84,train,High,1,Low,313
SMTP,1,84,train,High,2,High,506
SMTP,1,84,validation,Low,0,Medium,9
SMTP,1,84,validation,Low,1,Low,261
SMTP,1,84,validation,Low,2,High,124
SMTP,1,84,validation,Medium,0,Medium,98
SMTP,1,84,validation,Medium,1,Low,52
SMTP,1,84,validation,Medium,2,High,214
SMTP,1,84,validation,High,0,Medium,6
SMTP,1,84,validation,High,1,Low,251
SMTP,1,84,validation,High,2,High,180
SMTP,1,123,train,Low,0,Low,296
SMTP,1,123,train,Low,1,Medium,0
SMTP,1,123,train,Low,2,High,24
SMTP,1,123,train,Medium,0,Low,501
SMTP,1,123,train,Medium,1,Medium,78
SMTP,1,123,train,Medium,2,High,262
SMTP,1,123,train,High,0,Low,269
SMTP,1,123,train,High,1,Medium,55
SMTP,1,123,train,High,2,High,542
SMTP,1,123,validation,Low,0,Low,241
SMTP,1,123,validation,Low,1,Medium,12
SMTP,1,123,validation,Low,2,High,141
SMTP,1,123,validation,Medium,0,Low,37
SMTP,1,123,validation,Medium,1,Medium,114
SMTP,1,123,validation,Medium,2,High,213
SMTP,1,123,validation,High,0,Low,228
SMTP,1,123,validation,High,1,Medium,6
SMTP,1,123,validation,High,2,High,203
SMTP,3,0,train,Low,0,Medium,0
SMTP,3,0,train,Low,1,Low,285
SMTP,3,0,train,Low,2,High,35
SMTP,3,0,train,Medium,0,Medium,100
SMTP,3,0,train,Medium,1,Low,439
SMTP,3,0,train,Medium,2,High,302
SMTP,3,0,train,High,0,Medium,81
SMTP,3,0,train,High,1,Low,130
SMTP,3,0,train,High,2,High,655
SMTP,3,0,validation,Low,0,Medium,18
SMTP,3,0,validation,Low,1,Low,201
SMTP,3,0,validation,Low,2,High,175
SMTP,3,0,validation,Medium,0,Medium,165
SMTP,3,0,validation,Medium,1,Low,5
SMTP,3,0,validation,Medium,2,High,194
SMTP,3,0,validation,High,0,Medium,11
SMTP,3,0,validation,High,1,Low,170
SMTP,3,0,validation,High,2,High,256
SMTP,3,21,train,Low,0,High,24
SMTP,3,21,train,Low,1,Low,296
SMTP,3,21,train,Low,2,Medium,0
SMTP,3,21,train,Medium,0,High,290
SMTP,3,21,train,Medium,1,Low,475
SMTP,3,21,train,Medium,2,Medium,76
SMTP,3,21,train,High,0,High,624
SMTP,3,21,train,High,1,Low,202
SMTP,3,21,train,High,2,Medium,40
SMTP,3,21,validation,Low,0,High,162
SMTP,3,21,validation,Low,1,Low,228
SMTP,3,21,validation,Low,2,Medium,4
SMTP,3,21,validation,Medium,0,High,235
SMTP,3,21,validation,Medium,1,Low,17
SMTP,3,21,validation,Medium,2,Medium,112
SMTP,3,21,validation,High,0,High,229
SMTP,3,21,validation,High,1,Low,208
SMTP,3,21,validation,High,2,Medium,0
SMTP,3,42,train,Low,0,Low,292
SMTP,3,42,train,Low,1,Medium,0
SMTP,3,42,train,Low,2,High,28
SMTP,3,42,train,Medium,0,Low,463
SMTP,3,42,train,Medium,1,Medium,81
SMTP,3,42,train,Medium,2,High,297
SMTP,3,42,train,High,0,Low,178
SMTP,3,42,train,High,1,Medium,45
SMTP,3,42,train,High,2,High,643
SMTP,3,42,validation,Low,0,Low,216
SMTP,3,42,validation,Low,1,Medium,5
SMTP,3,42,validation,Low,2,High,173
SMTP,3,42,validation,Medium,0,Low,10
SMTP,3,42,validation,Medium,1,Medium,118
SMTP,3,42,validation,Medium,2,High,236
SMTP,3,42,validation,High,0,Low,192
SMTP,3,42,validation,High,1,Medium,2
SMTP,3,42,validation,High,2,High,243
SMTP,3,84,train,Low,0,Low,295
SMTP,3,84,train,Low,1,Medium,0
SMTP,3,84,train,Low,2,High,25
SMTP,3,84,train,Medium,0,Low,478
SMTP,3,84,train,Medium,1,Medium,85
SMTP,3,84,train,Medium,2,High,278
SMTP,3,84,train,High,0,Low,202
SMTP,3,84,train,High,1,Medium,48
SMTP,3,84,train,High,2,High,616
SMTP,3,84,validation,Low,0,Low,227
SMTP,3,84,validation,Low,1,Medium,6
SMTP,3,84,validation,Low,2,High,161
SMTP,3,84,validation,Medium,0,Low,11
SMTP,3,84,validation,Medium,1,Medium,119
SMTP,3,84,validation,Medium,2,High,234
SMTP,3,84,validation,High,0,Low,204
SMTP,3,84,validation,High,1,Medium,4
SMTP,3,84,validation,High,2,High,229
SMTP,3,123,train,Low,0,Medium,0
SMTP,3,123,train,Low,1,Low,299
SMTP,3,123,train,Low,2,High,21
SMTP,3,123,train,Medium,0,Medium,73
SMTP,3,123,train,Medium,1,Low,486
SMTP,3,123,train,Medium,2,High,282
SMTP,3,123,train,High,0,Medium,32
SMTP,3,123,train,High,1,Low,235
SMTP,3,123,train,High,2,High,599
SMTP,3,123,validation,Low,0,Medium,3
SMTP,3,123,validation,Low,1,Low,238
SMTP,3,123,validation,Low,2,High,153
SMTP,3,123,validation,Medium,0,Medium,89
SMTP,3,123,validation,Medium,1,Low,22
SMTP,3,123,validation,Medium,2,High,253
SMTP,3,123,validation,High,0,Medium,0
SMTP,3,123,validation,High,1,Low,224
SMTP,3,123,validation,High,2,High,213
SMTP,5,0,train,Low,0,High,39
SMTP,5,0,train,Low,1,Medium,0
SMTP,5,0,train,Low,2,Low,281
SMTP,5,0,train,Medium,0,High,343
SMTP,5,0,train,Medium,1,Medium,102
SMTP,5,0,train,Medium,2,Low,396
SMTP,5,0,train,High,0,High,715
SMTP,5,0,train,High,1,Medium,65
SMTP,5,0,train,High,2,Low,86
SMTP,5,0,validation,Low,0,High,211
SMTP,5,0,validation,Low,1,Medium,10
SMTP,5,0,validation,Low,2,Low,173
SMTP,5,0,validation,Medium,0,High,184
SMTP,5,0,validation,Medium,1,Medium,178
SMTP,5,0,validation,Medium,2,Low,2
SMTP,5,0,validation,High,0,High,280
SMTP,5,0,validation,High,1,Medium,5
SMTP,5,0,validation,High,2,Low,152
SMTP,5,21,train,Low,0,Low,287
SMTP,5,21,train,Low,1,High,33
SMTP,5,21,train,Low,2,Medium,0
SMTP,5,21,train,Medium,0,Low,414
SMTP,5,21,train,Medium,1,High,343
SMTP,5,21,train,Medium,2,Medium,84
SMTP,5,21,train,High,0,Low,113
SMTP,5,21,train,High,1,High,714
SMTP,5,21,train,High,2,Medium,39
SMTP,5,21,validation,Low,0,Low,179
SMTP,5,21,validation,Low,1,High,212
SMTP,5,21,validation,Low,2,Medium,3
SMTP,5,21,validation,Medium,0,Low,3
SMTP,5,21,validation,Medium,1,High,240
SMTP,5,21,validation,Medium,2,Medium,121
SMTP,5,21,validation,High,0,Low,168
SMTP,5,21,validation,High,1,High,269
SMTP,5,21,validation,High,2,Medium,0
SMTP,5,42,train,Low,0,High,25
SMTP,5,42,train,Low,1,Low,295
SMTP,5,42,train,Low,2,Medium,0
SMTP,5,42,train,Medium,0,High,299
SMTP,5,42,train,Medium,1,Low,462
SMTP,5,42,train,Medium,2,Medium,80
SMTP,5,42,train,High,0,High,657
SMTP,5,42,train,High,1,Low,173
SMTP,5,42,train,High,2,Medium,36
SMTP,5,42,validation,Low,0,High,175
SMTP,5,42,validation,Low,1,Low,219
SMTP,5,42,validation,Low,2,Medium,0
SMTP,5,42,validation,Medium,0,High,253
SMTP,5,42,validation,Medium,1,Low,10
SMTP,5,42,validation,Medium,2,Medium,101
SMTP,5,42,validation,High,0,High,223
SMTP,5,42,validation,High,1,Low,214
SMTP,5,42,validation,High,2,Medium,0
SMTP,5,84,train,Low,0,Low,277
SMTP,5,84,train,Low,1,High,43
SMTP,5,84,train,Low,2,Medium,0
SMTP,5,84,train,Medium,0,Low,387
SMTP,5,84,train,Medium,1,High,357
SMTP,5,84,train,Medium,2,Medium,97
SMTP,5,84,train,High,0,Low,85
SMTP,5,84,train,High,1,High,725
SMTP,5,84,train,High,2,Medium,56
SMTP,5,84,validation,Low,0,Low,172
SMTP,5,84,validation,Low,1,High,215
SMTP,5,84,validation,Low,2,Medium,7
SMTP,5,84,validation,Medium,0,Low,2
SMTP,5,84,validation,Medium,1,High,202
SMTP,5,84,validation,Medium,2,Medium,160
SMTP,5,84,validation,High,0,Low,151
SMTP,5,84,validation,High,1,High,286
SMTP,5,84,validation,High,2,Medium,0
SMTP,5,123,train,Low,0,High,29
SMTP,5,123,train,Low,1,Low,291
SMTP,5,123,train,Low,2,Medium,0
SMTP,5,123,train,Medium,0,High,306
SMTP,5,123,train,Medium,1,Low,431
SMTP,5,123,train,Medium,2,Medium,104
SMTP,5,123,train,High,0,High,683
SMTP,5,123,train,High,1,Low,116
SMTP,5,123,train,High,2,Medium,67
SMTP,5,123,validation,Low,0,High,196
SMTP,5,123,validation,Low,1,Low,185
SMTP,5,123,validation,Low,2,Medium,13
SMTP,5,123,validation,Medium,0,High,183
SMTP,5,123,validation,Medium,1,Low,3
SMTP,5,123,validation,Medium,2,Medium,178
SMTP,5,123,validation,High,0,High,268
SMTP,5,123,validation,High,1,Low,164
SMTP,5,123,validation,High,2,Medium,5
SMTP,10,0,train,Low,0,High,22
SMTP,10,0,train,Low,1,Low,298
SMTP,10,0,train,Low,2,Medium,0
SMTP,10,0,train,Medium,0,High,322
SMTP,10,0,train,Medium,1,Low,438
SMTP,10,0,train,Medium,2,Medium,81
SMTP,10,0,train,High,0,High,634
SMTP,10,0,train,High,1,Low,190
SMTP,10,0,train,High,2,Medium,42
SMTP,10,0,validation,Low,0,High,201
SMTP,10,0,validation,Low,1,Low,193
SMTP,10,0,validation,Low,2,Medium,0
SMTP,10,0,validation,Medium,0,High,244
SMTP,10,0,validation,Medium,1,Low,4
SMTP,10,0,validation,Medium,2,Medium,116
SMTP,10,0,validation,High,0,High,209
SMTP,10,0,validation,High,1,Low,228
SMTP,10,0,validation,High,2,Medium,0
SMTP,10,21,train,Low,0,Low,309
SMTP,10,21,train,Low,1,High,11
SMTP,10,21,train,Low,2,Medium,0
SMTP,10,21,train,Medium,0,Low,461
SMTP,10,21,train,Medium,1,High,301
SMTP,10,21,train,Medium,2,Medium,79
SMTP,10,21,train,High,0,Low,225
SMTP,10,21,train,High,1,High,600
SMTP,10,21,train,High,2,Medium,41
SMTP,10,21,validation,Low,0,Low,214
SMTP,10,21,validation,Low,1,High,180
SMTP,10,21,validation,Low,2,Medium,0
SMTP,10,21,validation,Medium,0,Low,6
SMTP,10,21,validation,Medium,1,High,256
SMTP,10,21,validation,Medium,2,Medium,102
SMTP,10,21,validation,High,0,Low,241
SMTP,10,21,validation,High,1,High,196
SMTP,10,21,validation,High,2,Medium,0
SMTP,10,42,train,Low,0,High,35
SMTP,10,42,train,Low,1,Low,285
SMTP,10,42,train,Low,2,Medium,0
SMTP,10,42,train,Medium,0,High,373
SMTP,10,42,train,Medium,1,Low,372
SMTP,10,42,train,Medium,2,Medium,96
SMTP,10,42,train,High,0,High,742
SMTP,10,42,train,High,1,Low,80
SMTP,10,42,train,High,2,Medium,44
SMTP,10,42,validation,Low,0,High,250
SMTP,10,42,validation,Low,1,Low,140
SMTP,10,42,validation,Low,2,Medium,4
SMTP,10,42,validation,Medium,0,High,178
SMTP,10,42,validation,Medium,1,Low,0
SMTP,10,42,validation,Medium,2,Medium,186
SMTP,10,42,validation,High,0,High,274
SMTP,10,42,validation,High,1,Low,163
SMTP,10,42,validation,High,2,Medium,0
SMTP,10,84,train,Low,0,Low,295
SMTP,10,84,train,Low,1,High,25
SMTP,10,84,train,Low,2,Medium,0
SMTP,10,84,train,Medium,0,Low,429
SMTP,10,84,train,Medium,1,High,331
SMTP,10,84,train,Medium,2,Medium,81
SMTP,10,84,train,High,0,Low,149
SMTP,10,84,train,High,1,High,675
SMTP,10,84,train,High,2,Medium,42
SMTP,10,84,validation,Low,0,Low,182
SMTP,10,84,validation,Low,1,High,212
SMTP,10,84,validation,Low,2,Medium,0
SMTP,10,84,validation,Medium,0,Low,3
SMTP,10,84,validation,Medium,1,High,244
SMTP,10,84,validation,Medium,2,Medium,117
SMTP,10,84,validation,High,0,Low,215
SMTP,10,84,validation,High,1,High,222
SMTP,10,84,validation,High,2,Medium,0
SMTP,10,123,train,Low,0,Low,291
SMTP,10,123,train,Low,1,Medium,0
SMTP,10,123,train,Low,2,High,29
SMTP,10,123,train,Medium,0,Low,408
SMTP,10,123,train,Medium,1,Medium,82
SMTP,10,123,train,Medium,2,High,351
SMTP,10,123,train,High,0,Low,102
SMTP,10,123,train,High,1,Medium,42
SMTP,10,123,train,High,2,High,722
SMTP,10,123,validation,Low,0,Low,152
SMTP,10,123,validation,Low,1,Medium,0
SMTP,10,123,validation,Low,2,High,242
SMTP,10,123,validation,Medium,0,Low,0
SMTP,10,123,validation,Medium,1,Medium,125
SMTP,10,123,validation,Medium,2,High,239
SMTP,10,123,validation,High,0,Low,178
SMTP,10,123,validation,High,1,Medium,0
SMTP,10,123,validation,High,2,High,259
SMTP,20,0,train,Low,0,High,20
SMTP,20,0,train,Low,1,Low,300
SMTP,20,0,train,Low,2,Medium,0
SMTP,20,0,train,Medium,0,High,370
SMTP,20,0,train,Medium,1,Low,383
SMTP,20,0,train,Medium,2,Medium,88
SMTP,20,0,train,High,0,High,763
SMTP,20,0,train,High,1,Low,59
SMTP,20,0,train,High,2,Medium,44
SMTP,20,0,validation,Low,0,High,217
SMTP,20,0,validation,Low,1,Low,174
SMTP,20,0,validation,Low,2,Medium,3
SMTP,20,0,validation,Medium,0,High,200
SMTP,20,0,validation,Medium,1,Low,0
SMTP,20,0,validation,Medium,2,Medium,164
SMTP,20,0,validation,High,0,High,283
SMTP,20,0,validation,High,1,Low,154
SMTP,20,0,validation,High,2,Medium,0
SMTP,20,21,train,Low,0,High,20
SMTP,20,21,train,Low,1,Low,300
SMTP,20,21,train,Low,2,Medium,0
SMTP,20,21,train,Medium,0,High,353
SMTP,20,21,train,Medium,1,Low,400
SMTP,20,21,train,Medium,2,Medium,88
SMTP,20,21,train,High,0,High,741
SMTP,20,21,train,High,1,Low,81
SMTP,20,21,train,High,2,Medium,44
SMTP,20,21,validation,Low,0,High,210
SMTP,20,21,validation,Low,1,Low,180
