pRetran,Load,TcpOpt_MwsS  T,Sum,DstLoss,SynAck,SrcLoss,SrcBytes,SrcRate,SrcRetra,SrcPkts,DstGap,Dur,SrcLoad,AckDat,State_SPA_SPA,IdleTime,sTtl,dMeanPktSz,sMeanPktSz,TcpRtt,Rate,Cause_Status,Max,Mean,dTtl,DstBytes,DstRetra,DstLoad,Flgs_ e d      ,Flgs_ e *      ,PCRatio,Loss,TotPkts,DstRate,StdDev,TotBytes,DstWin,SrcWin,pLoss,SrcGap,Min,DstPkts,label
0.0,0.4672200126451133,0.0,0.9870653112598468,0.0,0.0220283092936135,0.0,0.9343897004208964,0.664793066859286,0.0,0.8266666666666668,0.0,0.9870653112598468,0.8483982501221649,0.5237155372964412,1.0,0.0,0.3333333333333321,0.3520318618042226,0.6275357525773195,0.4701114040779138,0.0103116298718512,0.0,0.9870653112598468,0.9870653112598468,0.0,0.5068643765600855,0.0,0.4160154067420701,0.0,0.0,0.0,0.0,0.794344473007712,0.7654833752196659,0.0,0.5524468099226206,0.0,0.6581059390048154,0.0,0.0,0.9870653112598468,0.775,1.0
0.0,0.2763358872880773,1.0,0.9834852926717954,0.0526315789473684,0.0220283092936135,0.0,0.7500618965090369,0.5858455257870135,0.0,0.7266666666666667,0.0,0.9834852926717954,0.6827245179028243,0.5237155372964412,0.0,0.0,0.3333333333333321,0.2354997428023032,0.5730634484536082,0.4701114040779138,0.0086745436153871,1.0,0.9834852926717954,0.9834852926717954,0.0,0.2752733864257696,0.0,0.2264721576227162,1.0,0.0,0.0,0.0526315789473684,0.665809768637532,0.6229214507228685,0.0,0.3258033261218693,0.0,0.658908507223114,0.0127713999999999,0.0,0.9834852926717954,0.6291666666666667,1.0
0.0,0.1975727347429609,1.0,0.9742391756205472,0.0,0.0220283092936135,0.0,0.538375835602872,0.4599820875622811,0.0,0.5666666666666667,0.0,0.9742391756205472,0.4934119578865649,0.5237155372964412,0.0,0.0,0.3333333333333321,0.2308369520153551,0.527471206185567,0.4701114040779138,0.0065253898353082,1.0,0.9742391756205472,0.9742391756205472,0.0,0.1947729704029478,0.0,0.1613499307916694,0.0,0.0,0.0,0.0,0.4961439588688945,0.4527599959083495,0.0,0.2311959969738396,0.0,0.658908507223114,0.0,0.0,0.9742391756205472,0.4541666666666666,1.0
0.0,0.4372804919680286,1.0,0.9971768192321152,0.1578947368421052,0.0220283092936135,0.0,0.6234216390195593,0.5403515503923726,0.0,0.68,0.0,0.9971768192321152,0.5593401884413891,0.5237155372964412,0.0,0.0,0.3333333333333321,0.4718947159309021,0.5089953298969072,0.4701114040779138,0.0079608539565237,1.0,0.9971768192321152,0.9971768192321152,0.0,0.5114109116842981,0.0,0.4147521906627245,1.0,0.0,0.0,0.1578947368421052,0.6195372750642673,0.5693148261691677,0.0,0.5231673811767517,0.0,0.658908507223114,0.0408163333333333,0.0,0.9971768192321152,0.5833333333333334,1.0
0.0,0.2712838291117461,1.0,0.9969983867395584,0.2631578947368421,0.0220283092936135,0.3333333333333333,0.8014359990096559,0.5939579686585146,0.0,0.7466666666666667,0.0,0.9969983867395584,0.7198012068676524,0.5237155372964412,0.0,0.0,0.3333333333333321,0.218518424184261,0.5959130927835051,0.4701114040779138,0.008887355837928,1.0,0.9969983867395584,0.9969983867395584,0.0,0.2672649471056698,0.0,0.2169692128524291,0.0,1.0,0.0,0.3157894736842105,0.6915167095115681,0.6431541725341221,0.0,0.3241575196103155,0.0,0.658908507223114,0.0724637666666666,0.0,0.9969983867395584,0.6583333333333333,1.0
0.0,0.6672487870776923,1.0,0.9617705384150452,0.1578947368421052,0.0220283092936135,0.3333333333333333,0.6340678385739045,0.515868125157918,0.0,0.6266666666666667,0.0,0.9617705384150452,0.5893509409011363,0.5237155372964412,0.0,0.0,0.3333333333333321,0.5900325959692898,0.5617459896907216,0.4701114040779138,0.0090758889500044,1.0,0.9617705384150452,0.9617705384150452,0.0,0.7855996671817426,0.0,0.6614551249514538,0.0,1.0,0.0,0.2105263157894736,0.6812339331619537,0.7261637162477115,0.0,0.7692419999203642,0.0,0.658908507223114,0.0493827,0.0,0.9617705384150452,0.7166666666666667,1.0
0.0,0.3701545160361937,1.0,0.6111072159573591,0.0526315789473684,0.0220283092936135,0.0,0.4199059173062639,0.5674442324558842,0.0,0.44,0.0,0.6111072159573591,0.6114598003590144,0.5237155372964412,0.0,0.0,0.3333333333333321,0.3832968857965451,0.5298344329896907,0.4701114040779138,0.0081390604932532,1.0,0.6111072159573591,0.6111072159573591,0.0,0.2551705693569476,0.0,0.3361539679043077,1.0,0.0,0.0,0.0526315789473684,0.3881748071979434,0.5680825533369309,0.0,0.2724473408279469,0.0,0.658908507223114,0.0217865,0.0,0.6111072159573591,0.3583333333333333,1.0
0.0,0.0768723737873731,1.0,0.980960899646492,0.4736842105263157,1.0,0.6666666666666666,0.2620698192621936,0.1522766829954575,0.0,0.1933333333333333,0.0,0.980960899646492,0.2330440661939264,0.9825768450230166,1.0,0.0,0.3333333333333321,0.2110451900191938,0.7525773195876289,1.0,0.0024176615350974,0.0,0.980960899646492,0.980960899646492,0.0,0.0718828004279091,0.0,0.0583351600550531,0.0,1.0,0.0,0.5789473684210527,0.1850899742930591,0.1790304135813396,0.0,0.0917935309185989,0.0,0.4004815409309791,0.4365079333333333,0.0,0.980960899646492,0.1833333333333333,10.0
0.0,0.3314382416108186,1.0,0.9959474953722404,0.4210526315789473,1.0,0.0,0.4160683337459767,0.3535368583530062,0.0,0.4466666666666667,0.0,0.9959474953722404,0.3718189900137741,0.9825768450230166,0.0,0.0,0.3333333333333321,0.5494190297504798,0.5171565051546392,1.0,0.005258664247421,1.0,0.9959474953722404,0.9959474953722404,0.0,0.3955336978485677,0.0,0.3200041173651692,1.0,0.0,0.0,0.4210526315789473,0.4087403598971721,0.3772778641094259,0.0,0.3974224546407762,0.0,0.4004815409309791,0.1587301666666666,0.0,0.9959474953722404,0.3875,10.0
0.0,0.069580899578363,1.0,0.8466026996849458,0.4736842105263157,1.0,0.0,0.2645456796236692,0.2016496596652835,0.0,0.22,0.0,0.8466026996849458,0.2737938772961332,0.9825768450230166,0.0,0.0,0.3333333333333321,0.1286771928982725,0.6676038762886598,1.0,0.0031515202246852,1.0,0.8466026996849458,0.8466026996849458,0.0,0.0488083917746344,0.0,0.0460007660746056,1.0,0.0,0.0,0.4736842105263157,0.2082262210796915,0.2315642661704417,0.0,0.0714465842878568,0.0,0.4004815409309791,0.3296703333333333,0.0,0.8466026996849458,0.2041666666666666,10.0
