TcpRtt,SynAck,AckDat,100,010,001,110,101,011,111,label
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.000497,0.000497,0.0,0,0,0,0,0,0,0,0
0.154621,0.000497,0.154124,0,0,0,0,0,0,0,0
0.154621,0.000497,0.154124,0,0,0,0,0,0,0,0
0.154621,0.000497,0.154124,0,0,0,0,0,0,0,0
0.154621,0.000497,0.154124,0,0,0,0,0,0,0,0
0.154621,0.000497,0.154124,0,0,0,0,0,0,0,0
0.000497,0.000497,0.0,0,0,0,0,0,0,0,0
0.000497,0.000497,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.000497,0.000497,0.0,0,0,0,0,0,0,0,0
0.000497,0.000497,0.0,0,0,0,0,0,0,0,0
0.000497,0.000497,0.0,0,0,0,0,0,0,0,0
0.154362,0.000497,0.153865,0,0,0,0,0,0,0,0
0.154859,0.000497,0.154362,0,0,0,0,0,0,0,0
0.169327,0.0,0.169327,0,0,0,0,0,0,0,0
0.169327,0.000497,0.16883,0,0,0,0,0,0,0,0
0.169327,0.000497,0.16883,0,0,0,0,0,0,0,0
0.169327,0.000497,0.16883,0,0,0,0,0,0,0,0
0.154362,0.000497,0.153865,0,0,0,0,0,0,0,0
0.154362,0.000497,0.153865,0,0,0,0,0,0,0,0
0.169327,0.0,0.169327,0,0,0,0,0,0,0,0
0.169327,0.000497,0.16883,0,0,0,0,0,0,0,0
0.169327,0.000497,0.16883,0,0,0,0,0,0,0,0
0.169327,0.000497,0.16883,0,0,0,0,0,0,0,0
0.169327,0.000497,0.16883,0,0,0,0,0,0,0,0
0.154362,0.000497,0.153865,0,0,0,0,0,0,0,0
0.169327,0.0,0.169327,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.169327,0.000497,0.16883,0,0,0,0,0,0,0,0
0.169327,0.000497,0.16883,0,0,0,0,0,0,0,0
0.169327,0.000497,0.16883,0,0,0,0,0,0,0,0
0.169327,0.000497,0.16883,0,0,0,0,0,0,0,0
0.000499,0.000499,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.154173,0.000499,0.153674,0,0,0,0,0,0,0,0
0.154171,0.0,0.154171,0,0,0,0,0,0,0,0
0.154173,0.000499,0.153674,0,0,0,0,0,0,0,0
0.154171,0.0,0.154171,0,0,0,0,0,0,0,0
0.154173,0.000499,0.153674,0,0,0,0,0,0,0,0
0.154171,0.0,0.154171,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.154173,0.000499,0.153674,0,0,0,0,0,0,0,0
0.000496,0.000496,0.0,0,0,0,0,0,0,0,0
0.154171,0.0,0.154171,0,0,0,0,0,0,0,0
0.154171,0.0,0.154171,0,0,0,0,0,0,0,0
0.154859,0.000497,0.154362,0,0,0,0,0,0,0,0
0.154859,0.000497,0.154362,0,0,0,0,0,0,0,0
0.154859,0.000497,0.154362,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.154173,0.000499,0.153674,0,0,0,0,0,0,0,0
0.169384,0.000496,0.168888,0,0,0,0,0,0,0,0
0.154171,0.0,0.154171,0,0,0,0,0,0,0,0
0.154173,0.000499,0.153674,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.154171,0.0,0.154171,0,0,0,0,0,0,0,0
0.169327,0.0,0.169327,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.169327,0.0,0.169327,0,0,0,0,0,0,0,0
0.169384,0.000496,0.168888,0,0,0,0,0,0,0,0
0.169384,0.000496,0.168888,0,0,0,0,0,0,0,0
0.000497,0.000497,0.0,0,0,0,0,0,0,0,0
0.154859,0.000497,0.154362,0,0,0,0,0,0,0,0
0.000499,0.000499,0.0,0,0,0,0,0,0,0,0
0.169327,0.0,0.169327,0,0,0,0,0,0,0,0
0.169384,0.000496,0.168888,0,0,0,0,0,0,0,0
0.000496,0.000496,0.0,0,0,0,0,0,0,0,0
0.154515,0.000499,0.154016,0,0,0,0,0,0,0,0
0.154515,0.000499,0.154016,0,0,0,0,0,0,0,0
0.000497,0.000497,0.0,0,0,0,0,0,0,0,0
0.154515,0.000499,0.154016,0,0,0,0,0,0,0,0
0.000497,0.000497,0.0,0,0,0,0,0,0,0,0
0.15466,0.000496,0.154164,0,0,0,0,0,0,0,0
0.15466,0.000496,0.154164,0,0,0,0,0,0,0,0
0.154515,0.000499,0.154016,0,0,0,0,0,0,0,0
0.000497,0.000497,0.0,0,0,0,0,0,0,0,0
0.154515,0.000499,0.154016,0,0,0,0,0,0,0,0
0.000497,0.000497,0.0,0,0,0,0,0,0,0,0
0.000497,0.000497,0.0,0,0,0,0,0,0,0,0
0.15466,0.000496,0.154164,0,0,0,0,0,0,0,0
0.15466,0.000496,0.154164,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.154153,0.000497,0.153656,0,0,0,0,0,0,0,0
0.154153,0.000497,0.153656,0,0,0,0,0,0,0,0
0.154153,0.000497,0.153656,0,0,0,0,0,0,0,0
0.154153,0.000497,0.153656,0,0,0,0,0,0,0,0
0.154153,0.000497,0.153656,0,0,0,0,0,0,0,0
0.154173,0.000499,0.153674,0,0,0,0,0,0,0,0
0.154171,0.0,0.154171,0,0,0,0,0,0,0,0
0.154173,0.000499,0.153674,0,0,0,0,0,0,0,0
0.154171,0.0,0.154171,0,0,0,0,0,0,0,0
0.154727,0.0,0.154727,0,0,0,0,0,0,0,0
0.154727,0.0,0.154727,0,0,0,0,0,0,0,0
0.154741,0.0,0.154741,0,0,0,0,0,0,0,0
0.154153,0.000497,0.153656,0,0,0,0,0,0,0,0
0.000496,0.000496,0.0,0,0,0,0,0,0,0,0
0.154153,0.000497,0.153656,0,0,0,0,0,0,0,0
0.154741,0.0,0.154741,0,0,0,0,0,0,0,0
