TcpRtt,SynAck,AckDat,100,010,001,110,101,011,111,label
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.000995,0.000995,0.0,0,0,0,0,0,0,0,0
0.04647,0.000995,0.045475,0,0,0,0,0,0,0,0
0.04647,0.000995,0.045475,0,0,0,0,0,0,0,0
0.04647,0.000995,0.045475,0,0,0,0,0,0,0,0
0.04647,0.000995,0.045475,0,0,0,0,0,0,0,0
0.04647,0.000995,0.045475,0,0,0,0,0,0,0,0
0.000521,0.000521,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.061746,0.000521,0.061225,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.001091,0.001091,0.0,0,0,0,0,0,0,0,0
0.001091,0.001091,0.0,0,0,0,0,0,0,0,0
0.001709,0.001709,0.0,0,0,0,0,0,0,0,0
0.061746,0.000521,0.061225,0,0,0,0,0,0,0,0
0.061746,0.000521,0.061225,0,0,0,0,0,0,0,0
0.060885,0.0,0.060885,0,0,0,0,0,0,0,0
0.061386,0.0,0.061386,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.061386,0.001709,0.059677,0,0,0,0,0,0,0,0
0.061746,0.000521,0.061225,0,0,0,0,0,0,0,0
0.060885,0.0,0.060885,0,0,0,0,0,0,0,0
0.061746,0.000521,0.061225,0,0,0,0,0,0,0,0
0.060885,0.0,0.060885,0,0,0,0,0,0,0,0
0.061386,0.0,0.061386,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.061386,0.001709,0.059677,0,0,0,0,0,0,0,0
0.061746,0.000521,0.061225,0,0,0,0,0,0,0,0
0.060885,0.0,0.060885,0,0,0,0,0,0,0,0
0.060885,0.0,0.060885,0,0,0,0,0,0,0,0
0.061386,0.0,0.061386,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.000519,0.000519,0.0,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.061386,0.001709,0.059677,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.060885,0.0,0.060885,0,0,0,0,0,0,0,0
0.061386,0.0,0.061386,0,0,0,0,0,0,0,0
0.060885,0.0,0.060885,0,0,0,0,0,0,0,0
0.000488,0.000488,0.0,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.061162,0.000519,0.060643,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.061386,0.001709,0.059677,0,0,0,0,0,0,0,0
0.061386,0.0,0.061386,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.061162,0.000519,0.060643,0,0,0,0,0,0,0,0
0.000473,0.000473,0.0,0,0,0,0,0,0,0,0
0.000494,0.000494,0.0,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.061162,0.000519,0.060643,0,0,0,0,0,0,0,0
0.061162,0.000519,0.060643,0,0,0,0,0,0,0,0
0.061386,0.001091,0.060295,0,0,0,0,0,0,0,0
0.061386,0.001709,0.059677,0,0,0,0,0,0,0,0
0.000974,0.000974,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.001472,0.001472,0.0,0,0,0,0,0,0,0,0
0.059922,0.000488,0.059434,0,0,0,0,0,0,0,0
0.059922,0.000488,0.059434,0,0,0,0,0,0,0,0
0.059922,0.000488,0.059434,0,0,0,0,0,0,0,0
0.075172,0.000473,0.074699,0,0,0,0,0,0,0,0
0.075195,0.000494,0.074701,0,0,0,0,0,0,0,0
0.061162,0.000519,0.060643,0,0,0,0,0,0,0,0
0.000489,0.000489,0.0,0,0,0,0,0,0,0,0
0.075172,0.000473,0.074699,0,0,0,0,0,0,0,0
0.075172,0.000473,0.074699,0,0,0,0,0,0,0,0
0.075195,0.000494,0.074701,0,0,0,0,0,0,0,0
0.075172,0.000473,0.074699,0,0,0,0,0,0,0,0
0.076803,0.000974,0.075829,0,0,0,0,0,0,0,0
0.076803,0.001472,0.075331,0,0,0,0,0,0,0,0
0.076803,0.001472,0.075331,0,0,0,0,0,0,0,0
0.076803,0.000974,0.075829,0,0,0,0,0,0,0,0
0.076803,0.000974,0.075829,0,0,0,0,0,0,0,0
0.076803,0.001472,0.075331,0,0,0,0,0,0,0,0
0.059922,0.000488,0.059434,0,0,0,0,0,0,0,0
0.059922,0.000488,0.059434,0,0,0,0,0,0,0,0
0.000492,0.000492,0.0,0,0,0,0,0,0,0,0
0.060164,0.000489,0.059675,0,0,0,0,0,0,0,0
0.075172,0.000473,0.074699,0,0,0,0,0,0,0,0
0.075195,0.000494,0.074701,0,0,0,0,0,0,0,0
0.060164,0.000489,0.059675,0,0,0,0,0,0,0,0
0.000491,0.000491,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.075172,0.000473,0.074699,0,0,0,0,0,0,0,0
0.060164,0.000489,0.059675,0,0,0,0,0,0,0,0
0.060164,0.000489,0.059675,0,0,0,0,0,0,0,0
0.076803,0.000974,0.075829,0,0,0,0,0,0,0,0
0.076803,0.001472,0.075331,0,0,0,0,0,0,0,0
0.076803,0.000974,0.075829,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.000492,0.000492,0.0,0,0,0,0,0,0,0,0
0.060735,0.000492,0.060243,0,0,0,0,0,0,0,0
0.060735,0.000492,0.060243,0,0,0,0,0,0,0,0
0.060254,0.000491,0.059763,0,0,0,0,0,0,0,0
