TcpRtt,SynAck,AckDat,100,010,001,110,101,011,111,label
0.000496,0.000496,0.0,0,0,0,0,0,0,0,0
0.059577,0.000496,0.059081,0,0,0,0,0,0,0,0
0.059577,0.000496,0.059081,0,0,0,0,0,0,0,0
0.059577,0.000496,0.059081,0,0,0,0,0,0,0,0
0.059577,0.000496,0.059081,0,0,0,0,0,0,0,0
0.059577,0.000496,0.059081,0,0,0,0,0,0,0,0
0.000874,0.000874,0.0,0,0,0,0,0,0,0,0
0.000874,0.000874,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.001381,0.001381,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0005,0.0005,0.0,0,0,0,0,0,0,0,0
0.001829,0.001829,0.0,0,0,0,0,0,0,0,0
0.000498,0.000498,0.0,0,0,0,0,0,0,0,0
0.047096,0.000874,0.046222,0,0,0,0,0,0,0,0
0.047595,0.000874,0.046721,0,0,0,0,0,0,0,0
0.060676,0.001381,0.059295,0,0,0,0,0,0,0,0
0.05981,0.001829,0.057981,0,0,0,0,0,0,0,0
0.057981,0.0005,0.057481,0,0,0,0,0,0,0,0
0.057979,0.000498,0.057481,0,0,0,0,0,0,0,0
0.060676,0.001381,0.059295,0,0,0,0,0,0,0,0
0.047595,0.000874,0.046721,0,0,0,0,0,0,0,0
0.047096,0.000874,0.046222,0,0,0,0,0,0,0,0
0.05981,0.001829,0.057981,0,0,0,0,0,0,0,0
0.057981,0.0005,0.057481,0,0,0,0,0,0,0,0
0.057979,0.000498,0.057481,0,0,0,0,0,0,0,0
0.060676,0.001381,0.059295,0,0,0,0,0,0,0,0
0.057981,0.0005,0.057481,0,0,0,0,0,0,0,0
0.05981,0.001829,0.057981,0,0,0,0,0,0,0,0
0.047595,0.000874,0.046721,0,0,0,0,0,0,0,0
0.057979,0.000498,0.057481,0,0,0,0,0,0,0,0
0.047595,0.000874,0.046721,0,0,0,0,0,0,0,0
0.047096,0.000874,0.046222,0,0,0,0,0,0,0,0
0.057981,0.0005,0.057481,0,0,0,0,0,0,0,0
0.060676,0.001381,0.059295,0,0,0,0,0,0,0,0
0.060676,0.001381,0.059295,0,0,0,0,0,0,0,0
0.057981,0.0005,0.057481,0,0,0,0,0,0,0,0
0.05981,0.001829,0.057981,0,0,0,0,0,0,0,0
0.060676,0.001381,0.059295,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.001477,0.001477,0.0,0,0,0,0,0,0,0,0
0.05981,0.001829,0.057981,0,0,0,0,0,0,0,0
0.047595,0.000874,0.046721,0,0,0,0,0,0,0,0
0.057979,0.000498,0.057481,0,0,0,0,0,0,0,0
0.047595,0.000874,0.046721,0,0,0,0,0,0,0,0
0.047096,0.000874,0.046222,0,0,0,0,0,0,0,0
0.057981,0.0005,0.057481,0,0,0,0,0,0,0,0
0.05981,0.001829,0.057981,0,0,0,0,0,0,0,0
0.057979,0.000498,0.057481,0,0,0,0,0,0,0,0
0.047096,0.000874,0.046222,0,0,0,0,0,0,0,0
0.047595,0.000874,0.046721,0,0,0,0,0,0,0,0
0.000973,0.000973,0.0,0,0,0,0,0,0,0,0
0.000973,0.000973,0.0,0,0,0,0,0,0,0,0
0.000973,0.000973,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.047595,0.000874,0.046721,0,0,0,0,0,0,0,0
0.001003,0.001003,0.0,0,0,0,0,0,0,0,0
0.057981,0.0005,0.057481,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.057981,0.0005,0.057481,0,0,0,0,0,0,0,0
0.001015,0.001015,0.0,0,0,0,0,0,0,0,0
0.075183,0.001477,0.073706,0,0,0,0,0,0,0,0
0.075183,0.001477,0.073706,0,0,0,0,0,0,0,0
0.075183,0.001477,0.073706,0,0,0,0,0,0,0,0
0.075183,0.001477,0.073706,0,0,0,0,0,0,0,0
0.075262,0.000973,0.074289,0,0,0,0,0,0,0,0
0.075262,0.000973,0.074289,0,0,0,0,0,0,0,0
0.075755,0.000973,0.074782,0,0,0,0,0,0,0,0
0.074782,0.001003,0.073779,0,0,0,0,0,0,0,0
0.074782,0.001003,0.073779,0,0,0,0,0,0,0,0
0.075755,0.000973,0.074782,0,0,0,0,0,0,0,0
0.075262,0.000973,0.074289,0,0,0,0,0,0,0,0
0.075262,0.000973,0.074289,0,0,0,0,0,0,0,0
0.075755,0.000973,0.074782,0,0,0,0,0,0,0,0
0.075262,0.000973,0.074289,0,0,0,0,0,0,0,0
0.074782,0.001003,0.073779,0,0,0,0,0,0,0,0
0.075607,0.001015,0.074592,0,0,0,0,0,0,0,0
0.075607,0.001015,0.074592,0,0,0,0,0,0,0,0
0.075607,0.001015,0.074592,0,0,0,0,0,0,0,0
0.075183,0.001477,0.073706,0,0,0,0,0,0,0,0
0.000912,0.000912,0.0,0,0,0,0,0,0,0,0
0.075183,0.001477,0.073706,0,0,0,0,0,0,0,0
0.075262,0.000973,0.074289,0,0,0,0,0,0,0,0
0.075262,0.000973,0.074289,0,0,0,0,0,0,0,0
0.075755,0.000973,0.074782,0,0,0,0,0,0,0,0
0.075262,0.000973,0.074289,0,0,0,0,0,0,0,0
0.075262,0.000973,0.074289,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.075755,0.000973,0.074782,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.075262,0.000973,0.074289,0,0,0,0,0,0,0,0
