Dur,IdleTime,Mean,StdDev,Sum,Min,Max,sTtl,dTtl,TcpRtt,SynAck,AckDat,label
0.9101146742429471,0.0,0.9101146742429471,0.0,0.9101146742429471,0.9101146742429471,0.9101146742429471,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.3383855202642498,0.0,0.3383855202642498,0.0,0.3383855202642498,0.3383855202642498,0.3383855202642498,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.9549753340873613,0.0,0.9549753340873613,0.0,0.9549753340873613,0.9549753340873613,0.9549753340873613,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.8934550578371401,0.0,0.8934550578371401,0.0,0.8934550578371401,0.8934550578371401,0.8934550578371401,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.7501287547639264,0.0,0.7501287547639264,0.0,0.7501287547639264,0.7501287547639264,0.7501287547639264,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.9098726652886157,0.0,0.9098726652886157,0.0,0.9098726652886157,0.9098726652886157,0.9098726652886157,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.5976171118331378,0.0,0.5976171118331378,0.0,0.5976171118331378,0.5976171118331378,0.5976171118331378,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.18603588332768314,0.0,0.18603588332768314,0.0,0.18603588332768314,0.18603588332768314,0.18603588332768314,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.17121633500439518,0.0,0.17121633500439518,0.0,0.17121633500439518,0.17121633500439518,0.17121633500439518,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.9839104046849735,0.0,0.9839104046849735,0.0,0.9839104046849735,0.9839104046849735,0.9839104046849735,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.09349345925799256,0.0,0.09349345925799256,0.0,0.09349345925799256,0.09349345925799256,0.09349345925799256,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.9972858995782845,0.0,0.9972858995782845,0.0,0.9972858995782845,0.9972858995782845,0.9972858995782845,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.9930867442095358,0.0,0.9930867442095358,0.0,0.9930867442095358,0.9930867442095358,0.9930867442095358,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.09290143735318207,0.0,0.09290143735318207,0.0,0.09290143735318207,0.09290143735318207,0.09290143735318207,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.21697102792803333,0.0,0.21697102792803333,0.0,0.21697102792803333,0.21697102792803333,0.21697102792803333,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.21569698078828917,0.0,0.21569698078828917,0.0,0.21569698078828917,0.21569698078828917,0.21569698078828917,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.9476080614982755,0.0,0.9476080614982755,0.0,0.9476080614982755,0.9476080614982755,0.9476080614982755,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.09467350291960804,0.0,0.09467350291960804,0.0,0.09467350291960804,0.09467350291960804,0.09467350291960804,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.96563172837395,0.0,0.96563172837395,0.0,0.96563172837395,0.96563172837395,0.96563172837395,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.0004960183526790491,0.0,0.0004960183526790491,0.0,0.0004960183526790491,0.0004960183526790491,0.0004960183526790491,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.7884131712873377,0.0,0.7884131712873377,0.0,0.7884131712873377,0.7884131712873377,0.7884131712873377,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.0937634692483622,0.0,0.0937634692483622,0.0,0.0937634692483622,0.0937634692483622,0.0937634692483622,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.23091854398612752,0.0,0.23091854398612752,0.0,0.23091854398612752,0.23091854398612752,0.23091854398612752,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.2006614244727055,0.0,0.2006614244727055,0.0,0.2006614244727055,0.2006614244727055,0.2006614244727055,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.5547845270275001,0.0,0.5547845270275001,0.0,0.5547845270275001,0.5547845270275001,0.5547845270275001,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.6157557829639697,0.0,0.6157557829639697,0.0,0.6157557829639697,0.6157557829639697,0.6157557829639697,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.10738297317000729,0.0,0.10738297317000729,0.0,0.10738297317000729,0.10738297317000729,0.10738297317000729,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.16963127635722522,0.0,0.16963127635722522,0.0,0.16963127635722522,0.16963127635722522,0.16963127635722522,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.21669001753064865,0.0,0.21669001753064865,0.0,0.21669001753064865,0.21669001753064865,0.21669001753064865,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.2164160073922735,0.0,0.2164160073922735,0.0,0.2164160073922735,0.2164160073922735,0.2164160073922735,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.8198563346843835,0.0,0.8198563346843835,0.0,0.8198563346843835,0.8198563346843835,0.8198563346843835,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.931055449051615,0.0,0.931055449051615,0.0,0.931055449051615,0.931055449051615,0.931055449051615,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
0.24917421944611953,0.0,0.24917421944611953,0.0,0.24917421944611953,0.24917421944611953,0.24917421944611953,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,1.0
