TotBytes,SrcBytes,DstBytes,SrcGap,DstGap,sMeanPktSz,dMeanPktSz,SrcWin,DstWin,Dur,IdleTime,Mean,StdDev,Sum,Min,Max,sTtl,dTtl,TcpRtt,SynAck,AckDat,TotPkts,SrcPkts,DstPkts,SrcRetra,DstRetra,Loss,SrcLoss,DstLoss,PCRatio,Load,SrcLoad,DstLoad,pLoss,pRetran,Rate,SrcRate,DstRate,Flgs_ e *      ,Flgs_ e d      ,Flgs_ e g      ,Flgs_ e s      ,Cause_Status,State_A_A,State_A_FA,State_A_FPA,State_A_PA,State_A_SPA,State_FA_A,State_FA_FA,State_FA_FPA,State_FA_PA,State_FPA_FPA,State_FPA_FSPA,State_FPA_PA,State_FRPA_FPA,State_FSPA_FSPA,State_PA_A,State_PA_FPA,State_PA_FSPA,State_PA_PA,State_PA_SPA,State_RA_PA,State_R_PA,State_SA_SPA,State_SPA_FSPA,State_SPA_SPA,State_S_RA,State_S_SA,State__A,State__FA,State__FPA,State__PA,State__SA,TcpOpt_MwsS  T,label
0.001973531460413281,0.002248624996201647,0.035046728971962614,0.0,0.0,0.0488771466314399,0.2272727272727273,0.9999999999999999,0.0,0.010650898228751723,0.0,0.010650898228751723,0.0,0.010650898228751723,0.010650898228751723,0.010650898228751723,1.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.03225806451612903,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006641710057297946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.002379846761086603,0.002248624996201647,0.04322429906542056,0.0,0.0,0.0488771466314399,0.28030303030303033,0.9999999999999999,1.0,0.01824967938265405,0.0,0.01824967938265405,0.0,0.01824967938265405,0.01824967938265405,0.01824967938265405,1.0,0.0,0.02450912559533006,0.1809803474171883,0.0,0.018867924528301886,0.03225806451612903,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038762420617678684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.014656373345716275,0.0065635540429669695,0.20735981308411214,0.0,0.0,0.047556142668428,0.33617424242424243,1.5688981628202148e-05,0.007816423907584129,0.26608538725173414,0.0,0.26608538725173414,0.0,0.26608538725173414,0.26608538725173414,0.26608538725173414,1.0,0.0,0.3867788025553011,0.1809803474171883,0.3630007161742295,0.11320754716981132,0.0967741935483871,0.17391304347826086,0.0,0.0,0.125,0.0,0.25,0.0,0.00011013179794655896,3.933392079615293e-05,0.0037642672840416183,0.25,0.0,0.0015951310739578005,0.0008271049518943714,0.0027914794787975627,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.02429185047596935,0.01261053207329302,0.2850467289719626,0.0,0.0,0.0548216644649934,0.3080808181818182,1.5688981628202148e-05,0.007816423907584129,0.8131586160534755,0.0,0.8131586160534755,0.0,0.8131586160534755,0.8131586160534755,0.8131586160534755,1.0,0.0,0.3867788025553011,0.1809803474171883,0.3630007161742295,0.18867924528301885,0.16129032258064516,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,6.479792499848363e-05,2.9674852575304044e-05,0.0018776270733103849,0.0,0.0,0.0008699431291710663,0.0005412978946952806,0.0015224004627539165,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.015381936382632924,0.01610501686468747,0.038551401869158876,0.0,0.0,0.3500660501981506,0.25,1.5688981628202148e-05,0.007816423907584129,0.04701220646756713,0.0,0.04701220646756713,0.0,0.04701220646756713,0.04701220646756713,0.04701220646756713,1.0,0.0,0.3867788025553011,0.1809803474171883,0.3630007161742295,0.018867924528301886,0.03225806451612903,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00150471939416436,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.00832946366380311,0.0021878513476556566,0.1641355140186916,0.0,0.0,0.047556142668428,0.26609848484848486,1.5688981628202148e-05,0.007816423907584129,0.9006446359367528,0.0,0.9006446359367528,0.0,0.9006446359367528,0.9006446359367528,0.9006446359367528,1.0,0.0,0.3867788025553011,0.1809803474171883,0.3630007161742295,0.07547169811320754,0.03225806451612903,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,1.6704017493421203e-05,0.0,0.0008788590316516382,0.0,0.0,0.00031417579462146437,0.0,0.0008247113299289624,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0019154864174599489,0.0020055304020176854,0.038551401869158876,0.0,0.0,0.043593130779392336,0.25,1.5688981628202148e-05,0.007816423907584129,0.005022838358839335,0.0,0.005022838358839335,0.0,0.005022838358839335,0.005022838358839335,0.005022838358839335,1.0,0.0,0.3867788025553011,0.1809803474171883,0.3630007161742295,0.018867924528301886,0.03225806451612903,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014083705641232925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0019154864174599489,0.0020055304020176854,0.038551401869158876,0.0,0.0,0.043593130779392336,0.25,1.5688981628202148e-05,0.007816423907584129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3867788025553011,0.1809803474171883,0.3630007161742295,0.018867924528301886,0.03225806451612903,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.021853958671929418,0.01185086146646814,0.2505841121495327,0.0,0.0,0.05151915455746367,0.3250000113636364,1.5688981628202148e-05,0.007816423907584129,0.7967486099912567,0.0,0.7967486099912567,0.0,0.7967486099912567,0.7967486099912567,0.7967486099912567,1.0,0.0,0.30608126717136774,0.34177240305155704,0.26032125529726613,0.16981132075471697,0.16129032258064516,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,5.8704916502872386e-05,2.8461582774233297e-05,0.0016196730300255444,0.0,0.0,0.0007990746152016605,0.0005524466145860232,0.0012430048911249323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.011173670768516369,0.0051961469506821845,0.16355140186915887,0.0,0.0,0.056472919418758254,0.3535353636363637,1.5688981628202148e-05,0.007816423907584129,0.9205769311568033,0.0,0.9205769311568033,0.0,0.9205769311568033,0.9205769311568033,0.9205769311568033,1.0,0.0,0.30608126717136774,0.34177240305155704,0.26032125529726613,0.07547169811320754,0.06451612903225806,0.13043478260869565,0.0,0.0,0.125,0.0,0.25,0.0,2.1144357547018048e-05,6.789911725367357e-06,0.0007620293976539533,0.33333334000000003,0.0,0.0003073732217261202,0.00011953402882856651,0.000537903133323087,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
