scenario,seed,accuracy,precision_weighted,recall_weighted,f1_weighted,f1_macro,fit_seconds,predict_seconds,microseconds_per_sample,samples_per_second
scenario_1,42,0.7889908256880734,0.804094317832646,0.7889908256880734,0.7881259514541982,0.8164872631962238,0.34002049400010037,0.2894863249998707,98.36436459390782,10166.28332962296
scenario_2,42,0.8616880247459126,0.8640933430973012,0.8616880247459126,0.8573848248462957,0.8637957742317613,0.3036814179999965,0.22991380799999206,101.59691029606365,9842.819009809442
scenario_3,42,0.8674326115775519,0.8764357023851248,0.8674326115775519,0.8677323742252131,0.8726563844438164,0.40639891800014993,0.22282369099980315,98.4638493149815,10156.011642415524
scenario_4,42,0.39251834062317514,0.5403399730216022,0.39251834062317514,0.42914799485078564,0.39440427055229876,0.793510101000038,23.54586363699991,91.05868472304368,10981.928885108704
scenario_5,42,0.6384529147982063,0.681323572133573,0.6384529147982063,0.5444343474259756,0.6474445411163104,23.868133295000007,0.6463618769998902,90.57761729258551,11040.255086085795
