TotBytes,SrcBytes,DstBytes,SrcGap,DstGap,sMeanPktSz,dMeanPktSz,SrcWin,DstWin,Dur,IdleTime,Mean,StdDev,Sum,Min,Max,sTtl,dTtl,TcpRtt,SynAck,AckDat,TotPkts,SrcPkts,DstPkts,SrcRetra,DstRetra,Loss,SrcLoss,DstLoss,PCRatio,Load,SrcLoad,DstLoad,pLoss,pRetran,Rate,SrcRate,DstRate,Flgs_ e *      ,Flgs_ e d      ,Flgs_ e g      ,Flgs_ e s      ,Cause_Status,State_A_A,State_A_FA,State_A_PA,State_FA_A,State_FA_FPA,State_FA_PA,State_FPA_FPA,State_FPA_FSPA,State_FPA_PA,State_FRPA_FPA,State_FSPA_FSPA,State_PA_A,State_PA_FPA,State_PA_PA,State_PA_SPA,State_RA_PA,State_R_,State_R_PA,State_SA_SPA,State_SPA_FSPA,State_SPA_SPA,State_S_RA,State_S_SA,State__FA,State__PA,State__SA,TcpOpt_MwsS  T,label
134.0,74.0,60.0,0.0,0.0,74.0,60.0,8222720.0,0.0,0.010647,1721542656.0,0.010647,0.0,0.010647,0.010647,0.010647,62.0,64.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,93.923172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1373.0,633.0,740.0,0.0,0.0,79.125,82.222221,64256.0,31872.0,4.974273,1721542656.0,4.974273,0.0,4.974273,4.974273,4.974273,62.0,64.0,0.287893,0.018243,0.26965,17.0,8.0,9.0,0.0,0.0,2.0,0.0,2.0,-0.0,1949.229492,890.984436,1058.244995,10.526316,0.0,3.21655,1.407241,1.608275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1462.0,806.0,656.0,0.0,0.0,161.199997,72.888885,64256.0,31872.0,4.116523,1721542656.0,4.116523,0.0,4.116523,4.116523,4.116523,62.0,64.0,0.287893,0.018243,0.26965,14.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,-0.0,2388.423584,1253.485107,1134.938477,0.0,0.0,3.158005,0.971694,1.943388,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2519.0,1463.0,1056.0,0.0,0.0,112.53846,81.230766,64256.0,31872.0,3.741898,1721542656.0,3.741898,0.0,3.741898,3.741898,3.741898,62.0,64.0,0.227827,0.034451,0.193376,26.0,13.0,13.0,0.0,0.0,1.0,0.0,1.0,-0.0,4972.877441,2888.373779,2084.503662,3.703704,0.0,6.681101,3.206929,3.206929,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2438.0,1403.0,1035.0,0.0,0.0,116.916664,79.615387,64256.0,31872.0,2.976371,1721542656.0,2.976371,0.0,2.976371,2.976371,2.976371,62.0,64.0,0.093395,0.001993,0.091402,25.0,12.0,13.0,0.0,0.0,2.0,0.0,2.0,-0.0,6028.818359,3459.246094,2569.572021,7.407407,0.0,8.063511,3.695776,4.031755,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2116.0,1229.0,887.0,0.0,0.0,122.900002,80.63636,64256.0,31872.0,1.283217,1721542656.0,1.283217,0.0,1.283217,1.283217,1.283217,62.0,64.0,0.200341,0.00149,0.198851,21.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.0,11932.510742,6901.405273,5031.105469,0.0,0.0,15.585829,7.013623,7.792914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2128.0,1241.0,887.0,0.0,0.0,124.099998,80.63636,64256.0,31872.0,0.89339,1721542656.0,0.89339,0.0,0.89339,0.89339,0.89339,62.0,64.0,0.095386,0.004967,0.090419,21.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.0,17228.757812,10002.350586,7226.407227,0.0,0.0,22.386641,10.073988,11.19332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2146.0,1259.0,887.0,0.0,0.0,125.900002,80.63636,64256.0,31872.0,1.644163,1721542656.0,1.644163,0.0,1.644163,1.644163,1.644163,62.0,64.0,0.278358,0.003476,0.274882,21.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.0,9444.319336,5517.701172,3926.61792,0.0,0.0,12.164244,5.47391,6.082122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2302.0,1283.0,1019.0,0.0,0.0,128.300003,78.384613,64256.0,31872.0,0.633001,1721542656.0,0.633001,0.0,0.633001,0.633001,0.633001,62.0,64.0,0.136686,0.035442,0.101244,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,26489.6875,14597.132812,11892.555664,0.0,0.0,34.755077,14.217986,18.957315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2332.0,1313.0,1019.0,0.0,0.0,131.300003,78.384613,64256.0,31872.0,0.633811,1721542656.0,0.633811,0.0,0.633811,0.633811,0.633811,62.0,64.0,0.060804,0.001989,0.058815,23.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,-0.0,26796.632812,14919.274414,11877.357422,0.0,0.0,34.710663,14.199817,18.933088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
