application,window,seed,partition,level,cluster,training_mapped_level,count
HTTP,100,123,validation,High,1,High,1531
HTTP,100,123,validation,High,2,Medium,335
SFTP,1,0,train,Low,0,Medium,72
SFTP,1,0,train,Low,1,Low,3668
SFTP,1,0,train,Low,2,High,820
SFTP,1,0,train,Medium,0,Medium,458
SFTP,1,0,train,Medium,1,Low,2124
SFTP,1,0,train,Medium,2,High,857
SFTP,1,0,train,High,0,Medium,1228
SFTP,1,0,train,High,1,Low,412
SFTP,1,0,train,High,2,High,2009
SFTP,1,0,validation,Low,0,Medium,81
SFTP,1,0,validation,Low,1,Low,955
SFTP,1,0,validation,Low,2,High,418
SFTP,1,0,validation,Medium,0,Medium,126
SFTP,1,0,validation,Medium,1,Low,660
SFTP,1,0,validation,Medium,2,High,295
SFTP,1,0,validation,High,0,Medium,628
SFTP,1,0,validation,High,1,Low,51
SFTP,1,0,validation,High,2,High,472
SFTP,1,21,train,Low,0,High,553
SFTP,1,21,train,Low,1,Low,3956
SFTP,1,21,train,Low,2,Medium,51
SFTP,1,21,train,Medium,0,High,612
SFTP,1,21,train,Medium,1,Low,2428
SFTP,1,21,train,Medium,2,Medium,399
SFTP,1,21,train,High,0,High,2478
SFTP,1,21,train,High,1,Low,559
SFTP,1,21,train,High,2,Medium,612
SFTP,1,21,validation,Low,0,High,290
SFTP,1,21,validation,Low,1,Low,1130
SFTP,1,21,validation,Low,2,Medium,34
SFTP,1,21,validation,Medium,0,High,215
SFTP,1,21,validation,Medium,1,Low,776
SFTP,1,21,validation,Medium,2,Medium,90
SFTP,1,21,validation,High,0,High,541
SFTP,1,21,validation,High,1,Low,93
SFTP,1,21,validation,High,2,Medium,517
SFTP,1,42,train,Low,0,Low,3859
SFTP,1,42,train,Low,1,Medium,55
SFTP,1,42,train,Low,2,High,646
SFTP,1,42,train,Medium,0,Low,2348
SFTP,1,42,train,Medium,1,Medium,442
SFTP,1,42,train,Medium,2,High,649
SFTP,1,42,train,High,0,Low,485
SFTP,1,42,train,High,1,Medium,858
SFTP,1,42,train,High,2,High,2306
SFTP,1,42,validation,Low,0,Low,1039
SFTP,1,42,validation,Low,1,Medium,47
SFTP,1,42,validation,Low,2,High,368
SFTP,1,42,validation,Medium,0,Low,739
SFTP,1,42,validation,Medium,1,Medium,97
SFTP,1,42,validation,Medium,2,High,245
SFTP,1,42,validation,High,0,Low,68
SFTP,1,42,validation,High,1,Medium,530
SFTP,1,42,validation,High,2,High,553
SFTP,1,84,train,Low,0,Low,4044
SFTP,1,84,train,Low,1,Medium,47
SFTP,1,84,train,Low,2,High,469
SFTP,1,84,train,Medium,0,Low,2463
SFTP,1,84,train,Medium,1,Medium,344
SFTP,1,84,train,Medium,2,High,632
SFTP,1,84,train,High,0,Low,600
SFTP,1,84,train,High,1,Medium,439
SFTP,1,84,train,High,2,High,2610
SFTP,1,84,validation,Low,0,Low,1140
SFTP,1,84,validation,Low,1,Medium,29
SFTP,1,84,validation,Low,2,High,285
SFTP,1,84,validation,Medium,0,Low,799
SFTP,1,84,validation,Medium,1,Medium,77
SFTP,1,84,validation,Medium,2,High,205
SFTP,1,84,validation,High,0,Low,109
SFTP,1,84,validation,High,1,Medium,488
SFTP,1,84,validation,High,2,High,554
SFTP,1,123,train,Low,0,Low,3778
SFTP,1,123,train,Low,1,Medium,60
SFTP,1,123,train,Low,2,High,722
SFTP,1,123,train,Medium,0,Low,2199
SFTP,1,123,train,Medium,1,Medium,449
SFTP,1,123,train,Medium,2,High,791
SFTP,1,123,train,High,0,Low,428
SFTP,1,123,train,High,1,Medium,1141
SFTP,1,123,train,High,2,High,2080
SFTP,1,123,validation,Low,0,Low,983
SFTP,1,123,validation,Low,1,Medium,78
SFTP,1,123,validation,Low,2,High,393
SFTP,1,123,validation,Medium,0,Low,708
SFTP,1,123,validation,Medium,1,Medium,97
SFTP,1,123,validation,Medium,2,High,276
SFTP,1,123,validation,High,0,Low,59
SFTP,1,123,validation,High,1,Medium,569
SFTP,1,123,validation,High,2,High,523
SFTP,3,0,train,Low,0,Low,4018
SFTP,3,0,train,Low,1,High,503
SFTP,3,0,train,Low,2,Medium,39
SFTP,3,0,train,Medium,0,Low,2452
SFTP,3,0,train,Medium,1,High,613
SFTP,3,0,train,Medium,2,Medium,374
SFTP,3,0,train,High,0,Low,458
SFTP,3,0,train,High,1,High,2595
SFTP,3,0,train,High,2,Medium,596
SFTP,3,0,validation,Low,0,Low,1122
SFTP,3,0,validation,Low,1,High,307
SFTP,3,0,validation,Low,2,Medium,25
SFTP,3,0,validation,Medium,0,Low,794
SFTP,3,0,validation,Medium,1,High,204
SFTP,3,0,validation,Medium,2,Medium,83
SFTP,3,0,validation,High,0,Low,78
SFTP,3,0,validation,High,1,High,575
SFTP,3,0,validation,High,2,Medium,498
SFTP,3,21,train,Low,0,Low,3861
SFTP,3,21,train,Low,1,Medium,61
SFTP,3,21,train,Low,2,High,638
SFTP,3,21,train,Medium,0,Low,2226
SFTP,3,21,train,Medium,1,Medium,449
SFTP,3,21,train,Medium,2,High,764
SFTP,3,21,train,High,0,Low,357
SFTP,3,21,train,High,1,Medium,1155
SFTP,3,21,train,High,2,High,2137
SFTP,3,21,validation,Low,0,Low,1038
SFTP,3,21,validation,Low,1,Medium,70
SFTP,3,21,validation,Low,2,High,346
SFTP,3,21,validation,Medium,0,Low,708
SFTP,3,21,validation,Medium,1,Medium,117
SFTP,3,21,validation,Medium,2,High,256
SFTP,3,21,validation,High,0,Low,45
SFTP,3,21,validation,High,1,Medium,622
SFTP,3,21,validation,High,2,High,484
SFTP,3,42,train,Low,0,Medium,83
SFTP,3,42,train,Low,1,Low,4223
SFTP,3,42,train,Low,2,High,254
SFTP,3,42,train,Medium,0,Medium,324
SFTP,3,42,train,Medium,1,Low,2588
SFTP,3,42,train,Medium,2,High,527
SFTP,3,42,train,High,0,Medium,717
SFTP,3,42,train,High,1,Low,680
SFTP,3,42,train,High,2,High,2252
SFTP,3,42,validation,Low,0,Medium,90
SFTP,3,42,validation,Low,1,Low,1224
SFTP,3,42,validation,Low,2,High,140
SFTP,3,42,validation,Medium,0,Medium,79
SFTP,3,42,validation,Medium,1,Low,853
SFTP,3,42,validation,Medium,2,High,149
SFTP,3,42,validation,High,0,Medium,464
SFTP,3,42,validation,High,1,Low,125
SFTP,3,42,validation,High,2,High,562
SFTP,3,84,train,Low,0,Low,4229
SFTP,3,84,train,Low,1,High,200
SFTP,3,84,train,Low,2,Medium,131
SFTP,3,84,train,Medium,0,Low,2641
SFTP,3,84,train,Medium,1,High,559
SFTP,3,84,train,Medium,2,Medium,239
SFTP,3,84,train,High,0,Low,768
SFTP,3,84,train,High,1,High,2415
SFTP,3,84,train,High,2,Medium,466
SFTP,3,84,validation,Low,0,Low,1235
SFTP,3,84,validation,Low,1,High,152
SFTP,3,84,validation,Low,2,Medium,67
SFTP,3,84,validation,Medium,0,Low,871
SFTP,3,84,validation,Medium,1,High,142
SFTP,3,84,validation,Medium,2,Medium,68
SFTP,3,84,validation,High,0,Low,133
SFTP,3,84,validation,High,1,High,827
SFTP,3,84,validation,High,2,Medium,191
SFTP,3,123,train,Low,0,Medium,252
SFTP,3,123,train,Low,1,Low,4137
SFTP,3,123,train,Low,2,High,171
SFTP,3,123,train,Medium,0,Medium,340
SFTP,3,123,train,Medium,1,Low,2604
SFTP,3,123,train,Medium,2,High,495
SFTP,3,123,train,High,0,Medium,679
SFTP,3,123,train,High,1,Low,766
SFTP,3,123,train,High,2,High,2204
SFTP,3,123,validation,Low,0,Medium,119
SFTP,3,123,validation,Low,1,Low,1208
SFTP,3,123,validation,Low,2,High,127
SFTP,3,123,validation,Medium,0,Medium,104
SFTP,3,123,validation,Medium,1,Low,847
SFTP,3,123,validation,Medium,2,High,130
SFTP,3,123,validation,High,0,Medium,216
SFTP,3,123,validation,High,1,Low,132
SFTP,3,123,validation,High,2,High,803
SFTP,5,0,train,Low,0,Low,4063
SFTP,5,0,train,Low,1,Medium,33
SFTP,5,0,train,Low,2,High,464
SFTP,5,0,train,Medium,0,Low,2452
SFTP,5,0,train,Medium,1,Medium,359
SFTP,5,0,train,Medium,2,High,628
SFTP,5,0,train,High,0,Low,376
SFTP,5,0,train,High,1,Medium,912
SFTP,5,0,train,High,2,High,2361
SFTP,5,0,validation,Low,0,Low,1138
SFTP,5,0,validation,Low,1,Medium,43
SFTP,5,0,validation,Low,2,High,273
SFTP,5,0,validation,Medium,0,Low,787
SFTP,5,0,validation,Medium,1,Medium,100
SFTP,5,0,validation,Medium,2,High,194
SFTP,5,0,validation,High,0,Low,52
SFTP,5,0,validation,High,1,Medium,537
SFTP,5,0,validation,High,2,High,562
SFTP,5,21,train,Low,0,High,485
SFTP,5,21,train,Low,1,Low,4043
SFTP,5,21,train,Low,2,Medium,32
SFTP,5,21,train,Medium,0,High,586
SFTP,5,21,train,Medium,1,Low,2445
SFTP,5,21,train,Medium,2,Medium,408
SFTP,5,21,train,High,0,High,2592
SFTP,5,21,train,High,1,Low,361
SFTP,5,21,train,High,2,Medium,696
SFTP,5,21,validation,Low,0,High,305
SFTP,5,21,validation,Low,1,Low,1116
SFTP,5,21,validation,Low,2,Medium,33
SFTP,5,21,validation,Medium,0,High,212
SFTP,5,21,validation,Medium,1,Low,783
SFTP,5,21,validation,Medium,2,Medium,86
SFTP,5,21,validation,High,0,High,545
SFTP,5,21,validation,High,1,Low,55
SFTP,5,21,validation,High,2,Medium,551
SFTP,5,42,train,Low,0,Low,4070
SFTP,5,42,train,Low,1,Medium,42
SFTP,5,42,train,Low,2,High,448
SFTP,5,42,train,Medium,0,Low,2436
SFTP,5,42,train,Medium,1,Medium,354
SFTP,5,42,train,Medium,2,High,649
SFTP,5,42,train,High,0,Low,379
SFTP,5,42,train,High,1,Medium,1066
SFTP,5,42,train,High,2,High,2204
SFTP,5,42,validation,Low,0,Low,1145
SFTP,5,42,validation,Low,1,Medium,65
SFTP,5,42,validation,Low,2,High,244
SFTP,5,42,validation,Medium,0,Low,783
SFTP,5,42,validation,Medium,1,Medium,99
SFTP,5,42,validation,Medium,2,High,199
SFTP,5,42,validation,High,0,Low,54
SFTP,5,42,validation,High,1,Medium,582
SFTP,5,42,validation,High,2,High,515
SFTP,5,84,train,Low,0,High,627
SFTP,5,84,train,Low,1,Low,3880
SFTP,5,84,train,Low,2,Medium,53
SFTP,5,84,train,Medium,0,High,782
SFTP,5,84,train,Medium,1,Low,2249
SFTP,5,84,train,Medium,2,Medium,408
SFTP,5,84,train,High,0,High,2212
SFTP,5,84,train,High,1,Low,263
SFTP,5,84,train,High,2,Medium,1174
SFTP,5,84,validation,Low,0,High,337
SFTP,5,84,validation,Low,1,Low,1059
SFTP,5,84,validation,Low,2,Medium,58
SFTP,5,84,validation,Medium,0,High,261
SFTP,5,84,validation,Medium,1,Low,714
SFTP,5,84,validation,Medium,2,Medium,106
SFTP,5,84,validation,High,0,High,470
SFTP,5,84,validation,High,1,Low,29
SFTP,5,84,validation,High,2,Medium,652
SFTP,5,123,train,Low,0,Low,3880
SFTP,5,123,train,Low,1,Medium,54
SFTP,5,123,train,Low,2,High,626
SFTP,5,123,train,Medium,0,Low,2255
SFTP,5,123,train,Medium,1,Medium,449
SFTP,5,123,train,Medium,2,High,735
SFTP,5,123,train,High,0,Low,278
SFTP,5,123,train,High,1,Medium,1115
SFTP,5,123,train,High,2,High,2256
SFTP,5,123,validation,Low,0,Low,1053
SFTP,5,123,validation,Low,1,Medium,61
SFTP,5,123,validation,Low,2,High,340
SFTP,5,123,validation,Medium,0,Low,715
SFTP,5,123,validation,Medium,1,Medium,109
SFTP,5,123,validation,Medium,2,High,257
SFTP,5,123,validation,High,0,Low,27
SFTP,5,123,validation,High,1,Medium,629
SFTP,5,123,validation,High,2,High,495
SFTP,10,0,train,Low,0,Low,3893
SFTP,10,0,train,Low,1,Medium,43
SFTP,10,0,train,Low,2,High,624
SFTP,10,0,train,Medium,0,Low,2230
SFTP,10,0,train,Medium,1,Medium,412
SFTP,10,0,train,Medium,2,High,797
SFTP,10,0,train,High,0,Low,152
SFTP,10,0,train,High,1,Medium,1295
SFTP,10,0,train,High,2,High,2202
SFTP,10,0,validation,Low,0,Low,1065
SFTP,10,0,validation,Low,1,Medium,66
SFTP,10,0,validation,Low,2,High,323
SFTP,10,0,validation,Medium,0,Low,697
SFTP,10,0,validation,Medium,1,Medium,103
SFTP,10,0,validation,Medium,2,High,281
SFTP,10,0,validation,High,0,Low,6
SFTP,10,0,validation,High,1,Medium,762
SFTP,10,0,validation,High,2,High,383
SFTP,10,21,train,Low,0,Medium,122
SFTP,10,21,train,Low,1,Low,4337
SFTP,10,21,train,Low,2,High,101
SFTP,10,21,train,Medium,0,Medium,531
SFTP,10,21,train,Medium,1,Low,2602
SFTP,10,21,train,Medium,2,High,306
SFTP,10,21,train,High,0,Medium,813
SFTP,10,21,train,High,1,Low,493
SFTP,10,21,train,High,2,High,2343
SFTP,10,21,validation,Low,0,Medium,94
SFTP,10,21,validation,Low,1,Low,1232
SFTP,10,21,validation,Low,2,High,128
SFTP,10,21,validation,Medium,0,Medium,111
SFTP,10,21,validation,Medium,1,Low,869
SFTP,10,21,validation,Medium,2,High,101
SFTP,10,21,validation,High,0,Medium,420
SFTP,10,21,validation,High,1,Low,50
SFTP,10,21,validation,High,2,High,681
SFTP,10,42,train,Low,0,Low,3742
SFTP,10,42,train,Low,1,Medium,62
SFTP,10,42,train,Low,2,High,756
SFTP,10,42,train,Medium,0,Low,2113
SFTP,10,42,train,Medium,1,Medium,480
SFTP,10,42,train,Medium,2,High,846
SFTP,10,42,train,High,0,Low,124
SFTP,10,42,train,High,1,Medium,1399
SFTP,10,42,train,High,2,High,2126
SFTP,10,42,validation,Low,0,Low,999
SFTP,10,42,validation,Low,1,Medium,74
SFTP,10,42,validation,Low,2,High,381
SFTP,10,42,validation,Medium,0,Low,649
SFTP,10,42,validation,Medium,1,Medium,111
SFTP,10,42,validation,Medium,2,High,321
SFTP,10,42,validation,High,0,Low,5
SFTP,10,42,validation,High,1,Medium,808
SFTP,10,42,validation,High,2,High,338
SFTP,10,84,train,Low,0,Medium,118
SFTP,10,84,train,Low,1,Low,4338
SFTP,10,84,train,Low,2,High,104
SFTP,10,84,train,Medium,0,Medium,515
SFTP,10,84,train,Medium,1,Low,2617
SFTP,10,84,train,Medium,2,High,307
SFTP,10,84,train,High,0,Medium,766
SFTP,10,84,train,High,1,Low,511
SFTP,10,84,train,High,2,High,2372
SFTP,10,84,validation,Low,0,Medium,93
SFTP,10,84,validation,Low,1,Low,1232
SFTP,10,84,validation,Low,2,High,129
SFTP,10,84,validation,Medium,0,Medium,107
SFTP,10,84,validation,Medium,1,Low,872
SFTP,10,84,validation,Medium,2,High,102
SFTP,10,84,validation,High,0,Medium,409
SFTP,10,84,validation,High,1,Low,61
SFTP,10,84,validation,High,2,High,681
SFTP,10,123,train,Low,0,Low,4295
SFTP,10,123,train,Low,1,Medium,203
SFTP,10,123,train,Low,2,High,62
SFTP,10,123,train,Medium,0,Low,2578
SFTP,10,123,train,Medium,1,Medium,552
SFTP,10,123,train,Medium,2,High,309
SFTP,10,123,train,High,0,Low,418
SFTP,10,123,train,High,1,Medium,1291
SFTP,10,123,train,High,2,High,1940
SFTP,10,123,validation,Low,0,Low,1213
SFTP,10,123,validation,Low,1,Medium,165
SFTP,10,123,validation,Low,2,High,76
SFTP,10,123,validation,Medium,0,Low,847
SFTP,10,123,validation,Medium,1,Medium,147
SFTP,10,123,validation,Medium,2,High,87
SFTP,10,123,validation,High,0,Low,41
SFTP,10,123,validation,High,1,Medium,456
SFTP,10,123,validation,High,2,High,654
SFTP,20,0,train,Low,0,Low,4319
SFTP,20,0,train,Low,1,Medium,163
SFTP,20,0,train,Low,2,High,78
SFTP,20,0,train,Medium,0,Low,2528
SFTP,20,0,train,Medium,1,Medium,714
SFTP,20,0,train,Medium,2,High,197
SFTP,20,0,train,High,0,Low,309
SFTP,20,0,train,High,1,Medium,1127
SFTP,20,0,train,High,2,High,2213
SFTP,20,0,validation,Low,0,Low,1211
SFTP,20,0,validation,Low,1,Medium,112
SFTP,20,0,validation,Low,2,High,131
SFTP,20,0,validation,Medium,0,Low,858
SFTP,20,0,validation,Medium,1,Medium,164
SFTP,20,0,validation,Medium,2,High,59
SFTP,20,0,validation,High,0,Low,12
SFTP,20,0,validation,High,1,Medium,533
SFTP,20,0,validation,High,2,High,606
SFTP,20,21,train,Low,0,High,59
SFTP,20,21,train,Low,1,Low,4313
SFTP,20,21,train,Low,2,Medium,188
SFTP,20,21,train,Medium,0,High,201
SFTP,20,21,train,Medium,1,Low,2516
SFTP,20,21,train,Medium,2,Medium,722
SFTP,20,21,train,High,0,High,2064
SFTP,20,21,train,High,1,Low,358
SFTP,20,21,train,High,2,Medium,1227
SFTP,20,21,validation,Low,0,High,111
SFTP,20,21,validation,Low,1,Low,1216
SFTP,20,21,validation,Low,2,Medium,127
SFTP,20,21,validation,Medium,0,High,59
SFTP,20,21,validation,Medium,1,Low,852
SFTP,20,21,validation,Medium,2,Medium,170
SFTP,20,21,validation,High,0,High,616
SFTP,20,21,validation,High,1,Low,19
SFTP,20,21,validation,High,2,Medium,516
SFTP,20,42,train,Low,0,Low,4329
SFTP,20,42,train,Low,1,High,69
SFTP,20,42,train,Low,2,Medium,162
SFTP,20,42,train,Medium,0,Low,2534
SFTP,20,42,train,Medium,1,High,155
SFTP,20,42,train,Medium,2,Medium,750
SFTP,20,42,train,High,0,Low,338
SFTP,20,42,train,High,1,High,2085
SFTP,20,42,train,High,2,Medium,1226
SFTP,20,42,validation,Low,0,Low,1217
SFTP,20,42,validation,Low,1,High,116
SFTP,20,42,validation,Low,2,Medium,121
SFTP,20,42,validation,Medium,0,Low,857
SFTP,20,42,validation,Medium,1,High,56
SFTP,20,42,validation,Medium,2,Medium,168
SFTP,20,42,validation,High,0,Low,12
SFTP,20,42,validation,High,1,High,544
SFTP,20,42,validation,High,2,Medium,595
SFTP,20,84,train,Low,0,Medium,11
SFTP,20,84,train,Low,1,Low,4189
SFTP,20,84,train,Low,2,High,360
SFTP,20,84,train,Medium,0,Medium,408
SFTP,20,84,train,Medium,1,Low,2413
SFTP,20,84,train,Medium,2,High,618
SFTP,20,84,train,High,0,Medium,495
SFTP,20,84,train,High,1,Low,148
SFTP,20,84,train,High,2,High,3006
SFTP,20,84,validation,Low,0,Medium,4
SFTP,20,84,validation,Low,1,Low,1098
SFTP,20,84,validation,Low,2,High,352
SFTP,20,84,validation,Medium,0,Medium,105
SFTP,20,84,validation,Medium,1,Low,828
SFTP,20,84,validation,Medium,2,High,148
SFTP,20,84,validation,High,0,Medium,638
SFTP,20,84,validation,High,1,Low,7
SFTP,20,84,validation,High,2,High,506
SFTP,20,123,train,Low,0,High,20
SFTP,20,123,train,Low,1,Low,4318
SFTP,20,123,train,Low,2,Medium,222
SFTP,20,123,train,Medium,0,High,96
SFTP,20,123,train,Medium,1,Low,2533
SFTP,20,123,train,Medium,2,Medium,810
SFTP,20,123,train,High,0,High,1366
SFTP,20,123,train,High,1,Low,399
SFTP,20,123,train,High,2,Medium,1884
SFTP,20,123,validation,Low,0,High,20
SFTP,20,123,validation,Low,1,Low,1217
SFTP,20,123,validation,Low,2,Medium,217
SFTP,20,123,validation,Medium,0,High,53
SFTP,20,123,validation,Medium,1,Low,853
SFTP,20,123,validation,Medium,2,Medium,175
SFTP,20,123,validation,High,0,High,400
SFTP,20,123,validation,High,1,Low,23
SFTP,20,123,validation,High,2,Medium,728
SFTP,50,0,train,Low,0,Medium,193
SFTP,50,0,train,Low,1,Low,4328
SFTP,50,0,train,Low,2,High,39
SFTP,50,0,train,Medium,0,Medium,1177
SFTP,50,0,train,Medium,1,Low,2241
SFTP,50,0,train,Medium,2,High,21
SFTP,50,0,train,High,0,Medium,1899
SFTP,50,0,train,High,1,Low,168
SFTP,50,0,train,High,2,High,1582
SFTP,50,0,validation,Low,0,Medium,238
SFTP,50,0,validation,Low,1,Low,1177
SFTP,50,0,validation,Low,2,High,39
SFTP,50,0,validation,Medium,0,Medium,319
SFTP,50,0,validation,Medium,1,Low,762
SFTP,50,0,validation,Medium,2,High,0
SFTP,50,0,validation,High,0,Medium,669
SFTP,50,0,validation,High,1,Low,1
SFTP,50,0,validation,High,2,High,481
SFTP,50,21,train,Low,0,Medium,190
SFTP,50,21,train,Low,1,Low,4333
SFTP,50,21,train,Low,2,High,37
SFTP,50,21,train,Medium,0,Medium,1161
SFTP,50,21,train,Medium,1,Low,2258
SFTP,50,21,train,Medium,2,High,20
SFTP,50,21,train,High,0,Medium,1896
SFTP,50,21,train,High,1,Low,173
SFTP,50,21,train,High,2,High,1580
SFTP,50,21,validation,Low,0,Medium,238
SFTP,50,21,validation,Low,1,Low,1178
SFTP,50,21,validation,Low,2,High,38
SFTP,50,21,validation,Medium,0,Medium,316
SFTP,50,21,validation,Medium,1,Low,765
SFTP,50,21,validation,Medium,2,High,0
SFTP,50,21,validation,High,0,Medium,680
SFTP,50,21,validation,High,1,Low,1
SFTP,50,21,validation,High,2,High,470
SFTP,50,42,train,Low,0,Low,4330
SFTP,50,42,train,Low,1,Medium,194
SFTP,50,42,train,Low,2,High,36
SFTP,50,42,train,Medium,0,Low,2242
SFTP,50,42,train,Medium,1,Medium,1176
SFTP,50,42,train,Medium,2,High,21
SFTP,50,42,train,High,0,Low,169
SFTP,50,42,train,High,1,Medium,1904
SFTP,50,42,train,High,2,High,1576
SFTP,50,42,validation,Low,0,Low,1177
SFTP,50,42,validation,Low,1,Medium,238
SFTP,50,42,validation,Low,2,High,39
SFTP,50,42,validation,Medium,0,Low,762
SFTP,50,42,validation,Medium,1,Medium,319
SFTP,50,42,validation,Medium,2,High,0
SFTP,50,42,validation,High,0,Low,1
SFTP,50,42,validation,High,1,Medium,671
SFTP,50,42,validation,High,2,High,479
SFTP,50,84,train,Low,0,Medium,188
SFTP,50,84,train,Low,1,Low,4332
SFTP,50,84,train,Low,2,High,40
SFTP,50,84,train,Medium,0,Medium,1173
SFTP,50,84,train,Medium,1,Low,2245
SFTP,50,84,train,Medium,2,High,21
SFTP,50,84,train,High,0,Medium,1888
SFTP,50,84,train,High,1,Low,171
SFTP,50,84,train,High,2,High,1590
SFTP,50,84,validation,Low,0,Medium,238
SFTP,50,84,validation,Low,1,Low,1177
SFTP,50,84,validation,Low,2,High,39
SFTP,50,84,validation,Medium,0,Medium,318
SFTP,50,84,validation,Medium,1,Low,763
SFTP,50,84,validation,Medium,2,High,0
SFTP,50,84,validation,High,0,Medium,670
SFTP,50,84,validation,High,1,Low,1
SFTP,50,84,validation,High,2,High,480
SFTP,50,123,train,Low,0,Medium,32
SFTP,50,123,train,Low,1,Low,4220
SFTP,50,123,train,Low,2,High,308
SFTP,50,123,train,Medium,0,Medium,619
SFTP,50,123,train,Medium,1,Low,2216
SFTP,50,123,train,Medium,2,High,604
SFTP,50,123,train,High,0,Medium,715
SFTP,50,123,train,High,1,Low,96
SFTP,50,123,train,High,2,High,2838
SFTP,50,123,validation,Low,0,Medium,0
SFTP,50,123,validation,Low,1,Low,1083
SFTP,50,123,validation,Low,2,High,371
SFTP,50,123,validation,Medium,0,Medium,154
SFTP,50,123,validation,Medium,1,Low,753
SFTP,50,123,validation,Medium,2,High,174
SFTP,50,123,validation,High,0,Medium,814
SFTP,50,123,validation,High,1,Low,0
SFTP,50,123,validation,High,2,High,337
SFTP,100,0,train,Low,0,Low,4234
SFTP,100,0,train,Low,1,High,85
SFTP,100,0,train,Low,2,Medium,241
SFTP,100,0,train,Medium,0,Low,1750
SFTP,100,0,train,Medium,1,High,83
SFTP,100,0,train,Medium,2,Medium,1606
SFTP,100,0,train,High,0,Low,80
SFTP,100,0,train,High,1,High,3365
SFTP,100,0,train,High,2,Medium,204
SFTP,100,0,validation,Low,0,Low,1093
SFTP,100,0,validation,Low,1,High,97
SFTP,100,0,validation,Low,2,Medium,264
SFTP,100,0,validation,Medium,0,Low,600
SFTP,100,0,validation,Medium,1,High,5
SFTP,100,0,validation,Medium,2,Medium,476
SFTP,100,0,validation,High,0,Low,0
SFTP,100,0,validation,High,1,High,1087
SFTP,100,0,validation,High,2,Medium,64
SFTP,100,21,train,Low,0,High,316
SFTP,100,21,train,Low,1,Low,4244
SFTP,100,21,train,Low,2,Medium,0
SFTP,100,21,train,Medium,0,High,1568
SFTP,100,21,train,Medium,1,Low,1871
SFTP,100,21,train,Medium,2,Medium,0
SFTP,100,21,train,High,0,High,2692
SFTP,100,21,train,High,1,Low,76
SFTP,100,21,train,High,2,Medium,881
SFTP,100,21,validation,Low,0,High,344
SFTP,100,21,validation,Low,1,Low,1110
SFTP,100,21,validation,Low,2,Medium,0
SFTP,100,21,validation,Medium,0,High,465
SFTP,100,21,validation,Medium,1,Low,616
SFTP,100,21,validation,Medium,2,Medium,0
SFTP,100,21,validation,High,0,High,842
SFTP,100,21,validation,High,1,Low,0
SFTP,100,21,validation,High,2,Medium,309
SFTP,100,42,train,Low,0,Low,4242
SFTP,100,42,train,Low,1,High,87
SFTP,100,42,train,Low,2,Medium,231
SFTP,100,42,train,Medium,0,Low,1838
SFTP,100,42,train,Medium,1,High,17
SFTP,100,42,train,Medium,2,Medium,1584
SFTP,100,42,train,High,0,Low,84
SFTP,100,42,train,High,1,High,3006
SFTP,100,42,train,High,2,Medium,559
SFTP,100,42,validation,Low,0,Low,1150
SFTP,100,42,validation,Low,1,High,129
SFTP,100,42,validation,Low,2,Medium,175
SFTP,100,42,validation,Medium,0,Low,617
SFTP,100,42,validation,Medium,1,High,0
SFTP,100,42,validation,Medium,2,Medium,464
SFTP,100,42,validation,High,0,Low,0
SFTP,100,42,validation,High,1,High,826
SFTP,100,42,validation,High,2,Medium,325
SFTP,100,84,train,Low,0,High,39
SFTP,100,84,train,Low,1,Low,4150
SFTP,100,84,train,Low,2,Medium,371
SFTP,100,84,train,Medium,0,High,138
SFTP,100,84,train,Medium,1,Low,1590
SFTP,100,84,train,Medium,2,Medium,1711
SFTP,100,84,train,High,0,High,3361
SFTP,100,84,train,High,1,Low,58
SFTP,100,84,train,High,2,Medium,230
SFTP,100,84,validation,Low,0,High,0
SFTP,100,84,validation,Low,1,Low,1037
SFTP,100,84,validation,Low,2,Medium,417
SFTP,100,84,validation,Medium,0,High,5
SFTP,100,84,validation,Medium,1,Low,578
SFTP,100,84,validation,Medium,2,Medium,498
SFTP,100,84,validation,High,0,High,1129
SFTP,100,84,validation,High,1,Low,0
SFTP,100,84,validation,High,2,Medium,22
SFTP,100,123,train,Low,0,Medium,25
SFTP,100,123,train,Low,1,High,288
SFTP,100,123,train,Low,2,Low,4247
SFTP,100,123,train,Medium,0,Medium,0
SFTP,100,123,train,Medium,1,High,1538
SFTP,100,123,train,Medium,2,Low,1901
SFTP,100,123,train,High,0,Medium,884
SFTP,100,123,train,High,1,High,2678
SFTP,100,123,train,High,2,Low,87
SFTP,100,123,validation,Low,0,Medium,0
SFTP,100,123,validation,Low,1,High,331
SFTP,100,123,validation,Low,2,Low,1123
SFTP,100,123,validation,Medium,0,Medium,0
SFTP,100,123,validation,Medium,1,High,461
SFTP,100,123,validation,Medium,2,Low,620
SFTP,100,123,validation,High,0,Medium,296
SFTP,100,123,validation,High,1,High,855
SFTP,100,123,validation,High,2,Low,0
SMTP,1,0,train,Low,0,Medium,50
SMTP,1,0,train,Low,1,Low,2712
SMTP,1,0,train,Low,2,High,345
SMTP,1,0,train,Medium,0,Medium,235
SMTP,1,0,train,Medium,1,Low,646
SMTP,1,0,train,Medium,2,High,427
SMTP,1,0,train,High,0,Medium,687
SMTP,1,0,train,High,1,Low,603
SMTP,1,0,train,High,2,High,1819
SMTP,1,0,validation,Low,0,Medium,115
