application,window,seed,partition,n,silhouette_n,ari,ami,mapped_balanced_accuracy,silhouette,occupied_clusters,recall_low,recall_medium,recall_high
SFTP,10,21,train,11648,1000,0.3103780520678962,0.31218404309443265,0.5825318553095519,0.4400169833071866,3,0.9510964912280702,0.15440535039255598,0.6420937243080296
SFTP,10,21,validation,3686,1000,0.3021073813298445,0.30353465149382547,0.5138866239807419,0.4555297765552227,3,0.8473177441540578,0.1026827012025902,0.5916594265855778
SFTP,10,42,train,11648,1000,0.26570071002883533,0.26834102419614253,0.5142716232950856,0.3472244032686131,3,0.8206140350877194,0.1395754579819715,0.5826253768155659
SFTP,10,42,validation,3686,1000,0.2676833320922156,0.28538736896324063,0.36113684715848215,0.29046095699976365,3,0.68707015130674,0.1026827012025902,0.29365768896611644
SFTP,10,84,train,11648,1000,0.3091215213653796,0.3108461509228952,0.5837032439176063,0.43610384074957753,3,0.9513157894736842,0.14975283512649026,0.6500411071526445
SFTP,10,84,validation,3686,1000,0.2958137309214252,0.2952588389546707,0.5126531981404706,0.458290715830897,3,0.8473177441540578,0.09898242368177614,0.5916594265855778
SFTP,10,123,train,11648,1000,0.29972724042595456,0.30620057237299153,0.5446834163759532,0.43601939804912354,3,0.9418859649122807,0.16051177667926722,0.5316525075363113
SFTP,10,123,validation,3686,1000,0.299727295905302,0.30498503401069893,0.5128123688754621,0.43340323465559427,3,0.8342503438789546,0.13598519888991675,0.5682015638575152
SFTP,20,0,train,11648,1000,0.33735766845421716,0.3480510627032655,0.5870783806348703,0.4309969067013615,3,0.9471491228070176,0.20761849374818261,0.6064675253494108
SFTP,20,0,validation,3686,1000,0.31420298782626416,0.33402038752059826,0.5036949677331011,0.43849755678772523,3,0.8328748280605227,0.1517113783533765,0.526498696785404
SFTP,20,21,train,11648,1000,0.3208495723275625,0.33243780602922224,0.5738041683678988,0.43959704354739393,3,0.9458333333333333,0.20994475138121546,0.5656344203891477
SFTP,20,21,validation,3686,1000,0.3114360329524972,0.327073182765645,0.509587402111098,0.4312232041966163,3,0.8363136176066025,0.1572617946345976,0.5351867940920938
SFTP,20,42,train,11648,1000,0.32885917437982665,0.34535400435191854,0.5796060600397914,0.4291492008279703,3,0.9493421052631579,0.21808665309683048,0.5713894217593861
SFTP,20,42,validation,3686,1000,0.3143290408549584,0.3346063734508516,0.488348508291312,0.442419814419488,3,0.8370013755158184,0.15541165587419056,0.472632493483927
SFTP,20,84,train,11648,1000,0.37147196495090395,0.35795561758836936,0.620355609719618,0.3928497014859816,3,0.918640350877193,0.11863913928467577,0.8237873389969855
SFTP,20,84,validation,3686,1000,0.28838416903032743,0.3415424769934563,0.4306360643196648,0.3816519703852357,3,0.7551581843191196,0.0971322849213691,0.43961772371850566
SFTP,20,123,train,11648,1000,0.29925918057405937,0.3231752421161733,0.518937515551925,0.4339004955042344,3,0.9469298245614035,0.2355335853445769,0.3743491367497945
SFTP,20,123,validation,3686,1000,0.30568514897552934,0.33209384423806115,0.4488041364396757,0.44747735209418377,3,0.8370013755158184,0.16188714153561518,0.3475238922675934
SFTP,50,0,train,11648,1000,0.35171651361245077,0.3894357131459026,0.574972299278488,0.4393742751256378,3,0.9491228070175438,0.34225065425995926,0.43354343655796107
SFTP,50,0,validation,3686,1000,0.28988993565644194,0.35268323163564425,0.5074952239612942,0.41908296438268455,3,0.8094910591471802,0.29509713228492135,0.41789748045178104
SFTP,50,21,train,11648,1000,0.35122650035282055,0.38974837100438997,0.5736042594762916,0.43980709767037257,3,0.950219298245614,0.33759813899389357,0.43299534118936694
SFTP,50,21,validation,3686,1000,0.2900490930350763,0.35262270637079346,0.5036137715383765,0.4184654658115112,3,0.8101788170563962,0.2923219241443108,0.40834057341442226
