TcpRtt,class,label
0.0,HTTP,9
0.0,HTTP,9
0.0,HTTP,9
0.0,HTTP,9
0.0,HTTP,9
0.0,HTTP,9
0.000995,HTTP,9
0.04647,HTTP,9
0.04647,HTTP,9
0.04647,HTTP,9
0.04647,HTTP,9
0.04647,HTTP,9
0.000521,HTTP,9
0.0,HTTP,9
0.0,HTTP,9
0.061746,HTTP,9
0.0,HTTP,9
0.0,HTTP,9
0.0,HTTP,9
0.001091,HTTP,9
0.001091,HTTP,9
0.001709,HTTP,9
0.061746,HTTP,9
0.061746,HTTP,9
0.060885,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.061746,HTTP,9
0.060885,HTTP,9
0.061746,HTTP,9
0.060885,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.061746,HTTP,9
0.060885,HTTP,9
0.060885,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.000519,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.060885,HTTP,9
0.061386,HTTP,9
0.060885,HTTP,9
0.000488,HTTP,9
0.061386,HTTP,9
0.061162,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.061162,HTTP,9
0.000473,HTTP,9
0.000494,HTTP,9
0.061386,HTTP,9
0.061162,HTTP,9
0.061162,HTTP,9
0.061386,HTTP,9
0.061386,HTTP,9
0.000974,HTTP,9
0.0,HTTP,9
0.001472,HTTP,9
0.059922,HTTP,9
0.059922,HTTP,9
0.059922,HTTP,9
0.075172,HTTP,9
0.075195,HTTP,9
0.061162,HTTP,9
0.000489,HTTP,9
0.075172,HTTP,9
0.075172,HTTP,9
0.075195,HTTP,9
0.075172,HTTP,9
0.076803,HTTP,9
0.076803,HTTP,9
0.076803,HTTP,9
0.076803,HTTP,9
0.076803,HTTP,9
0.076803,HTTP,9
0.059922,HTTP,9
0.059922,HTTP,9
0.000492,HTTP,9
0.060164,HTTP,9
0.075172,HTTP,9
0.075195,HTTP,9
0.060164,HTTP,9
0.000491,HTTP,9
0.0,HTTP,9
0.075172,HTTP,9
0.060164,HTTP,9
0.060164,HTTP,9
0.076803,HTTP,9
0.076803,HTTP,9
0.076803,HTTP,9
0.0,HTTP,9
0.000492,HTTP,9
0.060735,HTTP,9
0.060735,HTTP,9
0.060254,HTTP,9
0.060266,HTTP,9
0.060164,HTTP,9
0.060254,HTTP,9
0.000502,HTTP,9
0.060266,HTTP,9
0.060615,HTTP,9
0.060615,HTTP,9
0.060254,HTTP,9
0.060266,HTTP,9
0.060266,HTTP,9
0.060615,HTTP,9
0.060615,HTTP,9
0.060615,HTTP,9
0.060735,HTTP,9
0.000492,HTTP,9
0.060735,HTTP,9
0.060417,HTTP,9
0.060417,HTTP,9
0.060254,HTTP,9
0.060266,HTTP,9
0.060254,HTTP,9
0.060615,HTTP,9
0.060615,HTTP,9
0.060266,HTTP,9
0.060254,HTTP,9
0.000486,HTTP,9
0.000508,HTTP,9
0.060615,HTTP,9
0.060615,HTTP,9
0.0,HTTP,9
0.000478,HTTP,9
0.060615,HTTP,9
0.001017,HTTP,9
0.059927,HTTP,9
0.059927,HTTP,9
0.060417,HTTP,9
0.000531,HTTP,9
0.060417,HTTP,9
0.059299,HTTP,9
0.058813,HTTP,9
0.059299,HTTP,9
0.058813,HTTP,9
0.061211,HTTP,9
0.061119,HTTP,9
0.061211,HTTP,9
0.061119,HTTP,9
0.061211,HTTP,9
0.061119,HTTP,9
0.059927,HTTP,9
0.000496,HTTP,9
0.059927,HTTP,9
0.061281,HTTP,9
0.061281,HTTP,9
0.059299,HTTP,9
0.058813,HTTP,9
0.059299,HTTP,9
0.000503,HTTP,9
0.000503,HTTP,9
0.061211,HTTP,9
0.061119,HTTP,9
0.061211,HTTP,9
0.061119,HTTP,9
0.000474,HTTP,9
0.000975,HTTP,9
0.060717,HTTP,9
0.060717,HTTP,9
0.060717,HTTP,9
0.061281,HTTP,9
0.059606,HTTP,9
0.059606,HTTP,9
0.059606,HTTP,9
0.000502,HTTP,9
0.061281,HTTP,9
0.059606,HTTP,9
0.059606,HTTP,9
0.059606,HTTP,9
0.059606,HTTP,9
0.060168,HTTP,9
0.060168,HTTP,9
0.060168,HTTP,9
0.060168,HTTP,9
0.060168,HTTP,9
0.060717,HTTP,9
0.000494,HTTP,9
0.060554,HTTP,9
0.059606,HTTP,9
0.059606,HTTP,9
0.060554,HTTP,9
0.059606,HTTP,9
0.060554,HTTP,9
0.060554,HTTP,9
0.060168,HTTP,9
0.060168,HTTP,9
0.060168,HTTP,9
0.062158,HTTP,9
0.062158,HTTP,9
0.060554,HTTP,9
0.062158,HTTP,9
0.0,HTTP,9
0.062158,HTTP,9
0.060715,HTTP,9
0.060715,HTTP,9
0.060715,HTTP,9
0.060715,HTTP,9
0.060715,HTTP,9
0.000745,HTTP,9
0.215683,HTTP,9
0.215683,HTTP,9
0.215683,HTTP,9
0.215683,HTTP,9
0.0,HTTP,9
0.0,HTTP,9
0.0,HTTP,9
0.0,HTTP,9
0.0,HTTP,9
0.0,HTTP,9
0.001374,HTTP,9
0.001374,HTTP,9
0.001374,HTTP,9
0.001374,HTTP,9
0.001012,HTTP,9
0.001012,HTTP,9
0.215942,HTTP,9
0.216759,HTTP,9
0.216759,HTTP,9
0.217261,HTTP,9
0.216398,HTTP,9
0.215942,HTTP,9
0.216906,HTTP,9
0.216759,HTTP,9
0.216759,HTTP,9
0.216759,HTTP,9
0.216759,HTTP,9
