TcpRtt,class,label
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.012072,HTTP,8
0.417126,HTTP,8
0.0,HTTP,8
0.002666,HTTP,8
0.069639,HTTP,8
0.417126,HTTP,8
0.417126,HTTP,8
0.417126,HTTP,8
0.417126,HTTP,8
0.417126,HTTP,8
0.417126,HTTP,8
0.069639,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.069639,HTTP,8
0.001533,HTTP,8
0.001481,HTTP,8
0.001481,HTTP,8
0.001072,HTTP,8
0.001072,HTTP,8
0.069639,HTTP,8
0.077649,HTTP,8
0.077058,HTTP,8
0.077556,HTTP,8
0.077147,HTTP,8
0.077147,HTTP,8
0.069639,HTTP,8
0.077649,HTTP,8
0.077147,HTTP,8
0.077147,HTTP,8
0.077556,HTTP,8
0.077058,HTTP,8
0.069639,HTTP,8
0.0,HTTP,8
0.077649,HTTP,8
0.069639,HTTP,8
0.008139,HTTP,8
0.077147,HTTP,8
0.077058,HTTP,8
0.077058,HTTP,8
0.077556,HTTP,8
0.077147,HTTP,8
0.077147,HTTP,8
0.077556,HTTP,8
0.077058,HTTP,8
0.077649,HTTP,8
0.077649,HTTP,8
0.148361,HTTP,8
0.077147,HTTP,8
0.077058,HTTP,8
0.077556,HTTP,8
0.077147,HTTP,8
0.077649,HTTP,8
0.077556,HTTP,8
0.077556,HTTP,8
0.077147,HTTP,8
0.077147,HTTP,8
0.148361,HTTP,8
0.077058,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.077147,HTTP,8
0.077147,HTTP,8
0.148361,HTTP,8
0.077058,HTTP,8
0.013676,HTTP,8
0.013181,HTTP,8
0.013181,HTTP,8
0.013181,HTTP,8
0.148361,HTTP,8
0.17026,HTTP,8
0.169765,HTTP,8
0.170859,HTTP,8
0.170859,HTTP,8
0.148361,HTTP,8
0.170859,HTTP,8
0.169765,HTTP,8
0.17026,HTTP,8
0.0,HTTP,8
0.148361,HTTP,8
0.170859,HTTP,8
0.170859,HTTP,8
0.169765,HTTP,8
0.17026,HTTP,8
0.027692,HTTP,8
0.169765,HTTP,8
0.17026,HTTP,8
0.170859,HTTP,8
0.170859,HTTP,8
0.169765,HTTP,8
0.17026,HTTP,8
0.119489,HTTP,8
0.169765,HTTP,8
0.17026,HTTP,8
0.119489,HTTP,8
0.077649,HTTP,8
0.119489,HTTP,8
0.170859,HTTP,8
0.170859,HTTP,8
0.169765,HTTP,8
0.17026,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.17026,HTTP,8
0.169765,HTTP,8
0.170859,HTTP,8
0.170859,HTTP,8
0.010517,HTTP,8
0.010517,HTTP,8
0.010467,HTTP,8
0.010467,HTTP,8
0.077649,HTTP,8
0.0,HTTP,8
0.119489,HTTP,8
0.0,HTTP,8
0.077649,HTTP,8
0.018484,HTTP,8
0.119489,HTTP,8
0.018474,HTTP,8
0.088365,HTTP,8
0.088365,HTTP,8
0.087864,HTTP,8
0.087864,HTTP,8
0.088365,HTTP,8
0.087864,HTTP,8
0.087864,HTTP,8
0.088365,HTTP,8
0.088365,HTTP,8
0.088365,HTTP,8
0.088365,HTTP,8
0.087864,HTTP,8
0.087864,HTTP,8
0.137429,HTTP,8
0.136915,HTTP,8
0.137429,HTTP,8
0.136915,HTTP,8
0.088365,HTTP,8
0.0,HTTP,8
0.137429,HTTP,8
0.136915,HTTP,8
0.088365,HTTP,8
0.021068,HTTP,8
0.136915,HTTP,8
0.088365,HTTP,8
0.087864,HTTP,8
0.087864,HTTP,8
0.137429,HTTP,8
0.087864,HTTP,8
0.088365,HTTP,8
0.136915,HTTP,8
0.107967,HTTP,8
0.087864,HTTP,8
0.088365,HTTP,8
0.087864,HTTP,8
0.087864,HTTP,8
0.137429,HTTP,8
0.136915,HTTP,8
0.107967,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.088365,HTTP,8
0.087864,HTTP,8
0.087864,HTTP,8
0.137429,HTTP,8
0.136915,HTTP,8
0.107967,HTTP,8
0.036115,HTTP,8
0.036115,HTTP,8
0.036115,HTTP,8
0.035594,HTTP,8
0.035594,HTTP,8
0.107967,HTTP,8
0.107967,HTTP,8
0.123455,HTTP,8
0.123455,HTTP,8
0.123455,HTTP,8
0.123513,HTTP,8
0.123513,HTTP,8
0.123455,HTTP,8
0.107967,HTTP,8
0.123455,HTTP,8
0.123455,HTTP,8
0.123455,HTTP,8
0.123513,HTTP,8
0.123513,HTTP,8
0.123455,HTTP,8
0.123455,HTTP,8
0.107967,HTTP,8
0.0,HTTP,8
0.107967,HTTP,8
0.020201,HTTP,8
0.123455,HTTP,8
0.123455,HTTP,8
0.123513,HTTP,8
0.123455,HTTP,8
0.123455,HTTP,8
0.123513,HTTP,8
0.123455,HTTP,8
0.123513,HTTP,8
0.153595,HTTP,8
0.123455,HTTP,8
0.123455,HTTP,8
0.123455,HTTP,8
0.123513,HTTP,8
0.123513,HTTP,8
0.123513,HTTP,8
0.123455,HTTP,8
0.123513,HTTP,8
0.123455,HTTP,8
0.123455,HTTP,8
0.123513,HTTP,8
0.123455,HTTP,8
0.123513,HTTP,8
0.153595,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.123455,HTTP,8
0.123455,HTTP,8
0.123513,HTTP,8
0.123455,HTTP,8
0.123513,HTTP,8
0.153595,HTTP,8
0.013316,HTTP,8
0.0127,HTTP,8
0.0127,HTTP,8
0.013197,HTTP,8
0.013197,HTTP,8
0.013197,HTTP,8
0.153595,HTTP,8
0.1756,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.176079,HTTP,8
0.153595,HTTP,8
0.153595,HTTP,8
0.153595,HTTP,8
0.153595,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.176079,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.176079,HTTP,8
0.174984,HTTP,8
0.176079,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.176079,HTTP,8
0.1756,HTTP,8
0.174984,HTTP,8
0.1756,HTTP,8
0.174984,HTTP,8
0.1756,HTTP,8
0.1756,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.174984,HTTP,8
0.176079,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.176079,HTTP,8
0.047994,HTTP,8
0.047994,HTTP,8
0.1756,HTTP,8
0.1756,HTTP,8
0.620892,HTTP,8
0.621384,HTTP,8
0.174984,HTTP,8
0.620892,HTTP,8
0.174984,HTTP,8
0.620892,HTTP,8
0.1756,HTTP,8
0.1756,HTTP,8
0.620892,HTTP,8
0.620892,HTTP,8
0.620892,HTTP,8
0.0,HTTP,8
0.053346,HTTP,8
0.436245,HTTP,8
0.436245,HTTP,8
0.436245,HTTP,8
0.436245,HTTP,8
0.436245,HTTP,8
0.436245,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.049704,HTTP,8
0.049704,HTTP,8
0.049196,HTTP,8
0.049701,HTTP,8
0.049701,HTTP,8
0.049213,HTTP,8
0.436245,HTTP,8
0.257874,HTTP,8
0.258309,HTTP,8
0.257801,HTTP,8
0.257801,HTTP,8
0.257801,HTTP,8
0.257873,HTTP,8
0.257874,HTTP,8
0.257874,HTTP,8
0.257874,HTTP,8
0.257873,HTTP,8
0.257801,HTTP,8
0.257801,HTTP,8
0.257801,HTTP,8
0.258309,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.0,HTTP,8
0.257873,HTTP,8
0.257801,HTTP,8
0.257801,HTTP,8
0.257801,HTTP,8
0.258309,HTTP,8
0.021102,HTTP,8
0.021102,HTTP,8
0.021604,HTTP,8
0.021604,HTTP,8
0.021105,HTTP,8
0.258309,HTTP,8
0.257801,HTTP,8
0.257801,HTTP,8
0.257874,HTTP,8
0.257801,HTTP,8
0.257874,HTTP,8
0.2027,HTTP,8
0.2027,HTTP,8
0.2027,HTTP,8
0.2027,HTTP,8
0.202707,HTTP,8
0.257801,HTTP,8
0.258309,HTTP,8
0.257801,HTTP,8
0.257801,HTTP,8
0.257801,HTTP,8
0.2027,HTTP,8
0.2027,HTTP,8
0.2027,HTTP,8
0.258309,HTTP,8
0.257801,HTTP,8
0.257801,HTTP,8
0.2027,HTTP,8
0.2027,HTTP,8
0.2027,HTTP,8
0.257873,HTTP,8
0.257873,HTTP,8
0.257873,HTTP,8
0.257801,HTTP,8
0.257801,HTTP,8
0.2027,HTTP,8
0.2027,HTTP,8
0.2027,HTTP,8
0.0,HTTP,8
0.2027,HTTP,8
