TcpRtt,class,label
0.0,HTTP,14
0.043806,HTTP,14
0.043806,HTTP,14
0.043806,HTTP,14
0.043806,HTTP,14
0.043806,HTTP,14
0.043806,HTTP,14
0.0,HTTP,14
0.016949,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.020978,HTTP,14
0.007506,HTTP,14
0.007506,HTTP,14
0.008002,HTTP,14
0.123209,HTTP,14
0.123209,HTTP,14
0.123209,HTTP,14
0.123209,HTTP,14
0.0,HTTP,14
0.01496,HTTP,14
0.325006,HTTP,14
0.311534,HTTP,14
0.345483,HTTP,14
0.34598,HTTP,14
0.311534,HTTP,14
0.325006,HTTP,14
0.123209,HTTP,14
0.34598,HTTP,14
0.345483,HTTP,14
0.311534,HTTP,14
0.325006,HTTP,14
0.325006,HTTP,14
0.311534,HTTP,14
0.345483,HTTP,14
0.34598,HTTP,14
0.345483,HTTP,14
0.325006,HTTP,14
0.34598,HTTP,14
0.345483,HTTP,14
0.311534,HTTP,14
0.540825,HTTP,14
0.043806,HTTP,14
0.123209,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.079691,HTTP,14
0.079691,HTTP,14
0.080187,HTTP,14
0.345483,HTTP,14
0.34598,HTTP,14
0.325006,HTTP,14
0.123209,HTTP,14
0.123209,HTTP,14
0.311534,HTTP,14
0.754485,HTTP,14
0.754485,HTTP,14
0.123209,HTTP,14
0.043806,HTTP,14
0.123209,HTTP,14
0.043806,HTTP,14
0.311534,HTTP,14
0.079691,HTTP,14
0.123209,HTTP,14
0.079691,HTTP,14
0.60107,HTTP,14
0.754485,HTTP,14
0.754485,HTTP,14
0.60107,HTTP,14
0.754485,HTTP,14
0.754485,HTTP,14
0.60107,HTTP,14
0.754485,HTTP,14
0.60107,HTTP,14
0.34598,HTTP,14
0.60107,HTTP,14
0.345483,HTTP,14
0.311534,HTTP,14
0.325006,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.34598,HTTP,14
0.345483,HTTP,14
0.311534,HTTP,14
0.325006,HTTP,14
0.026367,HTTP,14
0.026367,HTTP,14
0.754485,HTTP,14
0.754485,HTTP,14
0.60107,HTTP,14
0.60107,HTTP,14
0.754485,HTTP,14
0.754485,HTTP,14
0.540825,HTTP,14
0.540825,HTTP,14
0.366181,HTTP,14
0.366181,HTTP,14
0.540825,HTTP,14
0.754485,HTTP,14
0.754485,HTTP,14
0.540825,HTTP,14
0.60107,HTTP,14
0.754485,HTTP,14
0.366181,HTTP,14
0.366181,HTTP,14
0.540825,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.60107,HTTP,14
0.754485,HTTP,14
0.366181,HTTP,14
0.366181,HTTP,14
0.540825,HTTP,14
0.008547,HTTP,14
0.009043,HTTP,14
0.008509,HTTP,14
0.008509,HTTP,14
0.366181,HTTP,14
0.366181,HTTP,14
0.199852,HTTP,14
0.200349,HTTP,14
0.199815,HTTP,14
0.199815,HTTP,14
0.366181,HTTP,14
0.366181,HTTP,14
0.199852,HTTP,14
0.366181,HTTP,14
0.199815,HTTP,14
0.199815,HTTP,14
0.200349,HTTP,14
0.0,HTTP,14
0.366181,HTTP,14
0.199852,HTTP,14
0.199815,HTTP,14
0.200349,HTTP,14
0.004502,HTTP,14
0.199852,HTTP,14
0.200349,HTTP,14
0.199815,HTTP,14
0.199815,HTTP,14
0.199815,HTTP,14
0.199815,HTTP,14
0.366181,HTTP,14
0.0,HTTP,14
0.10902,HTTP,14
0.199852,HTTP,14
0.10902,HTTP,14
0.0,HTTP,14
0.366181,HTTP,14
0.008981,HTTP,14
0.199852,HTTP,14
0.10902,HTTP,14
0.007987,HTTP,14
0.10902,HTTP,14
0.200349,HTTP,14
0.199815,HTTP,14
0.199815,HTTP,14
0.200349,HTTP,14
0.199815,HTTP,14
0.130423,HTTP,14
0.12943,HTTP,14
0.10902,HTTP,14
0.199815,HTTP,14
0.10902,HTTP,14
0.199815,HTTP,14
0.130423,HTTP,14
0.12943,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.199815,HTTP,14
0.10902,HTTP,14
0.130423,HTTP,14
0.12943,HTTP,14
0.023905,HTTP,14
0.023408,HTTP,14
0.010934,HTTP,14
0.010934,HTTP,14
0.12943,HTTP,14
0.19077,HTTP,14
0.190771,HTTP,14
0.130423,HTTP,14
0.168364,HTTP,14
0.169377,HTTP,14
0.12943,HTTP,14
0.12943,HTTP,14
0.130423,HTTP,14
0.169377,HTTP,14
0.168364,HTTP,14
0.190771,HTTP,14
0.19077,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.12943,HTTP,14
0.130423,HTTP,14
0.169377,HTTP,14
0.168364,HTTP,14
0.190771,HTTP,14
0.19077,HTTP,14
0.009437,HTTP,14
0.009437,HTTP,14
0.168364,HTTP,14
0.169377,HTTP,14
0.205667,HTTP,14
0.205667,HTTP,14
0.19077,HTTP,14
0.190771,HTTP,14
0.168364,HTTP,14
0.169377,HTTP,14
0.19077,HTTP,14
0.190771,HTTP,14
0.168364,HTTP,14
0.169377,HTTP,14
0.205667,HTTP,14
0.205667,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.205667,HTTP,14
0.205667,HTTP,14
0.005486,HTTP,14
0.005982,HTTP,14
0.005471,HTTP,14
0.005471,HTTP,14
0.205667,HTTP,14
0.205667,HTTP,14
0.205667,HTTP,14
0.205667,HTTP,14
0.153497,HTTP,14
0.153994,HTTP,14
0.153483,HTTP,14
0.153483,HTTP,14
0.153483,HTTP,14
0.153483,HTTP,14
0.153483,HTTP,14
0.153483,HTTP,14
0.205667,HTTP,14
0.205667,HTTP,14
0.153994,HTTP,14
0.153483,HTTP,14
0.153994,HTTP,14
0.153483,HTTP,14
0.153483,HTTP,14
0.153497,HTTP,14
0.153483,HTTP,14
0.205667,HTTP,14
0.205667,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.153497,HTTP,14
0.153483,HTTP,14
0.153483,HTTP,14
0.0,HTTP,14
0.205667,HTTP,14
0.205667,HTTP,14
0.153994,HTTP,14
0.049911,HTTP,14
0.049414,HTTP,14
0.153994,HTTP,14
0.039822,HTTP,14
0.153483,HTTP,14
0.039822,HTTP,14
0.153483,HTTP,14
0.153483,HTTP,14
0.160946,HTTP,14
0.160449,HTTP,14
0.153497,HTTP,14
0.151346,HTTP,14
0.151346,HTTP,14
0.153497,HTTP,14
0.153497,HTTP,14
0.153994,HTTP,14
0.160449,HTTP,14
0.160946,HTTP,14
0.151346,HTTP,14
0.151346,HTTP,14
0.153497,HTTP,14
0.153994,HTTP,14
0.160449,HTTP,14
0.160946,HTTP,14
0.151346,HTTP,14
0.151346,HTTP,14
0.151346,HTTP,14
0.160449,HTTP,14
0.160449,HTTP,14
0.160946,HTTP,14
0.160946,HTTP,14
0.160449,HTTP,14
0.151346,HTTP,14
0.151346,HTTP,14
0.151346,HTTP,14
0.151346,HTTP,14
0.151346,HTTP,14
0.160449,HTTP,14
0.160946,HTTP,14
0.151346,HTTP,14
0.160946,HTTP,14
0.151346,HTTP,14
0.160449,HTTP,14
0.160946,HTTP,14
0.0,HTTP,14
0.016002,HTTP,14
0.108695,HTTP,14
0.108695,HTTP,14
0.108695,HTTP,14
0.108695,HTTP,14
0.0,HTTP,14
0.04678,HTTP,14
0.0,HTTP,14
0.026027,HTTP,14
0.04678,HTTP,14
0.04678,HTTP,14
0.026027,HTTP,14
0.026027,HTTP,14
0.254827,HTTP,14
0.254827,HTTP,14
0.254827,HTTP,14
0.254827,HTTP,14
0.04678,HTTP,14
0.254827,HTTP,14
0.254827,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.061172,HTTP,14
0.061689,HTTP,14
0.061689,HTTP,14
0.062199,HTTP,14
0.062199,HTTP,14
0.061702,HTTP,14
0.04678,HTTP,14
0.04678,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
0.0,HTTP,14
