TcpRtt,class,label
0.000771,HTTP,6
0.061348,HTTP,6
0.061348,HTTP,6
0.061348,HTTP,6
0.061348,HTTP,6
0.061348,HTTP,6
0.061348,HTTP,6
0.000757,HTTP,6
0.000712,HTTP,6
0.000712,HTTP,6
0.000712,HTTP,6
0.000712,HTTP,6
0.000712,HTTP,6
0.061653,HTTP,6
0.060896,HTTP,6
0.060896,HTTP,6
0.060896,HTTP,6
0.06244,HTTP,6
0.06244,HTTP,6
0.060896,HTTP,6
0.060896,HTTP,6
0.060896,HTTP,6
0.061653,HTTP,6
0.06244,HTTP,6
0.060896,HTTP,6
0.06244,HTTP,6
0.060896,HTTP,6
0.060896,HTTP,6
0.06244,HTTP,6
0.06244,HTTP,6
0.061653,HTTP,6
0.061653,HTTP,6
0.060896,HTTP,6
0.060896,HTTP,6
0.060896,HTTP,6
0.060896,HTTP,6
0.06244,HTTP,6
0.06244,HTTP,6
0.06244,HTTP,6
0.06244,HTTP,6
0.060896,HTTP,6
0.061653,HTTP,6
0.060896,HTTP,6
0.060896,HTTP,6
0.060896,HTTP,6
0.061653,HTTP,6
0.060896,HTTP,6
0.060896,HTTP,6
0.06244,HTTP,6
0.06244,HTTP,6
0.060896,HTTP,6
0.000633,HTTP,6
0.000497,HTTP,6
0.000497,HTTP,6
0.060896,HTTP,6
0.06244,HTTP,6
0.06244,HTTP,6
0.0,HTTP,6
0.0,HTTP,6
0.0,HTTP,6
0.001506,HTTP,6
0.001506,HTTP,6
0.001074,HTTP,6
0.168961,HTTP,6
0.168961,HTTP,6
0.169567,HTTP,6
0.169567,HTTP,6
0.16907,HTTP,6
0.169567,HTTP,6
0.170075,HTTP,6
0.169082,HTTP,6
0.169567,HTTP,6
0.170075,HTTP,6
0.16907,HTTP,6
0.169082,HTTP,6
0.169567,HTTP,6
0.169567,HTTP,6
0.169567,HTTP,6
0.16907,HTTP,6
0.169567,HTTP,6
0.169082,HTTP,6
0.169082,HTTP,6
0.170075,HTTP,6
0.170075,HTTP,6
0.169082,HTTP,6
0.168961,HTTP,6
0.169567,HTTP,6
0.169567,HTTP,6
0.16907,HTTP,6
0.169567,HTTP,6
0.169567,HTTP,6
0.000994,HTTP,6
0.169567,HTTP,6
0.169082,HTTP,6
0.170075,HTTP,6
0.000503,HTTP,6
0.0,HTTP,6
0.170075,HTTP,6
0.169567,HTTP,6
0.001113,HTTP,6
0.16739,HTTP,6
0.16739,HTTP,6
0.153896,HTTP,6
0.16739,HTTP,6
0.166775,HTTP,6
0.153896,HTTP,6
0.153896,HTTP,6
0.166775,HTTP,6
0.166775,HTTP,6
0.166775,HTTP,6
0.153896,HTTP,6
0.000979,HTTP,6
0.0,HTTP,6
0.0005,HTTP,6
0.168961,HTTP,6
0.168961,HTTP,6
0.16739,HTTP,6
0.000504,HTTP,6
0.166775,HTTP,6
0.153896,HTTP,6
0.166775,HTTP,6
0.16907,HTTP,6
0.167967,HTTP,6
0.167967,HTTP,6
0.167967,HTTP,6
0.169082,HTTP,6
0.169807,HTTP,6
0.168191,HTTP,6
0.168191,HTTP,6
0.168191,HTTP,6
0.169807,HTTP,6
0.169807,HTTP,6
0.169807,HTTP,6
0.169807,HTTP,6
0.168189,HTTP,6
0.168189,HTTP,6
0.168189,HTTP,6
0.168189,HTTP,6
0.167967,HTTP,6
0.167967,HTTP,6
0.168191,HTTP,6
0.168191,HTTP,6
0.169807,HTTP,6
0.169807,HTTP,6
0.168189,HTTP,6
0.000501,HTTP,6
0.168189,HTTP,6
0.153896,HTTP,6
0.168259,HTTP,6
0.168259,HTTP,6
0.168259,HTTP,6
0.000828,HTTP,6
0.000769,HTTP,6
0.000769,HTTP,6
0.153896,HTTP,6
0.168259,HTTP,6
