TcpRtt,class,label
0.000496,HTTP,1
0.059577,HTTP,1
0.059577,HTTP,1
0.059577,HTTP,1
0.059577,HTTP,1
0.059577,HTTP,1
0.000874,HTTP,1
0.000874,HTTP,1
0.0,HTTP,1
0.001381,HTTP,1
0.0,HTTP,1
0.0005,HTTP,1
0.001829,HTTP,1
0.000498,HTTP,1
0.047096,HTTP,1
0.047595,HTTP,1
0.060676,HTTP,1
0.05981,HTTP,1
0.057981,HTTP,1
0.057979,HTTP,1
0.060676,HTTP,1
0.047595,HTTP,1
0.047096,HTTP,1
0.05981,HTTP,1
0.057981,HTTP,1
0.057979,HTTP,1
0.060676,HTTP,1
0.057981,HTTP,1
0.05981,HTTP,1
0.047595,HTTP,1
0.057979,HTTP,1
0.047595,HTTP,1
0.047096,HTTP,1
0.057981,HTTP,1
0.060676,HTTP,1
0.060676,HTTP,1
0.057981,HTTP,1
0.05981,HTTP,1
0.060676,HTTP,1
0.0,HTTP,1
0.001477,HTTP,1
0.05981,HTTP,1
0.047595,HTTP,1
0.057979,HTTP,1
0.047595,HTTP,1
0.047096,HTTP,1
0.057981,HTTP,1
0.05981,HTTP,1
0.057979,HTTP,1
0.047096,HTTP,1
0.047595,HTTP,1
0.000973,HTTP,1
0.000973,HTTP,1
0.000973,HTTP,1
0.0,HTTP,1
0.047595,HTTP,1
0.001003,HTTP,1
0.057981,HTTP,1
0.0,HTTP,1
0.057981,HTTP,1
0.001015,HTTP,1
0.075183,HTTP,1
0.075183,HTTP,1
0.075183,HTTP,1
0.075183,HTTP,1
0.075262,HTTP,1
0.075262,HTTP,1
0.075755,HTTP,1
0.074782,HTTP,1
0.074782,HTTP,1
0.075755,HTTP,1
0.075262,HTTP,1
0.075262,HTTP,1
0.075755,HTTP,1
0.075262,HTTP,1
0.074782,HTTP,1
0.075607,HTTP,1
0.075607,HTTP,1
0.075607,HTTP,1
0.075183,HTTP,1
0.000912,HTTP,1
0.075183,HTTP,1
0.075262,HTTP,1
0.075262,HTTP,1
0.075755,HTTP,1
0.075262,HTTP,1
0.075262,HTTP,1
0.0,HTTP,1
0.075755,HTTP,1
0.0,HTTP,1
0.075262,HTTP,1
0.074782,HTTP,1
0.075262,HTTP,1
0.0,HTTP,1
0.074782,HTTP,1
0.075607,HTTP,1
0.001002,HTTP,1
0.074782,HTTP,1
0.075607,HTTP,1
0.000488,HTTP,1
0.000488,HTTP,1
0.094656,HTTP,1
0.094656,HTTP,1
0.094656,HTTP,1
0.090078,HTTP,1
0.090078,HTTP,1
0.090078,HTTP,1
0.092765,HTTP,1
0.092765,HTTP,1
0.092765,HTTP,1
0.093322,HTTP,1
0.091823,HTTP,1
0.091823,HTTP,1
0.091823,HTTP,1
0.093322,HTTP,1
0.091823,HTTP,1
0.093322,HTTP,1
0.093322,HTTP,1
0.091823,HTTP,1
0.091823,HTTP,1
0.093322,HTTP,1
0.094656,HTTP,1
0.000722,HTTP,1
0.090078,HTTP,1
0.090078,HTTP,1
0.000994,HTTP,1
0.092765,HTTP,1
0.000816,HTTP,1
0.093322,HTTP,1
0.091823,HTTP,1
0.091823,HTTP,1
0.091823,HTTP,1
0.000997,HTTP,1
0.091823,HTTP,1
0.093322,HTTP,1
0.0,HTTP,1
0.000926,HTTP,1
0.106883,HTTP,1
0.106883,HTTP,1
0.09243,HTTP,1
0.09243,HTTP,1
0.093371,HTTP,1
0.093371,HTTP,1
0.093371,HTTP,1
0.094301,HTTP,1
0.094301,HTTP,1
0.094301,HTTP,1
0.094301,HTTP,1
0.093748,HTTP,1
0.093748,HTTP,1
0.093748,HTTP,1
0.093748,HTTP,1
0.093748,HTTP,1
0.093748,HTTP,1
0.106883,HTTP,1
0.000502,HTTP,1
0.106883,HTTP,1
0.09243,HTTP,1
0.0,HTTP,1
0.09243,HTTP,1
0.093371,HTTP,1
0.093371,HTTP,1
0.000497,HTTP,1
0.094301,HTTP,1
0.0,HTTP,1
0.093748,HTTP,1
0.093748,HTTP,1
0.093748,HTTP,1
0.0,HTTP,1
0.0,HTTP,1
0.001091,HTTP,1
0.001015,HTTP,1
0.107602,HTTP,1
0.107602,HTTP,1
0.107602,HTTP,1
0.105517,HTTP,1
0.105517,HTTP,1
0.105517,HTTP,1
0.094239,HTTP,1
0.094239,HTTP,1
0.094239,HTTP,1
0.108825,HTTP,1
0.108825,HTTP,1
0.107824,HTTP,1
0.107749,HTTP,1
0.108825,HTTP,1
0.107824,HTTP,1
0.107749,HTTP,1
0.107824,HTTP,1
0.108825,HTTP,1
0.107749,HTTP,1
0.107824,HTTP,1
0.107602,HTTP,1
0.0,HTTP,1
0.107602,HTTP,1
0.001531,HTTP,1
0.105517,HTTP,1
0.094239,HTTP,1
0.0,HTTP,1
0.105517,HTTP,1
0.001006,HTTP,1
0.094239,HTTP,1
0.108825,HTTP,1
0.108825,HTTP,1
0.107824,HTTP,1
0.107749,HTTP,1
0.0931,HTTP,1
0.107824,HTTP,1
0.107749,HTTP,1
0.108825,HTTP,1
0.0931,HTTP,1
0.0931,HTTP,1
0.0931,HTTP,1
0.10701,HTTP,1
0.10701,HTTP,1
0.0931,HTTP,1
0.0931,HTTP,1
0.10701,HTTP,1
