TotBytes,SrcBytes,DstBytes,SrcGap,DstGap,sMeanPktSz,dMeanPktSz,SrcWin,DstWin,Dur,IdleTime,Mean,StdDev,Sum,Min,Max,sTtl,dTtl,TcpRtt,SynAck,AckDat,TotPkts,SrcPkts,DstPkts,SrcRetra,DstRetra,Loss,SrcLoss,DstLoss,PCRatio,Load,SrcLoad,DstLoad,pLoss,pRetran,Rate,SrcRate,DstRate,Flgs_ e *      ,Flgs_ e d      ,Flgs_ e i      ,Flgs_ e s      ,Cause_Status,Dir_   ?>,State_A_A,State_A_FA,State_A_PA,State_FA_FA,State_FPA_FA,State_FPA_FPA,State_PA_A,State_PA_PA,State_SPA_SPA,State__A,State__PA,TcpOpt_Mws   T,TcpOpt_MwsS  T,label
6894.0,1040.0,5854.0,0.0,0.0,104.0,390.266663,105344.0,31872.0,3.574362,1721542656.0,3.574362,0.0,3.574362,3.574362,3.574362,62.0,64.0,0.170272,0.000982,0.16929,25.0,10.0,15.0,0.0,0.0,3.0,0.0,3.0,-0.0,14324.234375,2094.919189,12229.31543,10.714286,0.0,6.714485,2.517932,3.916783,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
26950.0,2792.0,24158.0,0.0,0.0,99.714287,619.435913,105344.0,31872.0,4.961695,1721542656.0,4.961695,0.0,4.961695,4.961695,4.961695,62.0,64.0,0.170272,0.000982,0.16929,67.0,28.0,39.0,0.0,0.0,0.0,0.0,0.0,-0.0,42295.222656,4342.064453,37953.15625,0.0,0.0,13.301906,5.441689,7.658673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
29160.0,2706.0,26454.0,0.0,0.0,108.239998,615.20929,105344.0,31872.0,3.796689,1721542656.0,3.796689,0.0,3.796689,3.796689,3.796689,62.0,64.0,0.170272,0.000982,0.16929,68.0,25.0,43.0,0.0,0.0,0.0,0.0,0.0,-0.0,59919.578125,5474.243652,54445.332031,0.0,0.0,17.646955,6.321297,11.06227,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8464.0,2408.0,6056.0,0.0,0.0,120.400002,216.285721,105344.0,31872.0,3.690152,1721542656.0,3.690152,0.0,3.690152,3.690152,3.690152,62.0,64.0,0.170272,0.000982,0.16929,48.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,-0.0,17620.955078,4960.229492,12660.725586,0.0,0.0,12.736603,5.148839,7.316772,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
20318.0,3128.0,17190.0,0.0,0.0,111.714287,399.767456,105344.0,31872.0,4.443209,1721542656.0,4.443209,0.0,4.443209,4.443209,4.443209,62.0,64.0,0.170272,0.000982,0.16929,71.0,28.0,43.0,0.0,0.0,0.0,0.0,0.0,-0.0,35664.3125,5432.109863,30232.203125,0.0,0.0,15.754378,6.076689,9.452627,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
6798.0,2358.0,4440.0,0.0,0.0,112.285713,158.571426,105344.0,31872.0,4.134105,1721542656.0,4.134105,0.0,4.134105,4.134105,4.134105,62.0,64.0,0.170272,0.000982,0.16929,49.0,21.0,28.0,0.0,0.0,1.0,0.0,1.0,-0.0,12632.479492,4346.285156,8286.194336,2.0,0.0,11.610735,4.837806,6.531038,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
7176.0,2778.0,4398.0,0.0,0.0,111.120003,133.27272,105344.0,31872.0,4.845482,1721542656.0,4.845482,0.0,4.845482,4.845482,4.845482,62.0,64.0,0.170272,0.000982,0.16929,58.0,25.0,33.0,0.0,0.0,5.0,1.0,4.0,-0.0,11444.888672,4403.277344,7041.611328,7.936508,0.0,11.763535,4.953068,6.60409,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3900.0,1642.0,2258.0,0.0,0.0,126.307693,132.823532,105344.0,31872.0,3.487745,1721542656.0,3.487745,0.0,3.487745,3.487745,3.487745,62.0,64.0,0.170272,0.000982,0.16929,30.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,-0.0,8353.821289,3477.318359,4876.503418,0.0,0.0,8.314828,3.440619,4.587492,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3998.0,1320.0,2678.0,0.0,0.0,110.0,140.947372,105344.0,31872.0,4.631378,1721542656.0,4.631378,0.0,4.631378,4.631378,4.631378,62.0,64.0,0.170272,0.000982,0.16929,31.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,-0.0,6474.098633,2090.090576,4384.008301,0.0,0.0,6.477553,2.375103,3.886532,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
25486.0,1248.0,24238.0,0.0,0.0,104.0,969.52002,105344.0,31872.0,4.941775,1721542656.0,4.941775,0.0,4.941775,4.941775,4.941775,62.0,64.0,0.170272,0.000982,0.16929,37.0,12.0,25.0,0.0,0.0,4.0,1.0,3.0,-0.0,39521.023438,1851.966187,37669.058594,9.756098,0.0,7.284832,2.225921,4.856555,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
25166.0,1158.0,24008.0,0.0,0.0,105.272728,857.428589,105344.0,31872.0,1.468394,1721542656.0,1.468394,0.0,1.468394,1.468394,1.468394,62.0,64.0,0.170272,0.000982,0.16929,39.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,-0.0,131866.515625,5736.879883,126129.632812,0.0,0.0,25.878613,6.810161,18.387436,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
9968.0,3074.0,6894.0,0.0,0.0,122.959999,176.769226,105344.0,31872.0,4.948256,1721542656.0,4.948256,0.0,4.948256,4.948256,4.948256,62.0,64.0,0.170272,0.000982,0.16929,64.0,25.0,39.0,0.0,0.0,0.0,0.0,0.0,-0.0,15633.791016,4772.590332,10861.200195,0.0,0.0,12.731758,4.850194,7.679473,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
52836.0,3996.0,48840.0,0.0,0.0,105.157898,718.235291,105344.0,31872.0,4.475006,1721542656.0,4.475006,0.0,4.475006,4.475006,4.475006,62.0,64.0,0.170272,0.000982,0.16929,106.0,38.0,68.0,0.0,0.0,0.0,0.0,0.0,-0.0,92984.007812,6955.968262,86028.039062,0.0,0.0,23.463655,8.268146,14.972047,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
6530.0,2510.0,4020.0,0.0,0.0,109.130432,154.615387,105344.0,31872.0,4.699571,1721542656.0,4.699571,0.0,4.699571,4.699571,4.699571,62.0,64.0,0.170272,0.000982,0.16929,49.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,-0.0,10668.207031,4087.181396,6581.025879,0.0,0.0,10.213698,4.681278,5.319634,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
22004.0,2116.0,19888.0,0.0,0.0,105.800003,552.444458,105344.0,31872.0,4.892612,1721542656.0,4.892612,0.0,4.892612,4.892612,4.892612,62.0,64.0,0.170272,0.000982,0.16929,56.0,20.0,36.0,0.0,0.0,1.0,0.0,1.0,-0.0,34904.871094,3288.223145,31616.650391,1.754386,0.0,11.241439,3.883406,7.153643,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
10872.0,1408.0,9464.0,0.0,0.0,88.0,591.5,105344.0,31872.0,2.219084,1721542656.0,2.219084,0.0,2.219084,2.219084,2.219084,62.0,64.0,0.170272,0.000982,0.16929,32.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,-0.0,36746.691406,4758.720215,31987.972656,0.0,0.0,13.969728,6.759546,6.759546,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
198.0,132.0,66.0,0.0,0.0,66.0,66.0,105344.0,31872.0,0.185245,1721542656.0,0.185245,0.0,0.185245,0.185245,0.185245,62.0,64.0,0.170272,0.000982,0.16929,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,2850.279297,2850.279297,0.0,0.0,0.0,10.796513,5.398256,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4114.0,1750.0,2364.0,0.0,0.0,250.0,236.399994,64128.0,31872.0,4.455759,1721542656.0,4.455759,0.0,4.455759,4.455759,4.455759,62.0,64.0,0.362195,0.044579,0.317616,17.0,7.0,10.0,0.0,0.0,4.0,1.0,3.0,-0.0,6513.817383,2693.143799,3820.67334,19.047619,0.0,3.590858,1.346572,2.019858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0
1734.0,0.0,1734.0,0.0,0.0,0.0,578.0,91271.81546811397,31872.0,3.598136,1721542656.0,3.598136,0.0,3.598136,3.598136,3.598136,62.0,64.0,0.362195,0.044579,0.317616,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,-0.0,2570.219727,0.0,2570.219727,0.0,0.0,0.555843,0.0,0.555843,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0
656.0,78.0,578.0,0.0,0.0,78.0,578.0,64128.0,31872.0,0.0,1721542656.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.362195,0.044579,0.317616,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
5208.0,1728.0,3480.0,0.0,0.0,108.0,174.0,64128.0,31872.0,4.96031,1721542656.0,4.96031,0.0,4.96031,4.96031,4.96031,62.0,64.0,0.362195,0.044579,0.317616,36.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,-0.0,7944.664551,2612.73999,5331.924805,0.0,0.0,7.056011,3.024004,3.830406,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
2328.0,678.0,1650.0,0.0,0.0,135.600006,150.0,64128.0,31872.0,3.707541,1721542656.0,3.707541,0.0,3.707541,3.707541,3.707541,62.0,64.0,0.362195,0.044579,0.317616,16.0,5.0,11.0,0.0,0.0,4.0,1.0,3.0,-0.0,4408.3125,1171.666016,3236.646729,20.0,0.0,4.045808,1.078882,2.697206,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
1382.0,458.0,924.0,0.0,0.0,91.599998,154.0,64128.0,31872.0,4.831075,1721542656.0,4.831075,0.0,4.831075,4.831075,4.831075,62.0,64.0,0.362195,0.044579,0.317616,11.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,-0.0,1882.810669,607.732239,1275.078491,8.333333,0.0,2.069933,0.827973,1.034966,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
21632.0,1240.0,20392.0,0.0,0.0,88.571426,1019.599976,64128.0,31872.0,3.953803,1721542656.0,3.953803,0.0,3.953803,3.953803,3.953803,62.0,64.0,0.362195,0.044579,0.317616,34.0,14.0,20.0,0.0,0.0,1.0,0.0,1.0,-0.0,41529.636719,2330.92041,39198.714844,2.857143,0.0,8.346395,3.287974,4.8055,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
24602.0,1204.0,23398.0,0.0,0.0,100.333336,866.59259,64128.0,31872.0,3.910221,1721542656.0,3.910221,0.0,3.910221,3.910221,3.910221,62.0,64.0,0.362195,0.044579,0.317616,39.0,12.0,27.0,0.0,0.0,2.0,0.0,2.0,-0.0,48357.367188,2258.695801,46098.671875,4.878049,0.0,9.718121,2.81314,6.64924,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
2468.0,754.0,1714.0,0.0,0.0,107.714287,190.444443,64128.0,31872.0,4.827809,1721542656.0,4.827809,0.0,4.827809,4.827809,4.827809,62.0,64.0,0.362195,0.044579,0.317616,16.0,7.0,9.0,0.0,0.0,3.0,0.0,3.0,-0.0,3597.491211,1072.121948,2525.369141,15.789474,0.0,3.107,1.2428,1.657066,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
5300.0,1744.0,3556.0,0.0,0.0,109.0,197.555557,64128.0,31872.0,4.918033,1721542656.0,4.918033,0.0,4.918033,4.918033,4.918033,62.0,64.0,0.362195,0.044579,0.317616,34.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,-0.0,8123.572754,2659.599854,5463.973145,0.0,0.0,6.71,3.05,3.456666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
6722.0,2218.0,4504.0,0.0,0.0,105.619049,204.72728,64128.0,31872.0,4.701888,1721542656.0,4.701888,0.0,4.701888,4.701888,4.701888,62.0,64.0,0.362195,0.044579,0.317616,43.0,21.0,22.0,0.0,0.0,1.0,0.0,1.0,-0.0,10911.361328,3595.151611,7316.209961,2.272727,0.0,8.932582,4.253611,4.466291,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
4124.0,1478.0,2646.0,0.0,0.0,134.363632,155.647064,64128.0,31872.0,4.151151,1721542656.0,4.151151,0.0,4.151151,4.151151,4.151151,62.0,64.0,0.362195,0.044579,0.317616,28.0,11.0,17.0,0.0,0.0,2.0,0.0,2.0,-0.0,7390.721191,2590.125,4800.596191,6.666667,0.0,6.50422,2.40897,3.854352,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0
