AckDat,dTtl,Mean,StdDev,Dur,sTtl,TcpRtt,Max,Sum,Min,SynAck,IdleTime,label
0.8303349429281828,0.0,0.9691028259073844,0.0,0.9691028259073844,0.0,0.8759646148038591,0.9691028259073844,0.9691028259073844,0.9691028259073844,0.3517401599428137,0.0,Big
0.8303349429281828,0.0,0.3078336976805118,0.0,0.3078336976805118,0.0,0.8759646148038591,0.3078336976805118,0.3078336976805118,0.3078336976805118,0.3517401599428137,0.0,Big
0.8303349429281828,0.0,0.001500057002166,0.0,0.001500057002166,0.0,0.8759646148038591,0.001500057002166,0.001500057002166,0.001500057002166,0.3517401599428137,0.0,Big
0.8303349429281828,0.0,0.949430078342977,0.0,0.949430078342977,0.0,0.8759646148038591,0.949430078342977,0.949430078342977,0.949430078342977,0.3517401599428137,0.0,Big
0.8303349429281828,0.0,0.0,0.0,0.0,0.0,0.8759646148038591,0.0,0.0,0.0,0.3517401599428137,0.0,Big
0.1362619639617153,0.0,0.7758934839523902,0.0,0.7758934839523902,0.0,0.1519450099942448,0.7758934839523902,0.7758934839523902,0.7758934839523902,0.0971645147358858,0.0,Big
0.1362619639617153,0.0,0.0465917704872785,0.0,0.0465917704872785,0.0,0.1519450099942448,0.0465917704872785,0.0465917704872785,0.0465917704872785,0.0971645147358858,0.0,Big
0.1362619639617153,0.0,0.8083467171752526,0.0,0.8083467171752526,0.0,0.1519450099942448,0.8083467171752526,0.8083467171752526,0.8083467171752526,0.0971645147358858,0.0,Big
0.1362619639617153,0.0,0.0325722377450343,0.0,0.0325722377450343,0.0,0.1519450099942448,0.0325722377450343,0.0325722377450343,0.0325722377450343,0.0971645147358858,0.0,Big
0.1362619639617153,0.0,0.0075202857708592,0.0,0.0075202857708592,0.0,0.1519450099942448,0.0075202857708592,0.0075202857708592,0.0075202857708592,0.0971645147358858,0.0,Big
0.0,0.0,0.8537364419847955,0.0,0.8537364419847955,0.0,0.0224731269300031,0.8537364419847955,0.8537364419847955,0.8537364419847955,0.108162444712505,0.0,Big
0.2637767559143811,0.0,0.9709728969700848,0.0,0.9709728969700848,0.0,0.2775290390054024,0.9709728969700848,0.9709728969700848,0.9709728969700848,0.108162444712505,0.0,Big
0.2637767559143811,0.0,0.4561043319646147,0.0,0.4561043319646147,0.0,0.2775290390054024,0.4561043319646147,0.4561043319646147,0.4561043319646147,0.108162444712505,0.0,Big
0.2637767559143811,0.0,0.993128738892078,0.0,0.993128738892078,0.0,0.2775290390054024,0.993128738892078,0.993128738892078,0.993128738892078,0.108162444712505,0.0,Big
0.2637767559143811,0.0,0.0019990759648866,0.0,0.0019990759648866,0.0,0.2775290390054024,0.0019990759648866,0.0019990759648866,0.0019990759648866,0.108162444712505,0.0,Big
0.2637767559143811,0.0,0.0350703326726415,0.0,0.0350703326726415,0.0,0.2775290390054024,0.0350703326726415,0.0350703326726415,0.0350703326726415,0.108162444712505,0.0,Big
0.5057903814707794,0.0,0.3968890817851078,0.0,0.3968890817851078,0.0,0.523207997871195,0.3968890817851078,0.3968890817851078,0.3968890817851078,0.1643136904495971,0.0,Big
0.5057903814707794,0.0,0.749726489606605,0.0,0.749726489606605,0.0,0.523207997871195,0.749726489606605,0.749726489606605,0.749726489606605,0.1643136904495971,0.0,Big
0.5057903814707794,0.0,0.3347547206793858,0.0,0.3347547206793858,0.0,0.523207997871195,0.3347547206793858,0.3347547206793858,0.3347547206793858,0.1643136904495971,0.0,Big
0.4354802064633393,0.0,0.5045611733245864,0.0,0.5045611733245864,0.0,0.5777184036437222,0.5045611733245864,0.5045611733245864,0.5045611733245864,0.7538831553708917,0.0,Big
0.4354802064633393,0.0,0.0,0.0,0.0,0.0,0.5777184036437222,0.0,0.0,0.0,0.7538831553708917,0.0,Big
