pRetran,sMeanPktSz,SrcRetra,PCRatio,SrcWin,SrcLoss,DstRate,SrcLoad,Load,DstLoad,TcpRtt,Sum,AckDat,dTtl,Min,Max,pLoss,DstLoss,Loss,StdDev,Rate,SrcRate,IdleTime,Dur,SrcPkts,SrcGap,DstBytes,DstGap,sTtl,DstWin,TotPkts,DstPkts,Mean,SrcBytes,TotBytes,dMeanPktSz,DstRetra,SynAck,label
0.0,107.444443,0.0,-0.0,64128.0,0.0,79.779167,54888.066406,636893.0625,582005.0,0.061946,0.125346,0.060849,64.0,0.125346,0.125346,0.0,0.0,0.0,0.0,151.580414,63.823334,1721542656.0,0.125346,9.0,0.0,10030.0,0.0,62.0,31872.0,20.0,11.0,0.125346,967.0,10997.0,911.818176,0.0,0.001097,HTTP
0.0,123.0,0.0,-0.0,64128.0,0.0,42.592159,34925.570312,245217.25,210291.6875,0.060742,0.140871,0.060246,64.0,0.140871,0.140871,0.0,0.0,0.0,0.0,85.184319,35.493465,1721542656.0,0.140871,6.0,0.0,4320.0,0.0,62.0,31872.0,13.0,7.0,0.140871,738.0,5058.0,617.142883,0.0,0.000496,HTTP
0.0,113.714287,0.0,-0.0,64128.0,0.0,56.269192,43922.121094,330219.78125,286297.65625,0.060742,0.124402,0.060246,64.0,0.124402,0.124402,0.0,0.0,0.0,0.0,112.538383,48.230736,1721542656.0,0.124402,7.0,0.0,5088.0,0.0,62.0,31872.0,15.0,8.0,0.124402,796.0,5884.0,636.0,0.0,0.000496,HTTP
0.0,114.428574,0.0,-0.0,61568.0,0.0,49.690849,39014.417969,354480.34375,315465.90625,0.061258,0.140871,0.060265,64.0,0.140871,0.140871,0.0,0.0,0.0,0.0,99.381699,42.592159,1721542656.0,0.140871,7.0,0.0,6348.0,0.0,62.0,31872.0,15.0,8.0,0.140871,801.0,7149.0,793.5,0.0,0.000993,HTTP
0.0,103.666664,0.0,-0.0,60672.0,0.0,56.990204,47301.867188,432213.71875,384911.84375,0.060762,0.140375,0.060265,64.0,0.140375,0.140375,0.0,0.0,0.0,0.0,121.104179,56.990204,1721542656.0,0.140375,9.0,0.0,7598.0,0.0,62.0,31872.0,18.0,9.0,0.140375,933.0,8531.0,844.222229,0.0,0.000497,HTTP
0.0,115.428574,0.0,-0.0,60672.0,0.0,56.79277,39357.390625,378694.1875,339336.8125,0.061249,0.140863,0.060752,64.0,0.140863,0.140863,0.0,0.0,0.0,0.0,106.486443,42.594578,1721542656.0,0.140863,7.0,0.0,6721.0,0.0,62.0,31872.0,16.0,9.0,0.140863,808.0,7529.0,746.777771,0.0,0.000497,HTTP
0.0,121.833336,0.0,-0.0,63488.0,0.0,38.835205,31585.966797,238810.609375,207224.65625,0.061249,0.154499,0.059857,64.0,0.154499,0.154499,0.0,0.0,0.0,0.0,77.67041,32.362671,1721542656.0,0.154499,6.0,0.0,4668.0,0.0,62.0,31872.0,13.0,7.0,0.154499,731.0,5399.0,666.857117,0.0,0.001392,HTTP
0.0,114.571426,0.0,-0.0,61568.0,0.0,64.393051,44302.421875,497178.78125,452876.34375,0.061241,0.124237,0.059769,64.0,0.124237,0.124237,0.0,0.0,0.0,0.0,120.736977,48.294792,1721542656.0,0.124237,7.0,0.0,7912.0,0.0,62.0,31872.0,16.0,9.0,0.124237,802.0,8714.0,879.111084,0.0,0.001472,HTTP
0.0,114.14286,0.0,-0.0,61568.0,0.0,64.649078,44284.617188,435411.53125,391126.90625,0.060078,0.123745,0.059085,64.0,0.123745,0.123745,0.0,0.0,0.0,0.0,121.217018,48.486805,1721542656.0,0.123745,7.0,0.0,6806.0,0.0,62.0,31872.0,16.0,9.0,0.123745,799.0,7605.0,756.222229,0.0,0.000993,HTTP
0.0,122.833336,0.0,-0.0,62592.0,0.0,49.08337,40248.363281,298557.78125,258309.40625,0.059573,0.122241,0.058576,64.0,0.122241,0.122241,0.0,0.0,0.0,0.0,98.16674,40.902809,1721542656.0,0.122241,6.0,0.0,4604.0,0.0,62.0,31872.0,13.0,7.0,0.122241,737.0,5341.0,657.714294,0.0,0.000997,HTTP
0.0,114.571426,0.0,-0.0,63488.0,0.0,55.756458,43840.507812,361046.96875,317206.46875,0.06211,0.125546,0.061111,64.0,0.125546,0.125546,0.0,0.0,0.0,0.0,111.512917,47.791252,1721542656.0,0.125546,7.0,0.0,5689.0,0.0,62.0,31872.0,15.0,8.0,0.125546,802.0,6491.0,711.125,0.0,0.000999,HTTP
0.0,114.428574,0.0,-0.0,61568.0,0.0,55.978058,43950.773438,361906.15625,317955.375,0.061613,0.125049,0.061111,64.0,0.125049,0.125049,0.0,0.0,0.0,0.0,111.956116,47.981194,1721542656.0,0.125049,7.0,0.0,5679.0,0.0,62.0,31872.0,15.0,8.0,0.125049,801.0,6480.0,709.875,0.0,0.000502,HTTP
0.0,117.285713,0.0,-0.0,62592.0,0.0,43.522415,40853.039062,278485.40625,237632.375,0.060465,0.13786,0.059719,64.0,0.13786,0.13786,0.0,0.0,0.0,0.0,94.298561,43.522415,1721542656.0,0.13786,7.0,0.0,4777.0,0.0,62.0,31872.0,14.0,7.0,0.13786,821.0,5598.0,682.428589,0.0,0.000746,HTTP
0.0,122.833336,0.0,-0.0,62592.0,0.0,48.557045,39816.777344,248806.296875,208989.53125,0.061173,0.123566,0.060179,64.0,0.123566,0.123566,0.0,0.0,0.0,0.0,97.11409,40.464207,1721542656.0,0.123566,6.0,0.0,3766.0,0.0,62.0,31872.0,13.0,7.0,0.123566,737.0,4503.0,538.0,0.0,0.000994,HTTP
0.0,108.375,0.0,-0.0,64128.0,0.0,56.20594,48754.636719,359653.78125,310899.125,0.060479,0.124542,0.058989,64.0,0.124542,0.124542,0.0,0.0,0.0,0.0,120.441299,56.20594,1721542656.0,0.124542,8.0,0.0,5531.0,0.0,62.0,31872.0,16.0,8.0,0.124542,867.0,6398.0,691.375,0.0,0.00149,HTTP
0.0,114.714287,0.0,-0.0,61568.0,0.0,56.427494,44432.621094,341789.40625,297356.78125,0.060479,0.124053,0.058989,64.0,0.124053,0.124053,0.0,0.0,0.0,0.0,112.854988,48.366425,1721542656.0,0.124053,7.0,0.0,5269.0,0.0,62.0,31872.0,15.0,8.0,0.124053,803.0,6072.0,658.625,0.0,0.00149,HTTP
0.0,114.85714,0.0,-0.0,60672.0,0.0,65.027435,44868.929688,446998.5625,402129.65625,0.059425,0.123025,0.059425,64.0,0.123025,0.123025,0.0,0.0,0.0,0.0,121.926437,48.770576,1721542656.0,0.123025,7.0,0.0,6957.0,0.0,62.0,31872.0,16.0,9.0,0.123025,804.0,7761.0,773.0,0.0,0.0,HTTP
0.0,123.666664,0.0,-0.0,62592.0,0.0,48.770576,40251.980469,278057.3125,237805.328125,0.059425,0.123025,0.059425,64.0,0.123025,0.123025,0.0,0.0,0.0,0.0,97.541153,40.642147,1721542656.0,0.123025,6.0,0.0,4266.0,0.0,62.0,31872.0,13.0,7.0,0.123025,742.0,5008.0,609.428589,0.0,0.0,HTTP
0.0,115.14286,0.0,-0.0,60416.0,0.0,64.474533,44551.902344,475757.5625,431205.65625,0.061431,0.12408,0.060426,64.0,0.12408,0.12408,0.0,0.0,0.0,0.0,120.889748,48.3559,1721542656.0,0.12408,7.0,0.0,7523.0,0.0,62.0,31872.0,16.0,9.0,0.12408,806.0,8329.0,835.888916,0.0,0.001005,HTTP
0.0,122.333336,0.0,-0.0,62592.0,0.0,48.214458,39342.996094,311658.25,272315.25,0.060743,0.124444,0.059738,64.0,0.124444,0.124444,0.0,0.0,0.0,0.0,96.428917,40.178715,1721542656.0,0.124444,6.0,0.0,4941.0,0.0,62.0,31872.0,13.0,7.0,0.124444,734.0,5675.0,705.857117,0.0,0.001005,HTTP
0.0,122.333336,0.0,-0.0,64128.0,0.0,40.345356,39506.171875,172807.234375,133301.0625,0.059743,0.12393,0.058751,64.0,0.12393,0.12393,0.0,0.0,0.0,0.0,88.759781,40.345356,1721542656.0,0.12393,6.0,0.0,2478.0,0.0,62.0,31872.0,12.0,6.0,0.12393,734.0,3212.0,413.0,0.0,0.000992,HTTP
0.0,114.85714,0.0,-0.0,64128.0,0.0,56.713684,44722.789062,390384.59375,345661.8125,0.05924,0.123427,0.058253,64.0,0.123427,0.123427,0.0,0.0,0.0,0.0,113.427368,48.611729,1721542656.0,0.123427,7.0,0.0,6094.0,0.0,62.0,31872.0,15.0,8.0,0.123427,804.0,6898.0,761.75,0.0,0.000987,HTTP
0.0,122.833336,0.0,-0.0,63488.0,0.0,48.139797,39474.632812,266887.03125,227412.40625,0.060327,0.124637,0.059329,64.0,0.124637,0.124637,0.0,0.0,0.0,0.0,96.279594,40.116497,1721542656.0,0.124637,6.0,0.0,4133.0,0.0,62.0,31872.0,13.0,7.0,0.124637,737.0,4870.0,590.428589,0.0,0.000998,HTTP
0.0,107.875,0.0,-0.0,63488.0,0.0,55.946293,48337.597656,409718.6875,361381.0625,0.060312,0.12512,0.059824,64.0,0.12512,0.12512,0.0,0.0,0.0,0.0,119.884911,55.946293,1721542656.0,0.12512,8.0,0.0,6459.0,0.0,62.0,31872.0,16.0,8.0,0.12512,863.0,7322.0,807.375,0.0,0.000488,HTTP
0.0,114.428574,0.0,-0.0,64128.0,0.0,56.242516,44158.410156,339254.875,295096.4375,0.060722,0.124461,0.060213,64.0,0.124461,0.124461,0.0,0.0,0.0,0.0,112.485031,48.20787,1721542656.0,0.124461,7.0,0.0,5246.0,0.0,62.0,31872.0,15.0,8.0,0.124461,801.0,6047.0,655.75,0.0,0.000509,HTTP
0.0,123.5,0.0,-0.0,64128.0,0.0,32.253643,39865.503906,133852.609375,93987.117188,0.06224,0.124017,0.060723,64.0,0.124017,0.124017,0.0,0.0,0.0,0.0,80.634109,40.317055,1721542656.0,0.124017,6.0,0.0,1821.0,0.0,62.0,31872.0,11.0,5.0,0.124017,741.0,2562.0,364.200012,0.0,0.001517,HTTP
0.0,123.0,0.0,-0.0,62592.0,0.0,48.634975,39880.679688,243239.734375,203359.046875,0.060224,0.123368,0.05922,64.0,0.123368,0.123368,0.0,0.0,0.0,0.0,97.269951,40.529148,1721542656.0,0.123368,6.0,0.0,3658.0,0.0,62.0,31872.0,13.0,7.0,0.123368,738.0,4396.0,522.571411,0.0,0.001004,HTTP
0.0,122.333336,0.0,-0.0,62592.0,0.0,48.384754,39481.960938,279083.25,239601.296875,0.06072,0.124006,0.059716,64.0,0.124006,0.124006,0.0,0.0,0.0,0.0,96.769508,40.320629,1721542656.0,0.124006,6.0,0.0,4333.0,0.0,62.0,31872.0,13.0,7.0,0.124006,734.0,5067.0,619.0,0.0,0.001004,HTTP
0.0,115.0,0.0,-0.0,60672.0,0.0,63.911034,44098.613281,418809.0,374710.40625,0.060707,0.125174,0.059694,64.0,0.125174,0.125174,0.0,0.0,0.0,0.0,119.833191,47.933277,1721542656.0,0.125174,7.0,0.0,6595.0,0.0,62.0,31872.0,16.0,9.0,0.125174,805.0,7400.0,732.777771,0.0,0.001013,HTTP
0.0,121.666664,0.0,-0.0,64128.0,0.0,32.347279,39398.988281,109527.890625,70128.90625,0.059694,0.123658,0.059198,64.0,0.123658,0.123658,0.0,0.0,0.0,0.0,80.868202,40.434101,1721542656.0,0.123658,6.0,0.0,1355.0,0.0,62.0,31872.0,11.0,5.0,0.123658,730.0,2085.0,271.0,0.0,0.000496,HTTP
0.0,123.666664,0.0,-0.0,64128.0,0.0,32.266392,39945.792969,134357.25,94411.460938,0.061115,0.123968,0.060397,64.0,0.123968,0.123968,0.0,0.0,0.0,0.0,80.665977,40.332989,1721542656.0,0.123968,6.0,0.0,1828.0,0.0,62.0,31872.0,11.0,5.0,0.123968,742.0,2570.0,365.600006,0.0,0.000718,HTTP
0.0,115.0,0.0,-0.0,62592.0,0.0,53.806831,49502.285156,318464.71875,268962.4375,0.061559,0.11151,0.060566,64.0,0.11151,0.11151,0.0,0.0,0.0,0.0,116.581474,53.806831,1721542656.0,0.11151,7.0,0.0,4373.0,0.0,62.0,31872.0,14.0,7.0,0.11151,805.0,5178.0,624.714294,0.0,0.000993,HTTP
0.0,114.714287,0.0,-0.0,62592.0,0.0,48.029587,44123.179688,266404.09375,222280.921875,0.062278,0.124923,0.060775,64.0,0.124923,0.124923,0.0,0.0,0.0,0.0,104.064102,48.029587,1721542656.0,0.124923,7.0,0.0,4049.0,0.0,62.0,31872.0,14.0,7.0,0.124923,803.0,4852.0,578.428589,0.0,0.001503,HTTP
0.0,132.199997,0.0,-0.0,64128.0,0.0,32.436203,34317.5,78884.84375,44567.339844,0.059935,0.123319,0.059935,64.0,0.123319,0.123319,0.0,0.0,0.0,0.0,72.981453,32.436203,1721542656.0,0.123319,5.0,0.0,858.0,0.0,62.0,31872.0,10.0,5.0,0.123319,661.0,1519.0,171.600006,0.0,0.0,HTTP
0.0,130.333328,0.0,-0.0,64128.0,0.0,40.247601,41986.296875,186233.703125,144247.40625,0.061678,0.124231,0.061174,64.0,0.124231,0.124231,0.0,0.0,0.0,0.0,88.544724,40.247601,1721542656.0,0.124231,6.0,0.0,2687.0,0.0,62.0,31872.0,12.0,6.0,0.124231,782.0,3469.0,447.833344,0.0,0.000504,HTTP
0.0,86.666664,0.0,-0.0,70912.0,0.0,96.853867,63450.042969,968108.1875,904658.125,0.060976,0.185847,0.06047,64.0,0.185847,0.185847,0.0,0.0,0.0,0.0,193.707733,91.473091,1721542656.0,0.185847,18.0,0.0,22183.0,0.0,62.0,31872.0,37.0,19.0,0.185847,1560.0,23743.0,1167.526367,0.0,0.000506,HTTP
0.0,110.25,0.0,-0.0,60160.0,0.0,71.737152,49227.628906,533214.3125,483986.65625,0.06047,0.125458,0.059982,64.0,0.125458,0.125458,0.0,0.0,0.0,0.0,135.50351,55.795563,1721542656.0,0.125458,8.0,0.0,8433.0,0.0,62.0,31872.0,18.0,10.0,0.125458,882.0,9315.0,843.299988,0.0,0.000488,HTTP
0.0,94.333336,0.0,-0.0,56832.0,0.0,84.5765,54024.867188,771077.4375,717052.5625,0.06096,0.153707,0.060472,64.0,0.153707,0.153707,0.0,0.0,0.0,0.0,162.64711,71.564728,1721542656.0,0.153707,12.0,0.0,14836.0,0.0,62.0,31872.0,26.0,14.0,0.153707,1132.0,15968.0,1059.714233,0.0,0.000488,HTTP
0.0,114.428574,0.0,-0.0,62592.0,0.0,42.181931,38638.648438,226938.78125,188300.140625,0.061428,0.142241,0.060927,64.0,0.142241,0.142241,0.0,0.0,0.0,0.0,91.39418,42.181931,1721542656.0,0.142241,7.0,0.0,3905.0,0.0,62.0,31872.0,14.0,7.0,0.142241,801.0,4706.0,557.857117,0.0,0.000501,HTTP
0.0,122.666664,0.0,-0.0,64128.0,0.0,25.648752,31496.667969,86487.59375,54990.925781,0.061912,0.155953,0.061411,64.0,0.155953,0.155953,0.0,0.0,0.0,0.0,64.12188,32.06094,1721542656.0,0.155953,6.0,0.0,1339.0,0.0,62.0,31872.0,11.0,5.0,0.155953,736.0,2075.0,267.799988,0.0,0.000501,HTTP
0.0,100.199997,0.0,-0.0,63488.0,0.0,63.504562,45824.890625,549797.0625,503972.1875,0.061912,0.157469,0.061411,64.0,0.157469,0.157469,0.0,0.0,0.0,0.0,127.009125,57.154106,1721542656.0,0.157469,10.0,0.0,10912.0,0.0,62.0,31872.0,21.0,11.0,0.157469,1002.0,11914.0,992.0,0.0,0.000501,HTTP
0.0,72.85714,0.0,-0.0,185984.0,0.0,240.714539,100539.640625,2855550.0,2755010.25,0.061861,0.278338,0.059883,64.0,0.278338,0.278338,0.0,0.0,0.0,0.0,416.759491,172.452209,1721542656.0,0.278338,49.0,0.0,97283.0,0.0,62.0,31872.0,117.0,68.0,0.278338,3570.0,100853.0,1430.632324,0.0,0.001978,HTTP
0.0,97.36364,0.0,-0.0,64128.0,0.0,88.145264,62438.898438,733432.6875,670993.8125,0.061249,0.124794,0.060369,64.0,0.124794,0.124794,0.0,0.0,0.0,0.0,176.290527,80.132057,1721542656.0,0.124794,11.0,0.0,11418.0,0.0,62.0,31872.0,23.0,12.0,0.124794,1071.0,12489.0,951.5,0.0,0.00088,HTTP
0.0,75.771431,0.0,-0.0,113408.0,0.0,205.275162,82979.46875,2382834.25,2299854.75,0.062165,0.248447,0.061657,64.0,0.248447,0.248447,0.0,0.0,0.0,0.0,346.150299,136.850113,1721542656.0,0.248447,35.0,0.0,72824.0,0.0,62.0,31872.0,87.0,52.0,0.248447,2652.0,75476.0,1400.461548,0.0,0.000508,HTTP
0.0,64.0,0.0,-0.0,8222720.0,0.0,0.0,8304.003906,8304.003906,0.0,0.001015,0.061657,0.0,64.0,0.061657,0.061657,0.0,0.0,0.0,0.0,32.437515,16.218758,1721542656.0,0.061657,2.0,0.0,74.0,0.0,62.0,4077568.0,3.0,1.0,0.061657,128.0,202.0,74.0,0.0,0.001015,HTTP
0.0,118.14286,0.0,-0.0,64128.0,0.0,48.277695,45638.515625,257287.921875,211649.40625,0.061011,0.124281,0.060017,64.0,0.124281,0.124281,0.0,0.0,0.0,0.0,104.601669,48.277695,1721542656.0,0.124281,7.0,0.0,3835.0,0.0,62.0,31872.0,14.0,7.0,0.124281,827.0,4662.0,547.857117,0.0,0.000994,HTTP
0.0,113.14286,0.0,-0.0,64256.0,0.0,32.185131,43707.40625,131701.546875,87994.148438,0.061011,0.124281,0.060017,64.0,0.124281,0.124281,0.0,0.0,0.0,0.0,88.509109,48.277695,1721542656.0,0.124281,7.0,0.0,1708.0,0.0,62.0,31872.0,12.0,5.0,0.124281,792.0,2500.0,341.600006,0.0,0.000994,HTTP
0.0,127.333336,0.0,-0.0,63488.0,0.0,40.68911,41470.34375,159436.21875,117965.867188,0.060514,0.122883,0.060017,64.0,0.122883,0.122883,0.0,0.0,0.0,0.0,89.516045,40.68911,1721542656.0,0.122883,6.0,0.0,2174.0,0.0,62.0,31872.0,12.0,6.0,0.122883,764.0,2938.0,362.333344,0.0,0.000497,HTTP
0.0,77.944443,0.0,-0.0,138624.0,0.0,186.186478,82955.578125,2139883.0,2056927.375,0.060961,0.263177,0.06046,64.0,0.263177,0.263177,0.0,0.0,0.0,0.0,322.976532,132.990341,1721542656.0,0.263177,36.0,0.0,69047.0,0.0,62.0,31872.0,86.0,50.0,0.263177,2806.0,71853.0,1380.939941,0.0,0.000501,HTTP
0.0,76.261902,0.0,-0.0,143744.0,0.0,192.988098,94662.554688,2243051.5,2148389.0,0.061168,0.264265,0.060136,64.0,0.264265,0.264265,0.0,0.0,0.0,0.0,351.919464,155.147293,1721542656.0,0.264265,42.0,0.0,72359.0,0.0,62.0,31872.0,94.0,52.0,0.264265,3203.0,75562.0,1391.519287,0.0,0.001032,HTTP
0.0,127.0,0.0,-0.0,64128.0,0.0,31.428009,39913.570312,125837.75,85924.179688,0.060136,0.127275,0.059634,64.0,0.127275,0.127275,0.0,0.0,0.0,0.0,78.570023,39.285011,1721542656.0,0.127275,6.0,0.0,1708.0,0.0,62.0,31872.0,11.0,5.0,0.127275,762.0,2470.0,341.600006,0.0,0.000502,HTTP
0.0,76.08889,0.0,-0.0,168960.0,0.0,218.382828,95887.960938,2576946.0,2481058.0,0.059757,0.279326,0.059757,64.0,0.279326,0.279326,0.0,0.0,0.0,0.0,379.484924,157.522034,1721542656.0,0.279326,45.0,0.0,88048.0,0.0,62.0,31872.0,107.0,62.0,0.279326,3424.0,91472.0,1420.129028,0.0,0.0,HTTP
0.0,73.4375,0.0,-0.0,178688.0,0.0,260.60611,99956.929688,3090354.25,2990397.25,0.059193,0.276279,0.058195,64.0,0.276279,0.276279,0.0,0.0,0.0,0.0,434.343536,170.117889,1721542656.0,0.276279,48.0,0.0,104707.0,0.0,62.0,31872.0,121.0,73.0,0.276279,3525.0,108232.0,1434.342407,0.0,0.000998,HTTP
0.0,129.0,0.0,-0.0,64128.0,0.0,40.127445,41411.523438,218229.09375,176817.5625,0.061655,0.124603,0.060407,64.0,0.124603,0.124603,0.0,0.0,0.0,0.0,88.280373,40.127445,1721542656.0,0.124603,6.0,0.0,3304.0,0.0,62.0,31872.0,12.0,6.0,0.124603,774.0,4078.0,550.666687,0.0,0.001248,HTTP
0.0,117.0,0.0,-0.0,63488.0,0.0,48.378902,37735.542969,267567.59375,229832.046875,0.062016,0.124021,0.061191,64.0,0.124021,0.124021,0.0,0.0,0.0,0.0,96.757805,40.315754,1721542656.0,0.124021,6.0,0.0,4156.0,0.0,62.0,31872.0,13.0,7.0,0.124021,702.0,4858.0,593.714294,0.0,0.000825,HTTP
0.0,108.85714,0.0,-0.0,62592.0,0.0,48.378902,42186.402344,239894.859375,197708.453125,0.062016,0.124021,0.061191,64.0,0.124021,0.124021,0.0,0.0,0.0,0.0,104.820953,48.378902,1721542656.0,0.124021,7.0,0.0,3575.0,0.0,62.0,31872.0,14.0,7.0,0.124021,762.0,4337.0,510.714294,0.0,0.000825,HTTP
0.0,116.0,0.0,-0.0,63488.0,0.0,35.685993,33116.601562,173747.953125,140631.359375,0.062016,0.140111,0.061191,64.0,0.140111,0.140111,0.0,0.0,0.0,0.0,78.509186,35.685993,1721542656.0,0.140111,6.0,0.0,2955.0,0.0,62.0,31872.0,12.0,6.0,0.140111,696.0,3651.0,492.5,0.0,0.000825,HTTP
0.0,116.166664,0.0,-0.0,63488.0,0.0,35.81636,33294.890625,132148.046875,98853.15625,0.06302,0.139601,0.061344,64.0,0.139601,0.139601,0.0,0.0,0.0,0.0,78.79599,35.81636,1721542656.0,0.139601,6.0,0.0,2070.0,0.0,62.0,31872.0,12.0,6.0,0.139601,697.0,2767.0,345.0,0.0,0.001676,HTTP
0.0,116.666664,0.0,-0.0,64128.0,0.0,35.437618,33112.910156,179682.890625,146569.984375,0.06302,0.141093,0.061344,64.0,0.141093,0.141093,0.0,0.0,0.0,0.0,77.962761,35.437618,1721542656.0,0.141093,6.0,0.0,3101.0,0.0,62.0,31872.0,12.0,6.0,0.141093,700.0,3801.0,516.833313,0.0,0.001676,HTTP
0.0,116.5,0.0,-0.0,63488.0,0.0,35.897362,33485.058594,187068.34375,153583.28125,0.062195,0.139286,0.061344,64.0,0.139286,0.139286,0.0,0.0,0.0,0.0,78.974197,35.897362,1721542656.0,0.139286,6.0,0.0,3208.0,0.0,62.0,31872.0,12.0,6.0,0.139286,699.0,3907.0,534.666687,0.0,0.000851,HTTP
0.0,117.0,0.0,-0.0,64128.0,0.0,40.714622,38108.886719,211781.1875,173672.296875,0.06034,0.122806,0.05935,64.0,0.122806,0.122806,0.0,0.0,0.0,0.0,89.572174,40.714622,1721542656.0,0.122806,6.0,0.0,3199.0,0.0,62.0,31872.0,12.0,6.0,0.122806,702.0,3901.0,533.166687,0.0,0.00099,HTTP
0.0,91.0,0.0,-0.0,63488.0,0.0,79.207924,57663.371094,711431.1875,653767.8125,0.06034,0.138875,0.05935,64.0,0.138875,0.138875,0.0,0.0,0.0,0.0,165.616577,79.207924,1721542656.0,0.138875,12.0,0.0,12380.0,0.0,62.0,31872.0,24.0,12.0,0.138875,1092.0,13472.0,1031.666626,0.0,0.00099,HTTP
0.0,116.666664,0.0,-0.0,64128.0,0.0,32.310436,37738.589844,135316.109375,97577.523438,0.061075,0.123799,0.060565,64.0,0.123799,0.123799,0.0,0.0,0.0,0.0,80.776093,40.388046,1721542656.0,0.123799,6.0,0.0,1887.0,0.0,62.0,31872.0,11.0,5.0,0.123799,700.0,2587.0,377.399994,0.0,0.00051,HTTP
