pRetran,sMeanPktSz,SrcRetra,PCRatio,SrcWin,SrcLoss,DstRate,SrcLoad,Load,DstLoad,TcpRtt,Sum,AckDat,dTtl,Min,Max,pLoss,DstLoss,Loss,StdDev,Rate,SrcRate,IdleTime,Dur,SrcPkts,SrcGap,DstBytes,DstGap,sTtl,DstWin,TotPkts,DstPkts,Mean,SrcBytes,TotBytes,dMeanPktSz,DstRetra,SynAck,label
0.0,126.199997,0.0,-0.0,64128.0,0.0,32.444096,32768.535156,77736.054688,44967.515625,0.060565,0.123289,0.059583,64.0,0.123289,0.123289,0.0,0.0,0.0,0.0,72.999214,32.444096,1721542656.0,0.123289,5.0,0.0,866.0,0.0,62.0,31872.0,10.0,5.0,0.123289,631.0,1497.0,173.199997,0.0,0.000982,HTTP
0.0,108.300003,0.0,-0.0,58752.0,0.0,79.492516,62004.164062,646687.5625,584683.375,0.061297,0.125798,0.060303,64.0,0.125798,0.125798,0.0,0.0,0.0,0.0,158.985031,71.543266,1721542656.0,0.125798,10.0,0.0,10113.0,0.0,62.0,31872.0,21.0,11.0,0.125798,1083.0,11196.0,919.363647,0.0,0.000994,HTTP
0.0,68.995819,0.0,-0.0,2293888.0,0.0,561.175842,173134.796875,6950509.5,6777374.5,0.061297,2.282707,0.060303,64.0,2.282707,2.282707,2.772374,57.0,57.0,0.0,875.276611,313.662689,1721542656.0,2.282707,717.0,0.0,1935354.0,0.0,62.0,31872.0,1999.0,1282.0,2.282707,49470.0,1984824.0,1509.636475,0.0,0.000994,HTTP
0.0,99.333336,0.0,-0.0,58752.0,0.0,80.669235,51305.632812,629542.6875,578237.0625,0.059676,0.123963,0.059676,64.0,0.123963,0.123963,0.0,0.0,0.0,0.0,153.271545,64.535385,1721542656.0,0.123963,9.0,0.0,9856.0,0.0,62.0,31872.0,20.0,11.0,0.123963,894.0,10750.0,896.0,0.0,0.0,HTTP
0.0,115.428574,0.0,-0.0,64128.0,0.0,18.525095,17117.1875,122487.921875,105370.734375,0.138795,0.323885,0.136497,64.0,0.323885,0.323885,0.0,0.0,0.0,0.0,40.137703,18.525095,1721542656.0,0.323885,7.0,0.0,4976.0,0.0,62.0,31872.0,14.0,7.0,0.323885,808.0,5784.0,710.857117,0.0,0.002298,HTTP
0.0,109.428574,0.0,-0.0,63488.0,0.0,18.46921,16179.027344,106481.148438,90302.125,0.139295,0.324865,0.136997,64.0,0.324865,0.324865,0.0,0.0,0.0,0.0,40.016621,18.46921,1721542656.0,0.324865,7.0,0.0,4278.0,0.0,62.0,31872.0,14.0,7.0,0.324865,766.0,5044.0,611.142883,0.0,0.002298,HTTP
0.0,124.333336,0.0,-0.0,64128.0,0.0,14.447578,17972.787109,42793.726562,24820.939453,0.13683,0.276863,0.135824,64.0,0.276863,0.276863,0.0,0.0,0.0,0.0,36.118946,18.059473,1721542656.0,0.276863,6.0,0.0,1073.0,0.0,62.0,31872.0,11.0,5.0,0.276863,746.0,1819.0,214.600006,0.0,0.001006,HTTP
0.0,117.571426,0.0,-0.0,64128.0,0.0,16.267569,18375.845703,59994.796875,41618.949219,0.061291,0.30736,0.060794,64.0,0.30736,0.30736,13.333333,2.0,2.0,0.0,39.042168,19.521084,1721542656.0,0.30736,7.0,0.0,1918.0,0.0,62.0,31872.0,13.0,6.0,0.30736,823.0,2741.0,319.666656,0.0,0.000497,HTTP
0.0,81.954544,0.0,-0.0,93056.0,0.0,87.332008,44558.730469,959203.0,914644.25,0.121154,0.309165,0.11984,64.0,0.309165,0.309165,0.0,0.0,0.0,0.0,158.491425,67.924896,1721542656.0,0.309165,22.0,0.0,36656.0,0.0,62.0,31872.0,50.0,28.0,0.309165,1803.0,38459.0,1309.142822,0.0,0.001314,HTTP
0.0,73.840912,0.0,-0.0,159744.0,0.0,167.292984,78714.453125,1947265.625,1868551.125,0.074387,0.322787,0.073394,64.0,0.322787,0.322787,0.0,0.0,0.0,0.0,303.605804,133.214783,1721542656.0,0.322787,44.0,0.0,76789.0,0.0,62.0,31872.0,99.0,55.0,0.322787,3249.0,80038.0,1396.163696,0.0,0.000993,HTTP
