TotBytes,SrcBytes,DstBytes,SrcGap,DstGap,sMeanPktSz,dMeanPktSz,SrcWin,DstWin,Dur,IdleTime,Mean,StdDev,Sum,Min,Max,sTtl,dTtl,TcpRtt,SynAck,AckDat,TotPkts,SrcPkts,DstPkts,SrcRetra,DstRetra,Loss,SrcLoss,DstLoss,PCRatio,Load,SrcLoad,DstLoad,pLoss,pRetran,Rate,SrcRate,DstRate,Flgs_ e *      ,Flgs_ e d      ,Flgs_ e g      ,Flgs_ e s      ,Cause_Status,State_A_A,State_A_FA,State_A_FPA,State_A_PA,State_A_SA,State_FA_A,State_FA_FA,State_FA_FPA,State_FA_FSA,State_FA_PA,State_FA_R,State_FPA_FPA,State_FPA_FSPA,State_FRA_A,State_FRA_PA,State_FRPA_FPA,State_FRPA_PA,State_FRPA_SPA,State_FSPA_FSPA,State_FSPA_SPA,State_FSRPA_FSPA,State_FSRPA_SPA,State_PA_FPA,State_PA_FSPA,State_PA_PA,State_PA_R,State_PA_SPA,State_RA_,State_RA_PA,State_RPA_SPA,State_R_,State_R_A,State_R_SA,State_SA_SA,State_SPA_FSPA,State_SPA_SPA,State_SRPA_SPA,State_SR_SA,State_S_SA,State__A,State__FA,State__FPA,State__PA,State__SA,TcpOpt_MwsS  T,label
0.0019793265800433,0.023925082446643,0.0015222019570177,0.0,0.0,0.2738604102564103,0.2416336486129458,0.0024258549182252,0.0,0.1390348342090052,0.0,0.1390348342090052,0.0,0.1390348342090052,0.1390348342090052,0.1390348342090052,1.0,0.0,0.0844790713986095,0.0025439203425188,0.0839309842335858,0.0079883805374001,0.0123203285420944,0.006276150627615,0.0,0.0,0.0,0.0,0.0,0.0,0.0019408245196733,0.0106294937619591,0.0014373569082442,0.0,0.0,0.0098501089477974,0.0044773219660442,0.0059457874916439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.00090668121347,0.0205649928442536,0.0005034708978564,0.0,0.0,0.2824786260683761,0.0959048857331572,0.0024415055951169,0.0,0.1246887481324888,0.0,0.1246887481324888,0.0,0.1246887481324888,0.1246887481324888,0.1246887481324888,1.0,0.0,0.0857003362604264,0.0025491226336078,0.0851526850559957,0.0065359477124183,0.0102669404517453,0.0052301255230125,0.0,0.0,0.0,0.0,0.0,0.0,0.0009721490566826,0.0097815255094593,0.0005088455923296,0.0,0.0,0.0089864301519687,0.0039939687627638,0.0053039048100083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9646945273320516,0.9156555285918736,0.9631925325418343,0.0,0.0,0.1541341965811966,0.9971526334214004,0.2123796854213945,0.0,0.9899699398196388,0.0,0.9899699398196388,0.0,0.9899699398196388,0.9899699398196388,0.9899699398196388,1.0,0.0,0.0835273649972837,0.0,0.0836513841581076,0.9636891793754538,0.837782340862423,0.9623430962343096,0.0,0.0,0.0721649484536082,0.0,0.0721649484536082,0.0,0.1562833273890503,0.0683750148960504,0.1530447351161231,0.0194734211775459,0.0,0.1668863704912941,0.0511851960781237,0.15348167325095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.5373585988816465,0.8275154004106776,0.529462062843709,0.0,0.0,0.141025641025641,0.996599608322325,0.3791063463494796,0.0,0.6803370820224921,0.0,0.6803370820224921,0.0,0.6803370820224921,0.6803370820224921,0.6803370820224921,1.0,0.0,0.0835273649972837,0.0,0.0836513841581076,0.6594045025417574,0.8275154004106776,0.5292887029288702,0.0,0.0,0.0,0.0,0.0,0.0,0.1265657934940786,0.0899133168745485,0.1223070404918153,0.0,0.0,0.1661627446106402,0.0735654429622691,0.1227242044194741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0142375477572053,0.022773940638417,0.0140458671696752,0.0,0.0,0.3128205,0.8361129458388376,0.0024415055951169,0.0,0.8343520061120366,0.0,0.8343520061120366,0.0,0.8343520061120366,0.8343520061120366,0.8343520061120366,1.0,0.0,0.388371853145651,0.079007194768576,0.3680308303846773,0.0145243282498184,0.0102669404517453,0.0167364016736401,0.0,0.0,0.0103092783505154,0.0,0.0103092783505154,0.0,0.0025620618025068,0.0016192969055553,0.0024853635481685,0.1623188360347826,0.0,0.00298436986469,0.000596873923138,0.0029723841058312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0346076070077683,0.0302408064215045,0.0346479517888473,0.0,0.0,0.1483516538461538,1.0,0.0023632522106581,0.0,0.9996589979539878,0.0,0.9996589979539878,0.0,0.9996589979539878,0.9996589979539878,0.9996589979539878,1.0,0.0,0.388371853145651,0.079007194768576,0.3680308303846773,0.0334059549745824,0.028747433264887,0.0345188284518828,0.0,0.0,0.0360824742268041,0.0,0.0360824742268041,0.0,0.0053911479629054,0.0020826394149998,0.0052925031058696,0.2419753073975308,0.0,0.0057289880845129,0.0016190618878623,0.0052925030928827,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0787241437712089,0.0698151950718685,0.078745344974653,0.0,0.0,0.141025641025641,1.0,0.0181860865482432,0.0,0.9856269137614826,0.0,0.9856269137614826,0.0,0.9856269137614826,0.9856269137614826,0.9856269137614826,1.0,0.0,0.388371853145651,0.079007194768576,0.3680308303846773,0.0784313725490196,0.0698151950718685,0.0784518828451882,0.0,0.0,0.0,0.0,0.0,0.0,0.0126544695134176,0.0050947577032574,0.0124131556356717,0.0,0.0,0.0136421613671466,0.0041684380848503,0.0124131561737826,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0827508150268297,0.0184804928131416,0.0839950346396299,0.0,0.0,0.141025641025641,1.0,0.0181860865482432,0.0,0.8713372280233682,0.0,0.8713372280233682,0.0,0.8713372280233682,0.8713372280233682,0.8713372280233682,1.0,0.0,0.388371853145651,0.079007194768576,0.3680308303846773,0.0639070442992011,0.0184804928131416,0.0836820083682008,0.0,0.0,0.0,0.0,0.0,0.0,0.0150562503262439,0.0013970947659709,0.0149900767238402,0.0,0.0,0.0125738523768707,0.00114307746617,0.0149900765108208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0092729069641687,0.0061601642710472,0.0093544338032857,0.0,0.0,0.141025641025641,0.8909511387054161,0.0172470459347366,0.0,0.2569255415532493,0.0,0.2569255415532493,0.0,0.2569255415532493,0.2569255415532493,0.2569255415532493,1.0,0.0,0.388371853145651,0.079007194768576,0.3680308303846773,0.008714596949891,0.0061601642710472,0.0104602510460251,0.0,0.0,0.0,0.0,0.0,0.0,0.0052165165905831,0.0011845267361589,0.0051604114190077,0.0,0.0,0.0058149489860409,0.0009691581850901,0.0057915961397872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0110733459529573,0.0187916122207703,0.0109085361202227,0.0,0.0,0.4301994188034188,0.7992073976221928,0.0024571562720087,0.0,0.9303425820554924,0.0,0.9303425820554924,0.0,0.9303425820554924,0.9303425820554924,0.9303425820554924,1.0,0.0,0.3604670512917489,0.1271491965061413,0.3273386893505427,0.0108932461873638,0.0061601642710472,0.0135983263598326,0.0,0.0,0.0,0.0,0.0,0.0,0.0017516623238228,0.0009987121711287,0.0017043581244789,0.0,0.0,0.0020073371790057,0.0002676449987007,0.0021325605584695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
