dMeanPktSz,DstLoad,Rate,pRetran,State_A_A,SrcRetra,State__A,sTtl,Max,DstPkts,State_SPA_SPA,DstGap,TotBytes,DstWin,StdDev,Min,SynAck,AckDat,pLoss,Cause_Status,dTtl,SrcGap,State_PA_A,IdleTime,Flgs_ e g      ,Load,Cause_Start,SrcRate,SrcBytes,TotPkts,State__SA,TcpOpt_MwsS  T,Loss,DstBytes,SrcWin,Mean,State_FA_FA,PCRatio,State_PA_PA,Sum,Flgs_ e d      ,State_S_SA,sMeanPktSz,DstRetra,TcpRtt,State_A_PA,State__PA,DstLoss,Dur,Flgs_ e *      ,SrcPkts,SrcLoss,Flgs_ e s      ,DstRate,SrcLoad,label
0.0488771466314399,0.0,0.0292418344571661,0.0,0.0,0.0,0.0,0.3333333333333321,0.0051403084185051,0.0052631578947368,0.0,0.5099775729866135,0.0003238632056944,1.0,0.0,0.0051403084185051,0.0003614192667407,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0010635851443026,0.004,0.0,0.0,0.0,0.0002572481401654,1.0,0.0051403084185051,0.0,0.0,0.0,0.0051403084185051,0.0,1.0,0.0488771466314399,0.0,0.0003330316179181,0.0,0.0,0.0,0.0051403084185051,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,HTTP
0.7258183064729195,0.0122630571049136,0.0197325752375595,0.0,0.0,0.0,0.0,0.3333333333333321,0.0761745704742284,0.0473684210526315,0.0,0.5099775729866135,0.0356008351536283,0.0078164239075841,0.0,0.0761745704742284,0.0003614192667407,0.1849023432742957,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0125925591894185,0.0,0.002862019125227,0.007143267793492,0.0399999999999999,0.0,0.0,0.0,0.0343808663004936,0.0078144458281444,0.0761745704742284,0.0,0.0,0.0,0.0761745704742284,0.0,0.0,0.1641347424042272,0.0,0.1085462781125012,0.0,0.0,0.0,0.0761745704742284,0.0,0.0208333333333333,0.0,0.0,0.0168045156319999,0.0107976174437816,HTTP
0.0435931307793923,0.0,0.115872378760751,0.0,0.0,0.0,0.0,0.3333333333333321,0.0090805448326899,0.0052631578947368,0.0,0.5099775729866135,0.0016330974414806,0.0078164239075841,0.0,0.0090805448326899,0.0003614192667407,0.1849023432742957,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0046269075052294,0.0,0.1440528704613127,0.0066402207657813,0.028,0.0,0.0,0.0,0.0002294375304178,0.0071450809464508,0.0090805448326899,0.0,0.0,0.0,0.0090805448326899,0.0,0.0,0.0435931307793923,0.0,0.1085462781125012,0.0,0.0,0.0,0.0090805448326899,0.0,0.0729166666666666,0.0,0.0,0.0,0.1440528589708484,HTTP
0.0488771466314399,0.0,0.0151362573602359,0.0,0.0,0.0,0.0,0.3333333333333321,0.0099305958357501,0.0052631578947368,0.0,0.5099775729866135,0.0003238632056944,1.0,0.0,0.0099305958357501,0.0006982282721276,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0010635851443026,0.004,0.0,0.0,0.0,0.0002572481401654,1.0,0.0099305958357501,0.0,0.0,0.0,0.0099305958357501,0.0,1.0,0.0488771466314399,0.0,0.0006433859855889,0.0,0.0,0.0,0.0099305958357501,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,HTTP
0.5521796565389696,0.008341681938911,0.0211744110049712,0.0,0.0,0.0,0.0,0.3333333333333321,0.0425925555533331,0.0263157894736842,0.0,0.5099775729866135,0.0158210621335005,0.0078164239075841,0.0,0.0425925555533331,0.0006982282721276,0.1683158670867718,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0089103092548134,0.0,0.0051185723179397,0.0066977118546625,0.024,0.0,0.0,0.0,0.0145310435931307,0.0078144458281444,0.0425925555533331,0.0,0.0,0.0,0.0425925555533331,0.0,0.0,0.153896961690885,0.0,0.0991494735314374,0.0,0.0,0.0,0.0425925555533331,0.0,0.0208333333333333,0.0,0.0,0.0150270009759999,0.0180701107080771,HTTP
0.0435931307793923,0.0,0.0041583355367522,0.0,0.0,0.0,0.0,0.3333333333333321,0.1445886753205192,0.0052631578947368,0.0,0.5099775729866135,0.000950917497571,0.0078164239075841,0.0,0.1445886753205192,0.0006982282721276,0.1683158670867718,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0001452909198331,0.0,0.0045234475426597,0.0037944118661607,0.016,0.0,0.0,0.0,0.0002294375304178,0.0077988792029887,0.1445886753205192,0.0,0.0,0.0,0.1445886753205192,0.0,0.0,0.0435931307793923,0.0,0.0991494735314374,0.0,0.0,0.0,0.1445886753205192,0.0,0.0416666666666666,0.0,0.0,0.0,0.0045234473264942,HTTP
0.0488771466314399,0.0,0.0302420578253259,0.0,0.0,0.0,0.0,0.3333333333333321,0.004970298217893,0.0052631578947368,0.0,0.5099775729866135,0.0003238632056944,1.0,0.0,0.004970298217893,0.000349465711226,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0010635851443026,0.004,0.0,0.0,0.0,0.0002572481401654,1.0,0.004970298217893,0.0,0.0,0.0,0.004970298217893,0.0,1.0,0.0488771466314399,0.0,0.0003220169535122,0.0,0.0,0.0,0.004970298217893,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,HTTP
0.7333459491413474,0.0109631693227091,0.0186249123620828,0.0,0.0,0.0,0.0,0.3333333333333321,0.0645638738324299,0.0368421052631578,0.0,0.5099775729866135,0.028189880308428,0.0078164239075841,0.0,0.0645638738324299,0.000349465711226,0.1870157849404272,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0113289391876327,0.0,0.003376704187685,0.0066689663102219,0.032,0.0,0.0,0.0,0.0270180073698115,0.0078144458281444,0.0645638738324299,0.0,0.0,0.0,0.0645638738324299,0.0,0.0,0.1532364597093791,0.0,0.109772145468729,0.0,0.0,0.0,0.0645638738324299,0.0,0.0208333333333333,0.0,0.0,0.0148698886719999,0.0118696262278602,HTTP
0.0488771466314399,0.0,0.0250505045343492,0.0,0.0,0.0,0.0,0.3333333333333321,0.0060003600216012,0.0052631578947368,0.0,0.5099775729866135,0.0003238632056944,1.0,0.0,0.0060003600216012,0.000421890194639,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0010635851443026,0.004,0.0,0.0,0.0,0.0002572481401654,1.0,0.0060003600216012,0.0,0.0,0.0,0.0060003600216012,0.0,1.0,0.0488771466314399,0.0,0.000388752861383,0.0,0.0,0.0,0.0060003600216012,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,HTTP
0.0488771466314399,0.0,0.0250505045343492,0.0,0.0,0.0,0.0,0.3333333333333321,0.0060003600216012,0.0052631578947368,0.0,0.5099775729866135,0.0003238632056944,1.0,0.0,0.0060003600216012,0.000421890194639,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0010635851443026,0.004,0.0,0.0,0.0,0.0002572481401654,1.0,0.0060003600216012,0.0,0.0,0.0,0.0060003600216012,0.0,1.0,0.0488771466314399,0.0,0.000388752861383,0.0,0.0,0.0,0.0060003600216012,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,HTTP
0.0488771466314399,0.0,0.0298813195340174,0.0,0.0,0.0,0.0,0.3333333333333321,0.005030301818109,0.0052631578947368,0.0,0.5099775729866135,0.0003238632056944,1.0,0.0,0.005030301818109,0.0003536846131723,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0010635851443026,0.004,0.0,0.0,0.0,0.0002572481401654,1.0,0.005030301818109,0.0,0.0,0.0,0.005030301818109,0.0,1.0,0.0488771466314399,0.0,0.0003259044821261,0.0,0.0,0.0,0.005030301818109,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,HTTP
0.0488771466314399,0.0,0.0149406597745238,0.0,0.0,0.0,0.0,0.3333333333333321,0.0100606036362181,0.0052631578947368,0.0,0.5099775729866135,0.0003238632056944,1.0,0.0,0.0100606036362181,0.0007073692263447,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0010635851443026,0.004,0.0,0.0,0.0,0.0002572481401654,1.0,0.0100606036362181,0.0,0.0,0.0,0.0100606036362181,0.0,1.0,0.0488771466314399,0.0,0.0006518089642522,0.0,0.0,0.0,0.0100606036362181,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,HTTP
0.0488771466314399,0.0,0.0298813195340174,0.0,0.0,0.0,0.0,0.3333333333333321,0.005030301818109,0.0052631578947368,0.0,0.5099775729866135,0.0003238632056944,1.0,0.0,0.005030301818109,0.0003536846131723,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0010635851443026,0.004,0.0,0.0,0.0,0.0002572481401654,1.0,0.005030301818109,0.0,0.0,0.0,0.005030301818109,0.0,1.0,0.0488771466314399,0.0,0.0003259044821261,0.0,0.0,0.0,0.005030301818109,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,HTTP
0.0435931307793923,0.0,0.0402957215066351,0.0,0.0,0.0,0.0,0.3333333333333321,0.0149208952537152,0.0052631578947368,0.0,0.5099775729866135,0.000950917497571,0.0078164239075841,0.0,0.0149208952537152,0.000349465711226,0.1870157849404272,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0014079196582055,0.0,0.0438337815114702,0.0037944118661607,0.016,0.0,0.0,0.0,0.0002294375304178,0.0073785803237858,0.0149208952537152,0.0,0.0,0.0,0.0149208952537152,0.0,0.0,0.0435931307793923,0.0,0.109772145468729,0.0,0.0,0.0,0.0149208952537152,0.0,0.0416666666666666,0.0,0.0,0.0,0.0438337813618591,HTTP
0.0488771466314399,0.0,0.0300606043410009,0.0,0.0,0.0,0.0,0.3333333333333321,0.005000300018001,0.0052631578947368,0.0,0.5099775729866135,0.0003238632056944,1.0,0.0,0.005000300018001,0.0003515751621992,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0010635851443026,0.004,0.0,0.0,0.0,0.0002572481401654,1.0,0.005000300018001,0.0,0.0,0.0,0.005000300018001,0.0,1.0,0.0488771466314399,0.0,0.0003239607178192,0.0,0.0,0.0,0.005000300018001,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,HTTP
0.5981505785997357,0.0047821304780876,0.0112041020177967,0.0,0.0,0.0,0.0,0.3333333333333321,0.0804948296897813,0.0263157894736842,0.0,0.5099775729866135,0.016995927592456,0.0078164239075841,0.0,0.0804948296897813,0.000421890194639,0.187508441588635,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0050785363043314,0.0,0.0027084110679476,0.0065971024491203,0.024,0.0,0.0,0.0,0.0157408051171521,0.0078144458281444,0.0804948296897813,0.0,0.0,0.0,0.0804948296897813,0.0,0.0,0.1515852047556142,0.0,0.1101272064154589,0.0,0.0,0.0,0.0804948296897813,0.0,0.0208333333333333,0.0,0.0,0.007951298336,0.0094384017943464,HTTP
0.6209662371202114,0.0066280624169986,0.0132982101930174,0.0,0.0,0.0,0.0,0.3333333333333321,0.0904254255255315,0.0368421052631578,0.0,0.5099775729866135,0.0241071367047263,0.0078164239075841,0.0,0.0904254255255315,0.000421890194639,0.188059774197191,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0068944359763213,0.0,0.0024109709238104,0.0067552029435437,0.032,0.0,0.0,0.0,0.0228777028436348,0.0078144458281444,0.0904254255255315,0.0,0.0,0.0,0.0904254255255315,0.0,0.0,0.1552179656538969,0.0,0.1104498712904068,0.0,0.0,0.0,0.0904254255255315,0.0,0.0208333333333333,0.0,0.0,0.010617120112,0.0085845175144003,HTTP
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333321,0.0,0.0,0.0,0.5099775729866135,4.134423902482721e-05,0.1991737604525071,0.0,0.0,0.0003536846131723,0.1875029061206776,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0009486029665401,0.0,0.0,0.0,0.0,0.0,0.0078144458281444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435931307793923,0.0,0.1100611184290237,0.0,0.0,0.0,0.0,0.0,0.0104166666666666,0.0,0.0,0.0,0.0,HTTP
0.68339935667107,0.0047695836653386,0.0091290340050725,0.0,0.0,0.0,0.0,0.3333333333333321,0.1152569154149249,0.031578947368421,0.0,0.5099775729866135,0.0227979024689401,0.0078164239075841,0.0,0.1152569154149249,0.0007073692263447,0.1869460380441642,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0049764147367805,0.0,0.0018915400666448,0.0066545935380016,0.028,0.0,0.0,0.0,0.0215810331641521,0.0078144458281444,0.1152569154149249,0.0,0.0,0.0,0.1152569154149249,0.0,0.0,0.1529062087186261,0.0,0.1100611184290237,0.0,0.0,0.0,0.1152569154149249,0.0,0.0208333333333333,0.0,0.0,0.006941431648,0.0066490495334387,HTTP
