two_step_accuracy,two_step_f1,two_step_precision,two_step_recall,direct_accuracy,direct_f1,direct_precision,direct_recall,level_accuracy,num_levels,num_labels
0.9671647222952344,0.9665328551736189,0.9672168849011961,0.9671647222952344,0.9652742675751632,0.9643894730988599,0.9656872467360934,0.9652742675751632,0.8523928910815018,3,5
