SrcRate,Sum,SrcWin,SrcLoss,DstRate,AckDat,Flgs_ e *      ,Loss,DstRetra,State_FPA_FPA,pLoss,Load,DstLoad,State_SPA_SPA,dTtl,State_PA_PA,DstBytes,SynAck,IdleTime,DstWin,TcpRtt,SrcGap,SrcLoad,Min,Mean,sTtl,State_A_PA,SrcPkts,SrcRetra,DstPkts,PCRatio,Cause_Status,DstGap,SrcBytes,TcpOpt_MwsS  T,Dur,Max,Rate,Flgs_ e d      ,State__PA,TotPkts,DstLoss,pRetran,sMeanPktSz,StdDev,TotBytes,dMeanPktSz,label
64.584877,0.123868,64128.0,0.0,80.731102,0.06007,0.0,0.0,0.0,0.0,0.0,644492.5,588949.5,0.0,64.0,0.0,10030.0,0.001677,1721542656.0,31872.0,0.061747,0.0,55542.996094,0.123868,0.123868,62.0,0.0,9.0,0.0,11.0,-0.0,0.0,0.0,967.0,0.0,0.123868,0.123868,153.389084,0.0,0.0,20.0,0.0,0.0,107.444443,0.0,10997.0,911.818176,HTTP
40.204559,0.124364,61440.0,0.0,48.245472,0.059958,0.0,0.0,0.0,0.0,0.0,277765.25,238203.96875,0.0,64.0,0.0,4320.0,0.001491,1721542656.0,31872.0,0.061449,0.0,39561.285156,0.124364,0.124364,62.0,0.0,6.0,0.0,7.0,-0.0,0.0,0.0,738.0,0.0,0.124364,0.124364,96.490944,0.0,0.0,13.0,0.0,0.0,123.0,0.0,5058.0,617.142883,HTTP
56.511768,0.123868,64128.0,0.0,56.511768,0.059958,0.0,0.0,0.0,0.0,0.0,336293.46875,287531.875,0.0,64.0,0.0,5088.0,0.000995,1721542656.0,31872.0,0.060953,0.0,48761.582031,0.123868,0.123868,62.0,0.0,8.0,0.0,8.0,-0.0,0.0,0.0,862.0,0.0,0.123868,0.123868,121.096649,0.0,0.0,16.0,0.0,0.0,107.75,0.0,5950.0,636.0,HTTP
38.774967,0.154739,64128.0,0.0,45.237461,0.060454,0.0,0.0,0.0,0.0,0.0,322711.125,287193.25,0.0,64.0,0.0,6348.0,0.000995,1721542656.0,31872.0,0.061449,0.0,35517.871094,0.154739,0.154739,62.0,0.0,7.0,0.0,8.0,-0.0,0.0,0.0,801.0,0.0,0.154739,0.154739,90.474922,0.0,0.0,15.0,0.0,0.0,114.428574,0.0,7149.0,793.5,HTTP
38.774967,0.154739,60672.0,0.0,51.699955,0.060454,0.0,0.0,0.0,0.0,0.0,384699.375,349181.5,0.0,64.0,0.0,7598.0,0.000995,1721542656.0,31872.0,0.061449,0.0,35517.871094,0.154739,0.154739,62.0,0.0,7.0,0.0,9.0,-0.0,0.0,0.0,801.0,0.0,0.154739,0.154739,96.937416,0.0,0.0,16.0,0.0,0.0,114.428574,0.0,8399.0,844.222229,HTTP
45.237461,0.154739,60672.0,0.0,51.699955,0.060454,0.0,0.0,0.0,0.0,0.0,348457.71875,308907.25,0.0,64.0,0.0,6721.0,0.000995,1721542656.0,31872.0,0.061449,0.0,39550.46875,0.154739,0.154739,62.0,0.0,8.0,0.0,9.0,-0.0,0.0,0.0,874.0,0.0,0.154739,0.154739,103.39991,0.0,0.0,17.0,0.0,0.0,109.25,0.0,7595.0,746.777771,HTTP
29.359951,0.1703,62592.0,0.0,35.231941,0.060454,0.0,0.0,0.0,0.0,0.0,216652.953125,187997.640625,0.0,64.0,0.0,4668.0,0.000995,1721542656.0,31872.0,0.061449,0.0,28655.3125,0.1703,0.1703,62.0,0.0,6.0,0.0,7.0,-0.0,0.0,0.0,731.0,0.0,0.1703,0.1703,70.463882,0.0,0.0,13.0,0.0,0.0,121.833336,0.0,5399.0,666.857117,HTTP
50.48101,0.138666,60672.0,0.0,57.692585,0.061382,0.0,0.0,0.0,0.0,0.0,449598.3125,405751.9375,0.0,64.0,0.0,7912.0,0.0,1721542656.0,31872.0,0.061382,0.0,43846.363281,0.138666,0.138666,62.0,0.0,8.0,0.0,9.0,-0.0,0.0,0.0,868.0,0.0,0.138666,0.138666,115.38517,0.0,0.0,17.0,0.0,0.0,108.5,0.0,8780.0,879.111084,HTTP
45.541191,0.153707,62592.0,0.0,52.047077,0.075045,0.0,0.0,0.0,0.0,0.0,354284.46875,314884.8125,0.0,64.0,0.0,6806.0,0.000658,1721542656.0,31872.0,0.075703,0.0,39399.636719,0.153707,0.153707,62.0,0.0,8.0,0.0,9.0,-0.0,0.0,0.0,865.0,0.0,0.153707,0.153707,104.094154,0.0,0.0,17.0,0.0,0.0,108.125,0.0,7671.0,756.222229,HTTP
35.955444,0.139061,62592.0,0.0,43.14653,0.061467,0.0,0.0,0.0,0.0,0.0,262445.96875,227065.8125,0.0,64.0,0.0,4604.0,0.000994,1721542656.0,31872.0,0.062461,0.0,35380.15625,0.139061,0.139061,62.0,0.0,6.0,0.0,7.0,-0.0,0.0,0.0,737.0,0.0,0.139061,0.139061,86.29306,0.0,0.0,13.0,0.0,0.0,122.833336,0.0,5341.0,657.714294,HTTP
