TotBytes,SrcBytes,DstBytes,SrcGap,DstGap,sMeanPktSz,dMeanPktSz,SrcWin,DstWin,Dur,IdleTime,Mean,StdDev,Sum,Min,Max,sTtl,dTtl,TcpRtt,SynAck,AckDat,TotPkts,SrcPkts,DstPkts,SrcRetra,DstRetra,Loss,SrcLoss,DstLoss,PCRatio,Load,SrcLoad,DstLoad,pLoss,pRetran,Rate,SrcRate,DstRate,Flgs_ e *      ,Flgs_ e d      ,Flgs_ e g      ,Flgs_ e i      ,Flgs_ e s      ,Cause_Start,Cause_Status,State_A_A,State_A_FA,State_A_PA,State_FA_,State_FA_A,State_FA_FA,State_FPA_,State_FPA_PA,State_FRPA_A,State_PA_,State_PA_A,State_PA_FPA,State_PA_PA,State_RA_,State_R_,State_S_,State_S_SA,State__A,State__FA,State__FPA,State__PA,State__RA,State__SA,TcpOpt_MwsS  T,label
66.0,66.0,0.0,0.0,0.0,66.0,0.0,64256.0,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
110.0,0.0,110.0,0.0,0.0,0.0,110.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
216.0,150.0,66.0,0.0,0.0,75.0,66.0,64256.0,31872.0,0.000486,1721543808.0,0.000486,0.0,0.000486,0.000486,0.000486,62.0,64.0,0.277605,0.0005,0.277105,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1234567.875,1234567.875,0.0,0.0,0.0,4115.226074,2057.613037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
105.0,0.0,105.0,0.0,0.0,0.0,105.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
100.0,100.0,0.0,0.0,0.0,100.0,0.0,64256.0,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
99.0,99.0,0.0,0.0,0.0,99.0,0.0,64256.0,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
72.0,72.0,0.0,0.0,0.0,72.0,0.0,64256.0,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
103.0,0.0,103.0,0.0,0.0,0.0,103.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
6056.0,6056.0,0.0,0.0,0.0,1514.0,0.0,64256.0,673827.0693162259,0.000705,1721543808.0,0.000705,0.0,0.000705,0.000705,0.000705,62.0,64.0,0.277605,0.0005,0.277105,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,51540424.0,51540424.0,0.0,0.0,0.0,4255.318848,4255.318848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2952.0,2754.0,198.0,0.0,0.0,1377.0,66.0,64256.0,31872.0,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
72.0,72.0,0.0,0.0,0.0,72.0,0.0,64256.0,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
141.0,0.0,141.0,0.0,0.0,0.0,70.5,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0
132.0,66.0,66.0,0.0,0.0,66.0,66.0,64256.0,31872.0,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.277605,0.0005,0.277105,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
132.0,66.0,66.0,0.0,0.0,66.0,66.0,64256.0,31872.0,0.000994,1721543808.0,0.000994,0.0,0.000994,0.000994,0.000994,62.0,64.0,0.277605,0.0005,0.277105,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1006.036194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
148.0,74.0,74.0,0.0,0.0,74.0,74.0,8222720.0,4077568.0,0.000509,1721543808.0,0.000509,0.0,0.000509,0.000509,0.000509,62.0,64.0,0.000509,0.000509,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1964.636597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.000509,0.000509,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.000509,0.000509,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0
66.0,66.0,0.0,0.0,0.0,66.0,0.0,64256.0,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.279267,0.000509,0.278758,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
110.0,0.0,110.0,0.0,0.0,0.0,110.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.279267,0.000509,0.278758,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
321.0,150.0,171.0,0.0,0.0,75.0,85.5,64256.0,31872.0,0.000998,1721543808.0,0.000998,0.0,0.000998,0.000998,0.000998,62.0,64.0,0.279267,0.000509,0.278758,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,1290581.125,601202.375,689378.75,0.0,0.0,3006.011963,1002.003967,1002.003967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
100.0,100.0,0.0,0.0,0.0,100.0,0.0,64256.0,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.279267,0.000509,0.278758,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.279267,0.000509,0.278758,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
99.0,99.0,0.0,0.0,0.0,99.0,0.0,64256.0,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.279267,0.000509,0.278758,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.279267,0.000509,0.278758,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
175.0,72.0,103.0,0.0,0.0,72.0,103.0,64256.0,31872.0,0.00097,1721543808.0,0.00097,0.0,0.00097,0.00097,0.00097,62.0,64.0,0.279267,0.000509,0.278758,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1030.927856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
4542.0,4542.0,0.0,0.0,0.0,1514.0,0.0,64256.0,673827.0693162259,0.000693,1721543808.0,0.000693,0.0,0.000693,0.000693,0.000693,62.0,64.0,0.279267,0.000509,0.278758,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,34955268.0,34955268.0,0.0,0.0,0.0,2886.00293,2886.00293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
4844.0,4646.0,198.0,0.0,0.0,1161.5,66.0,64256.0,31872.0,0.000704,1721543808.0,0.000704,0.0,0.000704,0.000704,0.000704,62.0,64.0,0.279267,0.000509,0.278758,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.0,41102272.0,39602272.0,1500000.0,0.0,0.0,8522.727539,4261.36377,2840.90918,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.279267,0.000509,0.278758,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
74.0,0.0,74.0,0.0,0.0,0.0,74.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.279267,0.000509,0.278758,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
72.0,72.0,0.0,0.0,0.0,72.0,0.0,64256.0,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.279267,0.000509,0.278758,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
141.0,0.0,141.0,0.0,0.0,0.0,70.5,607498.3887857646,673827.0693162259,0.000504,1721543808.0,0.000504,0.0,0.000504,0.000504,0.000504,62.0,64.0,0.279267,0.000509,0.278758,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,1126984.125,0.0,1126984.125,0.0,0.0,1984.126953,0.0,1984.126953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0
132.0,66.0,66.0,0.0,0.0,66.0,66.0,64256.0,31872.0,0.000824,1721543808.0,0.000824,0.0,0.000824,0.000824,0.000824,62.0,64.0,0.279267,0.000509,0.278758,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1213.592285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
148.0,74.0,74.0,0.0,0.0,74.0,74.0,8222720.0,4077568.0,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
66.0,66.0,0.0,0.0,0.0,66.0,0.0,64256.0,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.320966,0.0,0.320966,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
110.0,0.0,110.0,0.0,0.0,0.0,110.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.320966,0.0,0.320966,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
216.0,150.0,66.0,0.0,0.0,75.0,66.0,64256.0,31872.0,0.000893,1721543808.0,0.000893,0.0,0.000893,0.000893,0.000893,62.0,64.0,0.320966,0.0,0.320966,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,671892.5,671892.5,0.0,0.0,0.0,2239.641602,1119.820801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
105.0,0.0,105.0,0.0,0.0,0.0,105.0,607498.3887857646,673827.0693162259,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.320966,0.0,0.320966,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
