TotBytes,SrcBytes,DstBytes,SrcGap,DstGap,sMeanPktSz,dMeanPktSz,SrcWin,DstWin,Dur,IdleTime,Mean,StdDev,Sum,Min,Max,sTtl,dTtl,TcpRtt,SynAck,AckDat,TotPkts,SrcPkts,DstPkts,SrcRetra,DstRetra,Loss,SrcLoss,DstLoss,PCRatio,Load,SrcLoad,DstLoad,pLoss,pRetran,Rate,SrcRate,DstRate,Flgs_ e *      ,Flgs_ e d      ,Flgs_ e g      ,Flgs_ e i      ,Flgs_ e s      ,Cause_Status,Dir_   ?>,State_A_A,State_A_FA,State_A_PA,State_FA_FA,State_FPA_FA,State_FPA_FPA,State_PA_A,State_PA_PA,State_PA_SPA,State_SPA_SPA,State_S_SA,State__A,State__PA,State__SA,TcpOpt_Mws   T,TcpOpt_MwsS  T,label
0.09141645755818983,0.801358234295416,0.05458921840228893,0.0,0.0,0.6344086021505377,0.15878467239101718,0.0077988792029887915,0.0,0.9101146742429471,0.0,0.9101146742429471,0.0,0.9101146742429471,0.9101146742429471,0.9101146742429471,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,0.25757575757575757,0.2962962962962963,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.003488321601175188,0.006807085802571422,0.0025376121453851335,0.0,0.0,0.0018492857276480262,0.0019036766865652879,0.0024475844173696554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.010556372761097171,0.13073005093378606,0.005586084744992961,0.0,0.0,0.41397849462365593,0.05416116248348745,0.0077988792029887915,0.0,0.3383855202642498,0.0,0.3383855202642498,0.0,0.3383855202642498,0.3383855202642498,0.3383855202642498,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,0.06060606060606061,0.07407407407407407,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0007818431176596235,0.0017066963008831016,0.0005172448636901817,0.0,0.0,0.0011703060517347186,0.000731441202719732,0.0014628826529394633,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.046551873323526866,0.21477079796264856,0.03887551659930061,0.0,0.0,0.27204300268817205,0.14134742404227213,0.0077988792029887915,0.0,0.9549753340873613,0.0,0.9549753340873613,0.0,0.9549753340873613,0.9549753340873613,0.9549753340873613,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,0.18181818181818182,0.18518518518518517,0.18604651162790697,0.0,0.0,0.0,0.0,0.0,0.0,0.001657871644113317,0.0015904139230926621,0.001674109134164869,0.0,0.0,0.001244057186054619,0.001036714384268043,0.0018142499868440756,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.046984511551440684,0.30390492359932086,0.03456106090194832,0.0,0.0,0.3207885376344086,0.11169822655217966,0.0077988792029887915,0.0,0.8934550578371401,0.0,0.8934550578371401,0.0,0.8934550578371401,0.8934550578371401,0.8934550578371401,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,0.21212121212121215,0.2222222222222222,0.20930232558139533,0.0,0.0,0.0,0.0,0.0,0.0,0.0018157923218223653,0.0025058143947020006,0.0016161779335660599,0.0,0.0,0.0015513384155551666,0.0013851235981818771,0.002216197905591003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.05472873583109803,0.35908319185059423,0.03973840773877106,0.0,0.0,0.32488478494623657,0.10507986261558785,0.0077988792029887915,0.0,0.7501287547639264,0.0,0.7501287547639264,0.0,0.7501287547639264,0.7501287547639264,0.7501287547639264,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,0.25757575757575757,0.25925925925925924,0.2558139534883721,0.0,0.0,0.0,0.0,0.0,0.0,0.002569771582883067,0.003629511053944449,0.0022635938546841016,0.0,0.0,0.0022436978416194224,0.0019797334363281806,0.003299555644713635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.4734360128060915,0.4932088285229202,0.47209228393660024,0.0,0.0,0.2402812177419355,0.722728250330251,0.0077988792029887915,0.0,0.9098726652886157,0.0,0.9098726652886157,0.0,0.9098726652886157,0.9098726652886157,0.9098726652886157,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,0.4696969696969697,0.48148148148148145,0.4418604651162791,0.0,0.0,0.0,0.0,0.0,0.0,0.01899062452098873,0.004422485616524561,0.02310263666783237,0.0,0.0,0.003373124221948283,0.0032643138723235012,0.004896470684735252,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.5135415765337025,0.38879456706281834,0.5197783732231255,0.0,0.0,0.2462365537634409,0.7199471598414795,0.01237546699875467,0.0,0.5976171118331378,0.0,0.5976171118331378,0.0,0.5976171118331378,0.5976171118331378,0.5976171118331378,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,0.4545454545454546,0.37037037037037035,0.4883720930232558,0.0,0.0,0.0,0.0,0.0,0.0,0.03149704827664093,0.005177000938203052,0.03893118422387516,0.0,0.0,0.004969920959618755,0.0037274410683797022,0.008283202264177116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.030587522713506964,0.24193548387096775,0.020663972024160954,0.0,0.0,0.3064516129032258,0.08586525759577279,0.012733499377334994,0.0,0.18603588332768314,0.0,0.18603588332768314,0.0,0.18603588332768314,0.18603588332768314,0.18603588332768314,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,0.16666666666666669,0.18518518518518517,0.16279069767441862,0.0,0.0,0.0,0.0,0.0,0.0,0.005527465521691502,0.009192114455147308,0.0044746799500841325,0.0,0.0,0.005853925662521585,0.005321750923409441,0.007982626385114162,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.03967292549969715,0.24872665534804753,0.029837867296425815,0.0,0.0,0.3150537553763441,0.0964332892998679,0.012811332503113325,0.0,0.17121633500439518,0.0,0.17121633500439518,0.0,0.17121633500439518,0.17121633500439518,0.17121633500439518,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,0.19696969696969696,0.18518518518518517,0.20930232558139533,0.0,0.0,0.0,0.0,0.0,0.0,0.007954406277161305,0.01027247142652567,0.007280509019653722,0.0,0.0,0.00751708387798089,0.005782372429473453,0.011564744858946907,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0912434022670243,0.37266553480475384,0.07734229529043099,0.0,0.0,0.3371735860215054,0.1499779828269485,0.012811332503113325,0.0,0.9839104046849735,0.0,0.9839104046849735,0.0,0.9839104046849735,0.9839104046849735,0.9839104046849735,0.33333333333333215,0.0,0.47011140407791385,0.022028309293613584,0.5237155372964412,0.31818181818181823,0.25925925925925924,0.3488372093023256,0.0,0.0,0.0,0.0,0.0,0.0,0.0033247747142779002,0.00287003174281002,0.0034482526266094208,0.0,0.0,0.0021130752699084696,0.0015093396402946335,0.0035217923290208125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
