State__FA,State__A,pRetran,Max,sMeanPktSz,SrcRetra,PCRatio,State_PA_,State_PA_A,SrcWin,SrcLoss,DstRate,SrcLoad,TcpOpt_MwsS  T,Load,DstLoad,TcpRtt,Flgs_ e g      ,State_A_PA,Flgs_ e d      ,Sum,AckDat,dTtl,State__PA,Min,pLoss,DstLoss,State_S_,Cause_Status,State_FA_,Loss,StdDev,Rate,SrcRate,IdleTime,Dur,SrcPkts,Flgs_ e s      ,SrcGap,DstBytes,DstGap,sTtl,DstWin,TotPkts,State_S_SA,DstPkts,Flgs_ e *      ,Mean,SrcBytes,State__SA,TotBytes,Cause_Start,dMeanPktSz,State_A_A,DstRetra,SynAck,label
0.0,0.0,0.0,0.000996,0.0,0.0,-0.0,0.0,0.0,888204.7240233952,0.0,12048.192383,0.0,0.0,145927712.0,145927712.0,1.150407,1.0,0.0,0.0,0.000996,0.112833,64.0,1.0,0.000996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12048.192383,0.0,1721543936.0,0.000996,0.0,0.0,0.0,19682.0,7239.0,62.0,739954.953834936,13.0,0.0,13.0,0.0,0.000996,0.0,0.0,19682.0,0.0,1514.0,0.0,0.0,1.037574,HTTP
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,888204.7240233952,0.0,0.0,0.0,0.0,0.0,0.0,1.150407,1.0,0.0,0.0,0.0,0.112833,64.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,0.0,0.0,0.0,3028.0,1447.0,62.0,739954.953834936,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3028.0,0.0,1514.0,0.0,0.0,1.037574,HTTP
0.0,0.0,0.0,0.0,66.0,0.0,-0.0,0.0,0.0,246656.0,0.0,0.0,0.0,0.0,0.0,0.0,1.150407,0.0,0.0,0.0,0.0,0.112833,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,3.0,0.0,0.0,0.0,0.0,62.0,739954.953834936,3.0,0.0,0.0,0.0,0.0,198.0,0.0,198.0,0.0,0.0,0.0,0.0,1.037574,HTTP
0.0,0.0,0.0,0.000985,0.0,0.0,-0.0,0.0,0.0,888204.7240233952,0.0,11167.511719,0.0,0.0,135260912.0,135260912.0,1.150407,1.0,0.0,0.0,0.000985,0.112833,64.0,1.0,0.000985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11167.511719,0.0,1721543936.0,0.000985,0.0,0.0,0.0,18168.0,5791.0,62.0,739954.953834936,12.0,0.0,12.0,0.0,0.000985,0.0,0.0,18168.0,0.0,1514.0,0.0,0.0,1.037574,HTTP
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,888204.7240233952,0.0,0.0,0.0,0.0,0.0,0.0,1.150407,0.0,0.0,0.0,0.0,0.112833,64.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,0.0,0.0,0.0,4542.0,0.0,62.0,739954.953834936,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4542.0,0.0,1514.0,0.0,0.0,1.037574,HTTP
0.0,0.0,0.0,0.0,66.0,0.0,-0.0,0.0,0.0,258176.0,0.0,0.0,0.0,0.0,0.0,0.0,1.150407,0.0,0.0,0.0,0.0,0.112833,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,2.0,0.0,0.0,0.0,0.0,62.0,739954.953834936,2.0,0.0,0.0,0.0,0.0,132.0,0.0,132.0,0.0,0.0,0.0,0.0,1.037574,HTTP
0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,888204.7240233952,0.0,0.0,0.0,1.0,0.0,0.0,1.150903,0.0,0.0,1.0,0.0,0.112833,64.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,0.0,0.0,0.0,1514.0,0.0,62.0,739954.953834936,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1514.0,0.0,1514.0,0.0,0.0,1.03807,HTTP
0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,888204.7240233952,0.0,0.0,0.0,0.0,0.0,0.0,0.138062,0.0,0.0,1.0,0.0,0.11333,64.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,0.0,0.0,0.0,1514.0,0.0,62.0,739954.953834936,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1514.0,0.0,1514.0,0.0,0.0,0.024732,HTTP
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,888204.7240233952,0.0,0.0,0.0,0.0,0.0,0.0,1.150407,0.0,0.0,0.0,0.0,0.112833,64.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,0.0,0.0,0.0,6056.0,0.0,62.0,739954.953834936,4.0,0.0,4.0,0.0,0.0,0.0,0.0,6056.0,0.0,1514.0,0.0,0.0,1.037574,HTTP
0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,888204.7240233952,0.0,0.0,0.0,0.0,0.0,0.0,1.150407,0.0,0.0,0.0,0.0,0.112833,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,0.0,0.0,0.0,1514.0,0.0,62.0,739954.953834936,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1514.0,0.0,1514.0,0.0,0.0,1.037574,HTTP
0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,888204.7240233952,0.0,0.0,0.0,1.0,0.0,0.0,0.460127,1.0,0.0,0.0,0.0,0.458037,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,0.0,0.0,0.0,1514.0,2895.0,62.0,739954.953834936,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1514.0,0.0,1514.0,0.0,0.0,0.00209,HTTP
0.0,0.0,0.0,0.0,66.0,0.0,-0.0,0.0,0.0,397184.0,0.0,0.0,0.0,1.0,0.0,0.0,0.106018,0.0,0.0,0.0,0.0,0.097083,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,5.0,0.0,0.0,0.0,0.0,62.0,739954.953834936,5.0,0.0,0.0,0.0,0.0,330.0,0.0,330.0,0.0,0.0,0.0,0.0,0.008935,HTTP
0.0,0.0,0.0,0.0,66.0,0.0,-0.0,0.0,0.0,1094144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.239928,0.0,0.0,0.0,0.0,0.225333,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,739954.953834936,1.0,0.0,0.0,0.0,0.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.014595,HTTP
0.0,0.0,0.0,0.0,78.0,0.0,-0.0,0.0,0.0,64128.0,0.0,0.0,0.0,1.0,0.0,0.0,0.301207,0.0,0.0,0.0,0.0,0.260263,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,739954.953834936,1.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.040944,HTTP
0.0,0.0,0.0,0.000536,66.0,0.0,-0.0,0.0,0.0,310272.0,0.0,0.0,3940298.5,0.0,3940298.5,0.0,1.150407,0.0,0.0,0.0,0.000536,0.112833,64.0,0.0,0.000536,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7462.686523,7462.686523,1721543936.0,0.000536,5.0,0.0,0.0,0.0,0.0,62.0,739954.953834936,5.0,0.0,0.0,0.0,0.000536,330.0,0.0,330.0,0.0,0.0,0.0,0.0,1.037574,HTTP
0.0,0.0,0.0,0.000497,66.0,0.0,-0.0,0.0,0.0,339328.0,0.0,0.0,4249497.0,0.0,4249497.0,0.0,1.150407,0.0,0.0,0.0,0.000497,0.112833,64.0,0.0,0.000497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8048.289551,8048.289551,1721543936.0,0.000497,5.0,0.0,0.0,0.0,0.0,62.0,739954.953834936,5.0,0.0,0.0,0.0,0.000497,330.0,0.0,330.0,0.0,0.0,0.0,0.0,1.037574,HTTP
0.0,0.0,0.0,0.000503,0.0,0.0,-0.0,0.0,0.0,888204.7240233952,0.0,7952.286621,0.0,1.0,96318096.0,96318096.0,0.106018,0.0,0.0,0.0,0.000503,0.097083,64.0,1.0,0.000503,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7952.286621,0.0,1721543936.0,0.000503,0.0,0.0,0.0,7570.0,0.0,62.0,739954.953834936,5.0,0.0,5.0,0.0,0.000503,0.0,0.0,7570.0,0.0,1514.0,0.0,0.0,0.008935,HTTP
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,888204.7240233952,0.0,0.0,0.0,1.0,0.0,0.0,0.239928,0.0,0.0,0.0,0.0,0.225333,64.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,0.0,0.0,0.0,6056.0,0.0,62.0,739954.953834936,4.0,0.0,4.0,0.0,0.0,0.0,0.0,6056.0,0.0,1514.0,0.0,0.0,0.014595,HTTP
0.0,1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,888204.7240233952,0.0,0.0,0.0,1.0,0.0,0.0,0.301207,0.0,0.0,1.0,0.0,0.260263,64.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1721543936.0,0.0,0.0,0.0,0.0,1514.0,0.0,62.0,739954.953834936,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1514.0,0.0,1514.0,0.0,0.0,0.040944,HTTP
