Cause_Status,DstRetra,SynAck,sMeanPktSz,SrcWin,Flgs_ e g      ,Load,State__SA,State_A_A,DstLoss,State_A_PA,Flgs_ e *      ,dMeanPktSz,Min,SrcLoad,State__PA,State_FPA_FPA,IdleTime,AckDat,Max,PCRatio,pRetran,Flgs_ e s      ,dTtl,TcpOpt_MwsS  T,State_S_SA,StdDev,SrcGap,Rate,TotBytes,sTtl,State_SPA_SPA,SrcBytes,DstPkts,State_PA_PA,TotPkts,SrcRetra,DstRate,DstBytes,SrcPkts,State__A,Dur,Sum,pLoss,SrcRate,TcpRtt,Loss,State_FA_FA,Mean,DstLoad,Flgs_ e d      ,DstGap,SrcLoss,DstWin,label
0.0,0.0,0.0007045566250471,0.074389035667107,0.0071450809464508,0.0,0.0020272511097483,0.0,0.0,0.0,0.0,0.0,0.6022577120211361,0.3405463405463406,0.0046086605812339,0.0,0.0,0.0,0.1712906275670732,0.3405463405463406,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0046326988106371,0.0065057251817081,0.3333333333333321,0.0,0.0053076492592265,0.01007326007326,0.0,0.0113851992409867,0.0,0.0031252333393338,0.0060666986030262,0.0145719489981785,0.0,0.3405463405463406,0.3405463405463406,0.0,0.0026986073520704,0.1008962697219186,0.0,0.0,0.3405463405463406,0.0018823647879094,0.0,0.5099775729866135,0.0,0.0078164239075841,HTTP
0.0,0.0,0.0003501688615504,0.0755802998678996,0.0077210460772104,0.0,0.0012782749132296,0.0,0.0,0.0,0.0,0.0,0.524108322324967,0.3402493402493403,0.0040163671954542,0.0,0.0,0.0,0.1712330587003164,0.3402493402493403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0036063554787936,0.0042436444023369,0.3333333333333321,0.0,0.0047185649907219,0.0073260073260073,0.0,0.0088551549652118,0.0,0.0021895729961349,0.0038396214089741,0.0127504553734061,0.0,0.3402493402493403,0.3402493402493403,0.0,0.0023151111528026,0.1005360254037036,0.0,0.0,0.3402493402493403,0.0011476766986903,0.0,0.5099775729866135,0.0,0.0078164239075841,HTTP
0.0,0.0,0.0,0.0715819022457067,0.0073785803237858,0.0,0.0015408132378014,0.0,0.0,0.0,0.0,0.0,0.5576104550858653,0.3397513397513397,0.0044438006963488,0.0,0.0,0.0,0.1712330587003164,0.3397513397513397,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0041275903676911,0.0050307671695639,0.3333333333333321,0.0,0.0051073606079349,0.0082417582417582,0.0,0.0101201771030993,0.0,0.0025060370929202,0.0045956905269983,0.0145719489981785,0.0,0.3397513397513397,0.3397513397513397,0.0,0.0027049219322523,0.1002133605287557,0.0,0.0,0.3397513397513397,0.001397438366283,0.0,0.5099775729866135,0.0,0.0078164239075841,HTTP
0.0,0.0,0.0003501688615504,0.0721598414795244,0.0076120797011207,0.0,0.0013759354024446,0.0,0.0,0.0,0.0,0.0,0.4932481974900925,0.3413183413183413,0.0044583664682855,0.0,0.0,0.0,0.0,0.3413183413183413,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0041086406345656,0.0045104048538439,0.3333333333333321,0.0,0.0051485965067302,0.0082417582417582,0.0,0.0101201771030993,0.0,0.0024945318444528,0.0040652324337925,0.0145719489981785,0.0,0.3413183413183413,0.3413183413183413,0.0,0.0026925037480278,0.0003226648749479,0.0,0.0,0.3413183413183413,0.0012305834084566,0.0,0.5099775729866135,0.0,0.0078164239075841,HTTP
0.0,0.0,0.0003487625609016,0.0752028665785997,0.0077210460772104,0.0,0.0009594190602951,0.0,0.0,0.0,0.0,0.0,0.4404604471598415,0.3403233403233403,0.0039979590474351,0.0,0.0,0.0,0.1712441296362312,0.3403233403233403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0033480305747325,0.0032364143567364,0.3333333333333321,0.0,0.0046950016199817,0.0064102564102564,0.0,0.0082226438962681,0.0,0.0018763688066654,0.0028234645143495,0.0127504553734061,0.0,0.3403233403233403,0.3403233403233403,0.0,0.0023146078033823,0.1005412087751887,0.0,0.0,0.3403233403233403,0.0008266433174454,0.0,0.5099775729866135,0.0,0.0078164239075841,HTTP
0.0,0.0,0.0,0.1000660501981506,0.0076120797011207,0.0,0.0008538798233736,0.0,0.0,0.0,0.0,0.0,0.4076240970937912,0.3393013393013393,0.0026674717391024,0.0,0.0,0.0,0.0,0.3393013393013393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0025831655129611,0.0029140289680318,0.3333333333333321,0.0,0.0035698506671379,0.0064102564102564,0.0,0.006325110689437,0.0,0.0018820205898223,0.0026129748718916,0.0072859744990892,0.0,0.3393013393013393,0.3393013393013393,0.0,0.0011607897999196,0.0,0.0,0.0,0.3393013393013393,0.0007671865281494,0.0,0.5099775729866135,0.0,0.0078164239075841,HTTP
0.0,0.0,0.0,0.0751085118890356,0.0074875466998754,0.0,0.0010087082696677,0.0,0.0,0.0,0.0,0.0,0.4200792602377807,0.3547093547093547,0.0038302052397297,0.0,0.0,0.0,0.1875460827707452,0.3547093547093547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0034593397145646,0.003487025632928,0.3333333333333321,0.0,0.0046891107772966,0.0073260073260073,0.0,0.0088551549652118,0.0,0.0021003134771149,0.0030775037380057,0.0127504553734061,0.0,0.3547093547093547,0.3547093547093547,0.0,0.0022207337929254,0.1097604828828875,0.0,0.0,0.3547093547093547,0.0008822980662968,0.0,0.5099775729866135,0.0,0.0078164239075841,HTTP
0.0,0.0,0.0003937641816631,0.068545428665786,0.0073785803237858,0.0,0.0016127367249485,0.0,0.0,0.0,0.0,0.0,0.5806546129458389,0.3397643397643398,0.0048651610386515,0.0,0.0,0.0,0.1863127805098387,0.3397643397643398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0043853970146724,0.005258649976793,0.3333333333333321,0.0,0.005502047067833,0.0082417582417582,0.0,0.010752688172043,0.0,0.0025059412007722,0.004785615089446,0.0163934426229508,0.0,0.3397643397643398,0.3397643397643398,0.0,0.0030912212127597,0.1094015344075439,0.0,0.0,0.3397643397643398,0.0014551093279003,0.0,0.5099775729866135,0.0,0.0078164239075841,HTTP
0.0,0.0,0.0003937641816631,0.0753915852047556,0.0073785803237858,0.0,0.0013245585668315,0.0,0.0,0.0,0.0,0.0,0.4994862807133421,0.3542943542943543,0.0038459205190559,0.0,0.0,0.0,0.1863127805098387,0.3542943542943543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0037107766989332,0.0045163860298867,0.3333333333333321,0.0,0.0047067833053518,0.0082417582417582,0.0,0.0094876660341555,0.0,0.0024031696160355,0.0041166451338181,0.0127504553734061,0.0,0.3542943542943543,0.3542943542943543,0.0,0.0022233349567398,0.1094015344075439,0.0,0.0,0.3542943542943543,0.0012003943122872,0.0,0.5099775729866135,0.0,0.0078164239075841,HTTP
0.0,0.0,0.0,0.0886393639365918,0.0077210460772104,0.0,0.0009198207779568,0.0,0.0,0.0,0.0,0.0,0.4344215944517833,0.3396723396723397,0.0031447641005178,0.0,0.0,0.0,0.0,0.3396723396723397,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0028383784204249,0.003122772011924,0.3333333333333321,0.0,0.0039527554416659,0.0064102564102564,0.0,0.0069576217583807,0.0,0.0018799649218561,0.0027847537755067,0.0091074681238615,0.0,0.3396723396723397,0.3396723396723397,0.0,0.0015460293421586,0.0,0.0,0.0,0.3396723396723397,0.0008168451550096,0.0,0.5099775729866135,0.0,0.0078164239075841,HTTP
