TotBytes,SrcBytes,DstBytes,SrcGap,DstGap,sMeanPktSz,dMeanPktSz,SrcWin,DstWin,Dur,IdleTime,Mean,StdDev,Sum,Min,Max,sTtl,dTtl,TcpRtt,SynAck,AckDat,TotPkts,SrcPkts,DstPkts,SrcRetra,DstRetra,Loss,SrcLoss,DstLoss,PCRatio,Load,SrcLoad,DstLoad,pLoss,pRetran,Rate,SrcRate,DstRate,Flgs_ e *      ,Flgs_ e d      ,Cause_Status,State_A_FA,State_A_FPA,State_A_PA,State_A_SA,State_FA_A,State_FA_FA,State_FA_FPA,State_FA_FSA,State_FA_PA,State_FA_R,State_FPA_FPA,State_FPA_FSPA,State_FRA_A,State_FRA_FPA,State_FRA_PA,State_FRPA_SPA,State_FSPA_FSPA,State_FSRPA_FSPA,State_FSRPA_SPA,State_PA_FPA,State_PA_PA,State_PA_R,State_PA_SPA,State_RA_A,State_R_,State_R_A,State_R_SA,State_SA_SA,State_SPA_FSPA,State_SPA_SPA,State_SRPA_SPA,State_SR_SA,State_S_SA,State__A,State__FA,State__FPA,State__PA,State__SA,TcpOpt_MwsS  T,label
0.0012686116669373445,0.013225329343377017,0.0009756383764132866,0.0,0.0,0.27444683511777307,0.24163364861294584,0.0023165539694465316,0.0,0.027807934563730197,0.0,0.027807934563730197,0.0,0.027807934563730197,0.027807934563730197,0.027807934563730197,1.0,0.0,0.08447907139860958,0.002543920342518845,0.08393098423358589,0.004727116458960034,0.0068259385665529,0.004026845637583892,0.0,0.0,0.0,0.0,0.0,0.0,0.005881167491877157,0.03471757951588152,0.004355538915189457,0.0,0.0,0.019660659450305186,0.017873325639017716,0.01801717426634616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0005782732960746144,0.01136793588552953,0.0003226940598068547,0.0,0.0,0.28308350535331905,0.0959048857331572,0.002332206361131981,0.0,0.02493861749559382,0.0,0.02493861749559382,0.0,0.02493861749559382,0.02493861749559382,0.02493861749559382,1.0,0.0,0.08570033626042649,0.0025491226336078407,0.08515268505599576,0.0038676407391491194,0.005688282138794084,0.003355704697986577,0.0,0.0,0.0,0.0,0.0,0.0,0.0029458466602552565,0.03194798334391106,0.0015419251589512588,0.0,0.0,0.017936770428444635,0.01594379515932207,0.01607211448245171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9667171105421279,0.9635916486086747,0.9567003243386438,0.0,0.0,0.147936426124197,0.9969563857331571,0.3790383170548459,0.0,0.33687574453037683,0.0,0.33687574453037683,0.0,0.33687574453037683,0.33687574453037683,0.33687574453037683,1.0,0.0,0.08352736499728379,0.0,0.08365138415810765,0.9608938547486034,0.9226393629124005,0.9570469798657718,0.0,0.0,0.07070707070707072,0.0,0.07070707070707072,0.0,0.4335722100543315,0.2501889635408614,0.422577924481865,0.012438920000000001,0.0,0.32989534552717475,0.23901183767947018,0.4238679398276597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.14141605603603943,0.0815189350944175,0.1415120127975308,0.0,0.0,0.15615220556745182,0.9826510191545574,0.01713936889556724,0.0,0.8982604490263203,0.0,0.8982604490263203,0.0,0.8982604490263203,0.8982604490263203,0.8982604490263203,1.0,0.0,0.388371853145651,0.07900719476857608,0.3680308303846773,0.11946712505371725,0.07394766780432309,0.1436241610738255,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.023692667001714535,0.007826881297245297,0.023348720716919708,0.0625,0.0,0.015382135450134246,0.007082422126057226,0.023760892564373047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.07433941797077291,0.03965878994255839,0.07448632306120208,0.0,0.0,0.20574590149892935,0.9709379128137384,0.015088905584773351,0.0,0.9912286421285988,0.0,0.9912286421285988,0.0,0.9912286421285988,0.9912286421285988,0.9912286421285988,1.0,0.0,0.3604670512917489,0.12714919650614132,0.3273386893505427,0.0588740868070477,0.0273037542662116,0.07651006711409396,0.0,0.0,0.06565656565656566,0.0,0.06565656565656566,0.0,0.01123883820083431,0.0033579835947642744,0.011091274950208164,0.17218544000000002,0.0,0.006869432027330576,0.0023065243714283307,0.011423258999399919,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6.478762136187958e-05,0.002407732260172669,3.289168102714497e-05,0.0,0.0,0.1498929336188437,0.0488771466314399,0.0023478587528174303,1.0,0.049824632845020075,0.0,0.049824632845020075,0.0,0.049824632845020075,0.049824632845020075,0.049824632845020075,1.0,0.0,0.34260467738940886,0.11909604990037613,0.31158191662408385,0.0008594757198109153,0.0022753128555176336,0.0006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,9.298512470192113e-05,0.002115992391570108,0.0,0.0,0.0,0.001995078569209777,0.001995078817214005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4388639052839996,0.19533587865029411,0.4405898456268954,0.0,0.0,0.14563592719486082,0.9980456657859974,0.09028299524167292,0.0,0.7567390749542582,0.0,0.7567390749542582,0.0,0.7567390749542582,0.7567390749542582,0.7567390749542582,1.0,0.0,0.3604670512917489,0.12714919650614132,0.3273386893505427,0.3532445208422862,0.1899886234357224,0.4402684563758389,0.0,0.0,0.12626262626262627,0.0,0.12626262626262627,0.0,0.08755016928190142,0.022470253170198733,0.08656273978155705,0.05896226,0.0,0.05398831730650148,0.02180550027010261,0.08673224308532938,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5.778355418762232e-05,0.002270147559591374,2.9335823618804972e-05,0.0,0.0,0.14132762312633834,0.043593130779392336,0.0023478587528174303,1.0,0.050835674095503096,0.0,0.050835674095503096,0.0,0.050835674095503096,0.050835674095503096,0.050835674095503096,1.0,0.0,0.34260467738940886,0.11909604990037613,0.31158191662408385,0.0008594757198109153,0.0022753128555176336,0.0006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,8.592803961837634e-05,0.001955399625885134,0.0,0.0,0.0,0.0019553995792807926,0.0019553998272948815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.953457098118664e-05,0.002201355209300726,3.289168102714497e-05,0.0,0.0,0.13704496788008566,0.0488771466314399,0.9999999999999999,1.0,0.029188390886348163,0.0,0.029188390886348163,0.0,0.029188390886348163,0.029188390886348163,0.029188390886348163,1.0,0.0,0.05557030180920487,0.21020377374195595,0.0,0.0008594757198109153,0.0022753128555176336,0.0006711409395973154,0.0,0.0,0.0,0.0,0.0,0.0,0.00014512069818184827,0.0033024023379708235,0.0,0.0,0.0,0.003405602622733671,0.0034056026218873786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6757493366929509,0.47516596154507623,0.673883871919794,0.0,0.0,0.16076831691648824,0.9974040303830911,0.2222639619333834,0.0,0.9963644516696282,0.0,0.9963644516696282,0.0,0.9963644516696282,0.9963644516696282,0.9963644516696282,1.0,0.0,0.2548867785701024,0.10104409982156141,0.2285131474015787,0.5891706059303825,0.41865756541524457,0.6738255033557047,0.0,0.0,0.8484848484848485,0.0,0.8484848484848485,0.0,0.10243988269188212,0.04165111335482764,0.1006095699598563,0.21818182,0.0,0.0683901167546836,0.03661440335813603,0.10087141847644354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
