SrcPkts,DstLoss,Load,SrcBytes,DstGap,dTtl,IdleTime,pLoss,SrcWin,State_SPA_SPA,StdDev,SrcRate,SrcGap,sMeanPktSz,DstRate,TotBytes,DstWin,DstBytes,AckDat,SrcRetra,sTtl,State__PA,Flgs_ e d      ,SrcLoss,SynAck,Sum,Max,DstLoad,State_PA_PA,TotPkts,State_A_PA,DstRetra,TcpOpt_MwsS  T,State_FPA_FPA,DstPkts,Min,SrcLoad,Mean,Loss,Flgs_ e *      ,PCRatio,Dur,Cause_Status,dMeanPktSz,Rate,pRetran,TcpRtt,label
0.0009960159362549,0.0,0.0,0.001409869083585,0.559998730333109,1.0,0.0,0.0,0.0257411409120061,0.0,0.0,0.0,0.0040219237768999,0.1348005502063273,0.0,4.201993994107739e-05,0.0552276488543363,2.960821682399305e-05,0.0,0.0,0.3333333333333321,0.0,0.0,0.0,0.0,0.000203001745815,0.000203001745815,0.0,0.0,0.0003147623544224,0.0,0.0,0.0,0.0,0.0004564125969876,0.000203001745815,0.0,0.000203001745815,0.0,0.0,0.0,0.000203001745815,0.0,0.0647291941875825,0.0679802949624975,0.0,0.0,HTTP
0.0009960159362549,0.0,0.0,0.001409869083585,0.559998730333109,1.0,0.0,0.0,0.0257411409120061,0.0,0.0,0.0,0.0040219237768999,0.1348005502063273,0.0,4.201993994107739e-05,0.0552276488543363,2.960821682399305e-05,0.0,0.0,0.3333333333333321,0.0,0.0,0.0,0.0,0.0003052026247425,0.0003052026247425,0.0,0.0,0.0003147623544224,0.0,0.0,0.0,0.0,0.0004564125969876,0.0003052026247425,0.0,0.0003052026247425,0.0,0.0,0.0,0.0003052026247425,0.0,0.0647291941875825,0.0452162529896933,0.0,0.0,HTTP
0.0019920318725099,0.0,9.841486764405648e-05,0.0020140986908358,0.5591510936212143,1.0,0.0,0.0,0.0078144458281444,0.0,0.0,0.0001981815083883,0.0,0.0962861072902338,0.0,4.734641120121396e-05,1.0,2.2357224948729446e-05,0.4484326876025446,0.0,0.3333333333333321,0.0,0.0,0.0,0.0084884307161375,0.0834259174628901,0.0834259174628901,0.0,0.0,0.0006295247088448,0.0,0.0,0.0,0.0,0.0004564125969876,0.0834259174628901,0.0002101925209527,0.0834259174628901,0.0,0.0,0.0,0.0834259174628901,0.0,0.0488771466314399,0.0003308352818238,0.0,0.2702648767621033,HTTP
0.0059760956175298,0.0,0.0018662926705291,0.0106171773845489,0.5591510936212143,1.0,0.0,0.0,0.0076120797011207,0.0,0.0,0.0003046264957818,0.0,0.1691884456671251,0.0021844663798456,0.0014807590103179,0.0078164239075841,0.0013051785375474,0.0741453791020585,0.0,0.3333333333333321,0.0,0.0,0.0,0.0018745987648461,0.2713729338072307,0.2713729338072307,0.0017203751300847,0.0,0.0037771482530689,0.0,0.0,0.0,0.0,0.0031948881789137,0.2713729338072307,0.0005677129371919,0.2713729338072307,0.0,0.0,0.0,0.2713729338072307,0.0,0.4076240970937912,0.0006102356151875,0.0,0.0451206008564225,HTTP
0.0059760956175298,0.0,0.0358806734775337,0.0109480650266148,0.5591510936212143,1.0,0.0,0.0,0.0071450809464508,0.0,0.0,0.0026353654213064,0.0,0.1744612599724896,0.028347178965211,0.0031553423914909,0.0078164239075841,0.0030079531295885,0.4484326876025446,0.0,0.3333333333333321,0.0,0.0,0.0,0.0084884307161375,0.03136846976884,0.03136846976884,0.0360163037478518,0.0,0.0047214353163361,0.0,0.0,0.0,1.0,0.0045641259698767,0.03136846976884,0.0050710816250324,0.03136846976884,0.0,0.0,0.0,0.03136846976884,1.0,0.6575957569352708,0.006599040255632,0.0,0.2702648767621033,HTTP
0.0069721115537848,0.0133333333333333,0.0037717156062393,0.0114515896993238,0.5591510936212143,1.0,0.0,0.1851851833333333,0.0076120797011207,0.0,0.0,0.0006038235276625,0.0,0.1564158005502063,0.0048111101557261,0.0017509294692348,0.0078164239075841,0.0015634951231037,0.0842675358089422,0.0,0.3333333333333321,0.0,1.0,0.0,0.0010779294473027,0.1642878128751907,0.1642878128751907,0.0035301118222757,0.0,0.0047214353163361,0.0,0.0,0.0,0.0,0.004107713372889,0.1642878128751907,0.0010414431376257,0.1642878128751907,0.0133333333333333,0.0,0.0,0.1642878128751907,0.0,0.3797886393659181,0.0012599948462655,0.0,0.0503104515558861,HTTP
0.0069721115537848,0.0,0.0097295367935997,0.0115235217954251,0.5591510936212143,1.0,0.0,0.0,0.0074875466998754,0.0,0.0,0.0013183178799749,0.0,0.1573983136176066,0.0091910141607235,0.0020995174217038,0.0078164239075841,0.0019178873510072,0.0836708123631355,0.0,0.3333333333333321,0.0,0.0,0.0,0.001041365630434,0.0752480471332053,0.0752480471332053,0.0093073236858965,0.0,0.0044066729619137,0.0,0.0,0.0,0.0,0.0036513007759014,0.0752480471332053,0.0022870818271587,0.0752480471332053,0.0,0.0,0.0,0.0752480471332053,0.0,0.524108322324967,0.0025675306258049,0.0,0.0499275299874238,HTTP
0.0069721115537848,0.0,0.0121181658582839,0.0115235217954251,0.5591510936212143,1.0,0.0,0.0,0.0073785803237858,0.0,0.0,0.0013773912308984,0.0,0.1573983136176066,0.0109746973779162,0.0024694112592133,0.0078164239075841,0.0022955431778438,0.0842221449716916,0.0,0.3333333333333321,0.0,0.0,0.0,0.001041365630434,0.0720208193790466,0.0720208193790466,0.0118233065458711,0.0,0.0047214353163361,0.0,0.0,0.0,0.0,0.004107713372889,0.0720208193790466,0.0023895650542022,0.0720208193790466,0.0,0.0,0.0,0.0720208193790466,0.0,0.5576104550858653,0.0028741937574726,0.0,0.0502501948623717,HTTP
0.0069721115537848,0.0,0.0104185027546588,0.0116242267299669,0.5591510936212143,1.0,0.0,0.0,0.0073785803237858,0.0,0.0,0.0013214826079173,0.0,0.1587738294360385,0.0105292319180892,0.0022119651483067,0.0078164239075841,0.0020305798497352,0.0842221449716916,0.0,0.3333333333333321,0.0,0.0,0.0,0.000753777147755,0.075067845583472,0.075067845583472,0.0100350595547328,0.0,0.0047214353163361,0.0,0.0,0.0,0.0,0.004107713372889,0.075067845583472,0.0023125945362971,0.075067845583472,0.0,0.0,0.0,0.075067845583472,0.0,0.4932481974900925,0.0027575293108926,0.0,0.0499851949951956,HTTP
0.0059760956175298,0.0,0.0071966453904592,0.0105164724500071,0.5591510936212143,1.0,0.0,0.0,0.0076120797011207,0.0,0.0,0.0010997938412906,0.0,0.1675836808803301,0.0078865860012207,0.0015816660491905,0.0078164239075841,0.0014103179197387,0.0842221449716916,0.0,0.3333333333333321,0.0,0.0,0.0,0.000753777147755,0.0751662464297192,0.0751662464297192,0.0067125913745296,0.0,0.0037771482530689,0.0,0.0,0.0,0.0,0.0031948881789137,0.0751662464297192,0.0020329522294713,0.0751662464297192,0.0,0.0,0.0,0.0751662464297192,0.0,0.4404604471598415,0.0022031356743759,0.0,0.0499851949951956,HTTP
