TotBytes,SrcBytes,DstBytes,SrcGap,DstGap,sMeanPktSz,dMeanPktSz,SrcWin,DstWin,Dur,IdleTime,Mean,StdDev,Sum,Min,Max,sTtl,dTtl,TcpRtt,SynAck,AckDat,TotPkts,SrcPkts,DstPkts,SrcRetra,DstRetra,Loss,SrcLoss,DstLoss,PCRatio,Load,SrcLoad,DstLoad,pLoss,pRetran,Rate,SrcRate,DstRate,Flgs_ e *      ,Flgs_ e d      ,Flgs_ e g      ,Flgs_ e s      ,Cause_Status,Dir_  <?>,State_A_A,State_A_PA,State_A_SPA,State_FA_FA,State_FPA_A,State_FPA_FA,State_FPA_FPA,State_FRPA_FA,State_FRPA_FPA,State_PA_A,State_PA_FA,State_PA_PA,State_RPA_PA,State_R_,State_SPA_SPA,State_S_SA,State__A,State__PA,State__SA,TcpOpt_Mws   T,TcpOpt_MwsS  T,label
9.096879271950582e-05,9.31565655598901e-05,0.0017479739392976324,0.0,0.0,0.0964332892998679,0.08396946564885496,0.0,0.0,0.0012270601259461715,0.0,0.0012270601259461715,0.0,0.0012270601259461715,0.0012270601259461715,0.0012270601259461715,1.0,0.0,0.0,0.0,0.0,0.0006489292667099286,0.0009624639076034649,0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10792874888689445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.096879271950582e-05,9.31565655598901e-05,0.0017479739392976324,0.0,0.0,0.0964332892998679,0.08396946564885496,0.0,0.0,0.001241060811979787,0.0,0.001241060811979787,0.0,0.001241060811979787,0.001241060811979787,0.001241060811979787,1.0,0.0,0.0,0.0,0.0,0.0006489292667099286,0.0009624639076034649,0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10671118028689114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.224575780119703e-05,8.422374420483214e-05,0.0017479739392976324,0.0,0.0,0.043593130779392336,0.08396946564885496,0.0,0.0,0.07573971124585105,0.0,0.07573971124585105,0.0,0.07573971124585105,0.07573971124585105,0.07573971124585105,1.0,0.0,0.0,0.0,0.0,0.0012978585334198572,0.0019249278152069298,0.0019880715705765406,0.0,0.0,0.0,0.0,0.0,0.0,0.00013727898775261566,0.00013727898775261566,0.0,0.0,0.0,0.0034971102999873127,0.003059971363871656,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0029782933506797113,0.001401176835407662,0.07018380210816251,0.0,0.0,0.14504623910171732,0.2593462608142494,0.0075687161354965745,0.007744880525566837,0.6475377293487381,0.0,0.6475377293487381,0.0,0.6475377293487381,0.6475377293487381,0.6475377293487381,1.0,0.0,0.20652372231945562,0.0,0.22095061831037335,0.01427644386761843,0.00962463907603465,0.025844930417495027,0.0,0.0,0.0,0.0,0.0,0.0,0.0010763011959774472,0.00048097819373193974,0.014909791700073394,0.0,0.0,0.004499462332958007,0.003221205863521829,0.006871905256332668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0027676943647948283,0.001290154627137656,0.06584035171354415,0.0,0.0,0.12141226948480845,0.2875318066157761,0.0075687161354965745,0.007744880525566837,0.5698679235282529,0.0,0.5698679235282529,0.0,0.5698679235282529,0.5698679235282529,0.5698679235282529,1.0,0.0,0.20652372231945562,0.0,0.22095061831037335,0.0136275146009085,0.010587102983638115,0.021868787276341946,0.0,0.0,0.0,0.0,0.0,0.0,0.00113315019509662,0.0005083833267945372,0.015647209720855575,0.0,0.0,0.004880317253590903,0.0040669306705642255,0.0065070892203869125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0027265714858942295,0.002409309531192774,0.017638646114730653,0.0,0.0,0.31175693527080584,0.16946564503816794,0.0075687161354965745,0.007744880525566837,0.2923083231078323,0.0,0.2923083231078323,0.0,0.2923083231078323,0.2923083231078323,0.2923083231078323,1.0,0.0,0.20652372231945562,0.0,0.22095061831037335,0.007787151200519143,0.007699711260827719,0.009940357852882702,0.0,0.0,0.0,0.0,0.0,0.0,0.002067923244904288,0.0017806667240599947,0.00719430294797452,0.0,0.0,0.005436796172256438,0.005550062528247008,0.005074343209865155,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0031552463447368324,0.0028482938949270504,0.017638646114730653,0.0,0.0,0.36856010568031705,0.16946564503816794,0.0075687161354965745,0.007744880525566837,0.29409541067512307,0.0,0.29409541067512307,0.0,0.29409541067512307,0.29409541067512307,0.29409541067512307,1.0,0.0,0.20652372231945562,0.0,0.22095061831037335,0.007787151200519143,0.007699711260827719,0.009940357852882702,0.0,0.0,0.0,0.0,0.0,0.0,0.002377829278072013,0.0020923183526770643,0.007150586168646576,0.0,0.0,0.005403759215111737,0.005516337109674766,0.005043508593728805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.49373499170688606,0.4958353910725383,0.40743683457810265,0.0,0.0,0.9908804445178335,0.09985979516539442,0.0075687161354965745,0.12446600351116946,0.9420241591838,0.0,0.9420241591838,0.0,0.9420241591838,0.9420241591838,0.9420241591838,1.0,0.0,0.20652372231945562,0.0,0.22095061831037335,0.46268656716417905,0.4985563041385948,0.38966202783300197,0.0,0.0,0.0,0.0,0.0,0.0,0.13226551681523427,0.12970584593577655,0.06410654359675158,0.0,0.0,0.10023756158517154,0.12719484963233776,0.07675975985718995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.00036138287518707796,0.00020545489116633294,0.008580962974733831,0.0,0.0,0.07089388110964333,0.20610687022900764,0.0075687161354965745,0.12446600351116946,0.4786244525981773,0.0,0.4786244525981773,0.0,0.4786244525981773,0.4786244525981773,0.4786244525981773,1.0,0.0,0.20652372231945562,0.0,0.22095061831037335,0.0025957170668397143,0.002887391722810395,0.003976143141153081,0.0,0.0,0.03333333333333333,0.0,0.3333333333333333,0.0,0.00012408813321138434,7.07664383444036e-05,0.0013354351989195762,0.41666667500000004,0.0,0.0011067973923500525,0.0009684475553955551,0.0007747580618764516,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.02429988298671731,0.02383404349263106,0.04534138460723555,0.0,0.0,0.850772107001321,0.12100650763358779,0.0075687161354965745,0.12484272580160174,0.6804423416747422,0.0,0.6804423416747422,0.0,0.6804423416747422,0.6804423416747422,0.6804423416747422,1.0,0.0,0.20652372231945562,0.0,0.22095061831037335,0.029850746268656716,0.027911453320500483,0.03578528827037773,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0087244469318606,0.008350075706814192,0.009376081493389567,0.24038462500000002,0.0,0.008953018299642672,0.00953691059623333,0.009264427778749161,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
