TcpRtt,pLoss,Max,SrcLoss,TotBytes,DstGap,sTtl,Mean,dTtl,Sum,TcpOpt_MwsS  T,Flgs_ e s      ,State_PA_A,sMeanPktSz,State__SA,TotPkts,Load,SrcLoad,SrcPkts,StdDev,DstRate,SrcRetra,Dur,Flgs_ e *      ,State_S_,State_S_SA,DstLoss,DstRetra,AckDat,Flgs_ e d      ,SrcGap,SynAck,DstLoad,pRetran,Flgs_ e g      ,Min,State_A_PA,DstPkts,SrcRate,DstWin,Loss,dMeanPktSz,Cause_Start,State__FA,State_PA_,DstBytes,State_FA_,State__A,State_A_A,State__PA,Rate,PCRatio,SrcWin,Cause_Status,IdleTime,SrcBytes,label
0.170214,0.0,0.0,0.0,110.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,1.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.170214,0.0,0.0,0.0,216.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,1.0,75.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31872.0,0.0,66.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,-0.0,64256.0,1.0,1721543808.0,150.0,1
0.170214,0.0,0.0,0.0,105.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,105.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,1.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.170214,0.0,0.0,0.0,100.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673827.0693162259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,64256.0,1.0,1721543808.0,100.0,1
0.170214,0.0,0.0,0.0,74.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,74.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.170214,0.0,0.0,0.0,99.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,99.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673827.0693162259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,64256.0,1.0,1721543808.0,99.0,1
0.170214,0.0,0.0,0.0,74.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,74.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.170214,0.0,0.0,0.0,72.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673827.0693162259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,64256.0,1.0,1721543808.0,72.0,1
0.170214,0.0,0.0,0.0,103.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,103.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,1.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.170214,0.0,0.0,0.0,542.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,542.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673827.0693162259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,64256.0,1.0,1721543808.0,542.0,1
0.170214,0.0,0.0,0.0,74.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,74.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.170214,0.0,0.0,0.0,72.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673827.0693162259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,64256.0,1.0,1721543808.0,72.0,1
0.170214,0.0,0.000502,0.0,141.0,0.0,62.0,0.000502,64.0,0.000502,0.0,0.0,0.0,0.0,0.0,2.0,1131474.125,0.0,0.0,0.0,1992.031982,0.0,0.000502,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,1131474.125,0.0,0.0,0.000502,0.0,2.0,0.0,673827.0693162259,0.0,70.5,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,1992.031982,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.170214,0.0,0.0,0.0,132.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,66.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673827.0693162259,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,64256.0,1.0,1721543808.0,132.0,1
0.170214,0.0,0.0,0.0,66.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168723,0.0,0.0,0.001491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,66.0,0.0,0.0,0.0,66.0,0.0,1.0,0.0,0.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.000976,0.0,0.000976,0.0,148.0,0.0,62.0,0.000976,64.0,0.000976,0.0,0.0,0.0,74.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.000976,0.0,0.0,0.0,0.000976,0.0,1.0,0.0,4077568.0,0.0,74.0,1.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,1024.59021,-0.0,8222720.0,0.0,1721543808.0,74.0,1
0.153765,0.0,0.0,0.0,66.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673827.0693162259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,64256.0,1.0,1721543808.0,66.0,1
0.153765,0.0,0.0,0.0,110.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,110.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,1.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.153765,0.0,0.000501,0.0,150.0,0.0,62.0,0.000501,64.0,0.000501,0.0,0.0,0.0,75.0,0.0,2.0,1197604.875,1197604.875,2.0,0.0,0.0,0.0,0.000501,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.000501,0.0,0.0,1996.008057,673827.0693162259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1996.008057,-0.0,64256.0,1.0,1721543808.0,150.0,1
0.153765,0.0,0.0,0.0,66.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,66.0,0.0,0.0,0.0,66.0,0.0,1.0,0.0,0.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.153765,0.0,0.0,0.0,105.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,105.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,1.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.153765,0.0,0.0,0.0,100.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673827.0693162259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,64256.0,1.0,1721543808.0,100.0,1
0.153765,0.0,0.0,0.0,74.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,74.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.153765,0.0,0.0,0.0,99.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,99.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673827.0693162259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,64256.0,1.0,1721543808.0,99.0,1
0.153765,0.0,0.0,0.0,74.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,74.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.153765,0.0,0.0,0.0,72.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673827.0693162259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,64256.0,1.0,1721543808.0,72.0,1
0.153765,0.0,0.0,0.0,103.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,103.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,1.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.153765,0.0,0.0,0.0,560.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,560.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673827.0693162259,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,64256.0,1.0,1721543808.0,560.0,1
0.153765,0.0,0.0,0.0,66.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,66.0,0.0,0.0,0.0,66.0,0.0,1.0,0.0,0.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.153765,0.0,0.0,0.0,74.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,74.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
0.153765,0.0,0.000865,0.0,213.0,0.0,62.0,0.000865,64.0,0.000865,0.0,0.0,0.0,72.0,0.0,3.0,656647.375,0.0,1.0,0.0,1156.069336,0.0,0.000865,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,656647.375,0.0,0.0,0.000865,0.0,2.0,0.0,31872.0,0.0,70.5,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,2312.138672,-0.0,64256.0,1.0,1721543808.0,72.0,1
0.153765,0.0,0.0,0.0,66.0,0.0,62.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152789,0.0,0.0,0.000976,0.0,0.0,0.0,0.0,0.0,1.0,0.0,673827.0693162259,0.0,66.0,0.0,1.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,-0.0,607498.3887857646,1.0,1721543808.0,0.0,1
