TotBytes,DstPkts,DstLoad,pLoss,DstRate,State_SPA_SPA,DstWin,PCRatio,Flgs_ e *      ,DstGap,DstLoss,SrcRate,pRetran,SrcLoad,SrcWin,SrcLoss,SrcGap,Min,DstBytes,SynAck,Flgs_ e d      ,Mean,Load,sMeanPktSz,DstRetra,TcpRtt,TcpOpt_MwsS  T,Rate,TotPkts,Loss,Cause_Status,Sum,State_A_PA,StdDev,Max,AckDat,SrcBytes,SrcRetra,dMeanPktSz,dTtl,SrcPkts,sTtl,IdleTime,Dur,label
0.2404289538205457,0.263768115942029,0.302761142452272,0.0691716606917166,0.2515152539810516,1.0,0.0584491056732996,0.0,1.0,0.0,0.6875,0.241765903690084,0.0,0.2272276508594305,0.8223655516051863,0.0614035087719298,0.0,0.9976813638843034,0.3177523620089508,0.021821734882206,0.0,0.9976813638843034,0.2290677010322108,0.9018969920739764,0.0,0.2087841170945311,1.0,0.0200529196178638,0.2566904549509367,0.1551724137931034,0.0,0.9976813638843034,0.0,0.0,0.9976813638843034,0.219736047802025,0.2385232023175051,0.0,0.1182789196390364,0.0,0.2537842190016103,1.0,0.0,0.9976813638843034,SFTP
0.6121476932766494,0.6000000000000001,0.5621354670009372,0.075519900755199,0.5713242880008867,0.0,0.116193566672127,0.0,1.0,0.0,0.3125,0.5721218719369335,0.0,0.5832955752541427,0.8223655516051863,0.3596491228070175,0.0,0.9990850322353722,0.5903956808979186,0.021821734882206,0.0,0.9990850322353722,0.5827800519626865,0.9783429207397624,0.0,0.2087841170945311,1.0,0.0468287041177781,0.6005798394290812,0.396551724137931,1.0,0.9990850322353722,0.0,0.0,0.9990850322353722,0.219736047802025,0.6127032727134079,0.0,0.0524312236218331,0.0,0.6009661835748793,1.0,0.0,0.9990850322353722,SFTP
0.2420363843368094,0.3152173913043478,0.3211330642614853,0.0732302557323025,0.3196811208543648,0.0,0.1401566859338882,0.0,1.0,0.0,0.25,0.2522332674717925,0.0,0.243360700771491,0.8223655516051863,0.1403508771929824,0.0,0.9380523589961642,0.3167400724586204,0.021821734882206,0.0,0.9380523589961642,0.2452552934695464,0.925846074636724,0.0,0.2087841170945311,1.0,0.0223643804685509,0.2691793041926851,0.1724137931034483,1.0,0.9380523589961642,0.0,0.0,0.9380523589961642,0.219736047802025,0.2401959806324813,0.0,0.0586024352115073,0.0,0.2489533011272141,1.0,0.0,0.9380523589961642,SFTP
0.1825043559809738,0.1891304347826087,0.1860175761133671,0.1371629713716297,0.1843750294060682,0.0,0.1401566859338882,0.0,1.0,0.0,0.4375,0.1771324091337108,0.0,0.1774789382105103,0.8223655516051863,0.1666666666666666,0.0,0.975872837714072,0.1909320167649357,0.021821734882206,0.0,0.975872837714072,0.1776869416977886,0.9614781083223248,0.0,0.2087841170945311,1.0,0.0146995423497315,0.1839875111507582,0.2241379310344827,1.0,0.975872837714072,0.0,0.0,0.975872837714072,0.219736047802025,0.1823204223931503,0.0,0.0599141349467136,0.0,0.1819645732689211,1.0,0.0,0.975872837714072,SFTP
0.649903277324156,0.5108695652173914,0.4940263848911801,0.0166235851662358,0.4877721735197411,0.0,0.1594603097836402,0.0,1.0,0.0,0.5,0.6121224784128235,0.0,0.6235742822882998,0.8223655516051863,0.0175438596491228,0.0,0.9963843623279016,0.5174930738083399,0.021821734882206,0.0,0.9963843623279016,0.6204183642655712,0.9775542206076618,0.0,0.2087841170945311,1.0,0.0469904912943757,0.6010258697591437,0.0862068965517241,1.0,0.9963843623279016,0.0,0.0,0.9963843623279016,0.219736047802025,0.653220153675701,0.0,0.0610874756480354,0.0,0.6412238325281804,1.0,0.0,0.9963843623279016,SFTP
0.0621278815657653,0.1094202898550724,0.1281874157759128,0.1769041817690418,0.1040980710343066,0.0,0.1594603097836402,0.0,1.0,0.0,0.5625,0.0729457541704228,0.0,0.0571819327640515,0.8223655516051863,0.0614035087719298,0.0,0.9999748666365068,0.1350252184414292,0.021821734882206,0.0,0.9999748666365068,0.058911682728533,0.7522260495376487,0.0,0.2087841170945311,1.0,0.0067731783744801,0.0867528991971454,0.1379310344827586,1.0,0.9999748666365068,0.0,0.0,0.9999748666365068,0.219736047802025,0.0603383951170656,0.0,0.1265553845790466,0.0,0.0769726247987117,1.0,0.0,0.9999748666365068,SFTP
0.0872052683578427,0.1268115942028985,0.1710420011924986,0.0984095559840955,0.1449624910411666,0.0,0.1594603097836402,0.0,1.0,0.0,0.3125,0.1160073536948633,0.0,0.0976543765688556,0.8223655516051863,0.0526315789473684,0.0,0.8322181986618384,0.149872131846274,0.021821734882206,0.0,0.8322181986618384,0.0994421560559298,0.807785538309115,0.0,0.2087841170945311,1.0,0.0102461634311754,0.1092774308652988,0.0948275862068965,1.0,0.8322181986618384,0.0,0.0,0.8322181986618384,0.219736047802025,0.0856703682373403,0.0,0.1111333651497804,0.0,0.1017713365539452,1.0,0.0,0.8322181986618384,SFTP
0.0649080096411225,0.1268115942028985,0.1455175517007576,0.1879120818791208,0.1209324569885518,0.0,0.1594603097836402,0.0,1.0,0.0,0.1875,0.0795723031986656,0.0,0.0596230642762819,0.8223655516051863,0.1403508771929824,0.0,0.99758523043561,0.1528557220998792,0.021821734882206,0.0,0.99758523043561,0.0617155308230576,0.7190224412153237,0.0,0.2087841170945311,1.0,0.0075727956512037,0.0967885816235504,0.1637931034482758,1.0,0.99758523043561,0.0,0.0,0.99758523043561,0.219736047802025,0.0627427091382997,0.0,0.1181417647167789,0.0,0.0837359098228663,1.0,0.0,0.99758523043561,SFTP
0.1857810745387505,0.1971014492753623,0.2079342801386126,0.1194690161946901,0.1882692562826614,0.0,0.1594603097836402,0.0,1.0,0.0,0.375,0.1864835299500707,0.0,0.1764819419802532,0.8223655516051863,0.1578947368421052,0.0,0.9959654951585942,0.2178731263763586,0.021821734882206,0.0,0.9959654951585942,0.1772481387112366,0.9081347529722588,0.0,0.2087841170945311,1.0,0.0153271556395671,0.195807314897413,0.2068965517241379,1.0,0.9959654951585942,0.0,0.0,0.9959654951585942,0.219736047802025,0.1850062668225502,0.0,0.0885360445345677,0.0,0.1954911433172302,1.0,0.0,0.9959654951585942,SFTP
0.5545258945117235,0.5260869565217392,0.5024373413810633,0.0365705103657051,0.5012604668799517,0.0,0.1594603097836402,0.0,1.0,0.0,0.125,0.5258253726783311,0.0,0.5288783051998561,0.8223655516051863,0.1578947368421052,0.0,0.9984538314779312,0.5273850962563046,0.021821734882206,0.0,0.9984538314779312,0.5282341369572789,0.9651729531043594,0.0,0.2087841170945311,1.0,0.0424403387070695,0.5439339875111509,0.1724137931034483,1.0,0.9984538314779312,0.0,0.0,0.9984538314779312,0.219736047802025,0.5552178668507477,0.0,0.0579494249181223,0.0,0.5520128824476651,1.0,0.0,0.9984538314779312,SFTP
