pRetran,Load,TcpOpt_MwsS  T,Sum,DstLoss,SynAck,SrcLoss,SrcBytes,SrcRate,SrcRetra,SrcPkts,DstGap,Dur,SrcLoad,AckDat,State_SPA_SPA,IdleTime,sTtl,dMeanPktSz,sMeanPktSz,TcpRtt,Rate,Cause_Status,Max,Mean,dTtl,DstBytes,DstRetra,DstLoad,Flgs_ e d      ,Flgs_ e *      ,PCRatio,Loss,TotPkts,DstRate,StdDev,TotBytes,DstWin,SrcWin,pLoss,SrcGap,Min,DstPkts,label
0.0,0.0185949035315157,0.0,0.0123697584800781,0.0,0.0006194754357949,0.0,0.0158106747230614,0.0576764971258709,0.0,0.0109561752988047,0.5591510936212143,0.0123697584800781,0.0873886382423425,0.1890893712372656,0.0,0.0,0.3333333333333321,0.6022577120211361,0.2739737411034367,0.1112345041489649,0.0210829169586323,0.0,0.0123697584800781,0.0123697584800781,1.0,0.0028621537664288,0.0,0.0171060432531952,0.0,0.0,0.0,0.0,0.0065197143744178,0.0200789683621292,0.0,0.0031154806128003,0.0078164239075841,0.007768832507892,0.0,0.0,0.0123697584800781,0.0047434238896075,HTTP
0.0,0.0104606106927468,0.0,0.0098524000285244,0.0,0.0010512097349756,0.0,0.0095669687814702,0.0289653035690272,0.0,0.0049800796812749,0.5591510936212143,0.0098524000285244,0.0583694752300949,0.135516005252052,0.0,0.0,0.3333333333333321,0.4404604471598415,0.3647166468655692,0.080278761718469,0.0138651084006062,0.0,0.0098524000285244,0.0098524000285244,1.0,0.0013320572065493,0.0,0.0094253751520461,0.0,0.0,0.0,0.0,0.0034150884818379,0.0151255728062956,0.0,0.0014832537636825,0.0078164239075841,0.0075820273491995,0.0,0.0,0.0098524000285244,0.0030185424752048,HTTP
0.0,0.013400746420731,0.0,0.0113105603002013,0.0,0.0010512097349756,0.0,0.0116242267299669,0.0378466328558375,0.0,0.0069721115537848,0.5591510936212143,0.0113105603002013,0.0662316060484892,0.135516005252052,0.0,0.0,0.3333333333333321,0.4932481974900925,0.3165317478327385,0.080278761718469,0.0164694753393786,0.0,0.0113105603002013,0.0113105603002013,1.0,0.0019178998468762,0.0,0.0122579359817839,0.0,0.0,0.0,0.0,0.0046569388388699,0.0175674399712143,0.0,0.0021016751164538,0.0078164239075841,0.0073485209008338,0.0,0.0,0.0113105603002013,0.0038809831824062,HTTP
0.0,0.014976590962087,0.0,0.0112936910081105,0.0,0.00069541567083,0.0,0.0115235217954251,0.0379031652340986,0.0,0.0069721115537848,0.5591510936212143,0.0112936910081105,0.0657562497107466,0.135516005252052,0.0,0.0,0.3333333333333321,0.5576104550858653,0.3137895174051778,0.079950913472036,0.0164940767297212,0.0,0.0112936910081105,0.0112936910081105,1.0,0.002168159951877,0.0,0.0138767816188405,0.0,0.0,0.0,0.0,0.0046569388388699,0.0175936811065896,0.0,0.0023466781114042,0.0078164239075841,0.0076909970251035,0.0,0.0,0.0112936910081105,0.0038809831824062,HTTP
0.0,0.0125298755367433,0.0,0.0113238623704469,0.0,0.0010399593297852,0.0,0.0115235217954251,0.0378021743572051,0.0,0.0069721115537848,0.5591510936212143,0.0113238623704469,0.0655810471829729,0.1355215407200094,0.0,0.0,0.3333333333333321,0.524108322324967,0.3137895174051778,0.080271634582677,0.0153534530313352,0.0,0.0113238623704469,0.0113238623704469,1.0,0.0018114608284437,0.0,0.0113829037585649,0.0,0.0,0.0,0.0,0.0043464762496119,0.0153534534095543,0.0,0.0019946623140617,0.0078164239075841,0.0074574905767378,0.0,0.0,0.0113238623704469,0.0034497628288055,HTTP
0.0,0.0054087803305679,0.0,0.021580358623147,0.0,0.0007439330432135,0.0,0.0114515896993238,0.0198359354498466,0.0,0.0069721115537848,0.5591510936212143,0.021580358623147,0.034211981498423,0.1355215407200094,0.0,0.0,0.3333333333333321,0.4200792602377807,0.3118307778597668,0.0799988596582732,0.0080564181922057,0.0,0.021580358623147,0.021580358623147,1.0,0.0014519081120229,0.0,0.0047869631560388,0.0,0.0,0.0,0.0,0.0043464762496119,0.0080564181952067,0.0,0.001638422327151,0.0078164239075841,0.0074574905767378,0.0,0.0,0.021580358623147,0.0034497628288055,HTTP
0.0,0.0045482206775916,0.0,0.021580358623147,0.0,0.0010997271073591,0.0,0.0106171773845489,0.0165299458515388,0.0,0.0059760956175298,0.5591510936212143,0.021580358623147,0.0308058092469127,0.1497809061782465,0.0,0.0,0.3333333333333321,0.4076240970937912,0.3372943425899625,0.0886719359957289,0.0069055012011763,0.0,0.021580358623147,0.021580358623147,1.0,0.0012327521705855,0.0,0.0039816090219271,0.0,0.0,0.0,0.0,0.0037255510710959,0.0069055012037486,0.0,0.0014058102882671,0.0078164239075841,0.0075820273491995,0.0,0.0,0.021580358623147,0.0030185424752048,HTTP
0.0,0.01063801233945,0.0,0.0113248625261044,0.0,0.0003543877634967,0.0,0.0115522946338656,0.0377988359573078,0.0,0.0069721115537848,0.5591510936212143,0.0113248625261044,0.0657661566787544,0.1700750388036304,0.0,0.0,0.3333333333333321,0.4350231175693527,0.3145730082873275,0.0998621871106397,0.0153520975038163,0.0,0.0113248625261044,0.0113248625261044,1.0,0.001503558145096,0.0,0.0094476924227084,0.0,0.0,0.0,0.0,0.0043464762496119,0.0153520975095349,0.0,0.0016913655030714,0.0078164239075841,0.0074574905767378,0.0,0.0,0.0113248625261044,0.0034497628288055,HTTP
0.0,0.0139209994948548,0.0,0.0113417984952391,0.0,0.0003543877634967,0.0,0.0125161847216227,0.0440327948655512,0.0,0.0079681274900398,0.5591510936212143,0.0113417984952391,0.0726255147491674,0.1706330139737353,0.0,0.0,0.3333333333333321,0.5105680317040951,0.2982175589972229,0.1001887395142014,0.0175190555664966,0.0,0.0113417984952391,0.0113417984952391,1.0,0.0019852446413804,0.0,0.0126517664131352,0.0,0.0,0.0,0.0,0.0049674014281279,0.0175190559455225,0.0,0.0021855956825403,0.0078164239075841,0.0074574905767378,0.0,0.0,0.0113417984952391,0.0038809831824062,HTTP
0.0,0.0082442972806709,0.0,0.0117896681986939,0.0,0.0007031503243984,0.0,0.01067472306143,0.030257183009289,0.0,0.0059760956175298,0.5591510936212143,0.0117896681986939,0.0567551461141508,0.1842879063310254,0.0,0.0,0.3333333333333321,0.4025287906208719,0.3391224888957218,0.1085015715334421,0.0126401514460457,0.0,0.0117896681986939,0.0117896681986939,1.0,0.0012173427684531,0.0,0.0071975876184885,0.0,0.0,0.0,0.0,0.0037255510710959,0.0126401514507541,0.0,0.0013917296563734,0.0078164239075841,0.0076909970251035,0.0,0.0,0.0117896681986939,0.0030185424752048,HTTP
0.0,0.0078485533530232,0.0,0.0113443988999487,0.0,0.000587833671197,0.0,0.0115522946338656,0.0377337392993101,0.0,0.0069721115537848,0.5591510936212143,0.0113443988999487,0.0656528974366736,0.1878804250353716,0.0,0.0,0.3333333333333321,0.3553500660501981,0.3145730082873275,0.110497817476644,0.0142309682207018,0.0,0.0113443988999487,0.0113443988999487,1.0,0.0010746631190798,0.0,0.0066026094792945,0.0,0.0,0.0,0.0,0.0040360136603539,0.0131362789928487,0.0,0.0012681017083467,0.0078164239075841,0.0075820273491995,0.0,0.0,0.0113443988999487,0.0030185424752048,HTTP
0.0,0.0110855794247158,0.0,0.0113330971410183,0.0,0.0,0.0,0.0115235217954251,0.0377713690581526,0.0,0.0069721115537848,0.5591510936212143,0.0113330971410183,0.065527605760724,0.1888469177407319,0.0,0.0,0.3333333333333321,0.4566545574636724,0.3137895174051778,0.1105217905697626,0.0153409429911609,0.0,0.0113330971410183,0.0113330971410183,1.0,0.0015783222813676,0.0,0.0099096960873029,0.0,0.0,0.0,0.0,0.0043464762496119,0.0153409426243754,0.0,0.0017645847889186,0.0078164239075841,0.0076909970251035,0.0,0.0,0.0113330971410183,0.0034497628288055,HTTP
0.0,0.0144561141650122,0.0,0.0118276741136812,0.0,0.0006328352919585,0.0,0.0134944612286002,0.0482559349356474,0.0,0.0089641434262948,0.5591510936212143,0.0118276741136812,0.0762224446171767,0.1878505335084017,0.0,0.0,0.3333333333333321,0.552106285336856,0.2858013456541527,0.1105217905697626,0.0178493412635966,0.0,0.0118276741136812,0.0118276741136812,1.0,0.002146758004471,0.0,0.0131208056526855,0.0,0.0,0.0,0.0,0.0052778640173859,0.0167993799752311,0.0,0.0023641380949524,0.0078164239075841,0.0075820273491995,0.0,0.0,0.0118276741136812,0.0038809831824062,HTTP
0.0,0.0096942131001591,0.0,0.0113675691726822,0.0,0.000349465711226,0.0,0.0105596317076679,0.0313806915347299,0.0,0.0059760956175298,0.5591510936212143,0.0113675691726822,0.0581969206281133,0.1862397123328012,0.0,0.0,0.3333333333333321,0.4662200244385733,0.3354661962842032,0.1093179525423465,0.0131095036875826,0.0,0.0113675691726822,0.0113675691726822,1.0,0.0014099602951071,0.0,0.0086467305101834,0.0,0.0,0.0,0.0,0.0037255510710959,0.0131095036924659,0.0,0.0015795652858354,0.0078164239075841,0.0075820273491995,0.0,0.0,0.0113675691726822,0.0030185424752048,HTTP
0.0,0.0051722732108939,0.0,0.0117647976613426,0.0,0.0003572003647943,0.0,0.0105596317076679,0.0303211476073215,0.0,0.0059760956175298,0.5591510936212143,0.0117647976613426,0.056231948973361,0.1856773087883303,0.0,0.0,0.3333333333333321,0.2727873183619551,0.3354661962842032,0.1089959355888342,0.0116112997267163,0.0,0.0117647976613426,0.0117647976613426,1.0,0.0007071203422941,0.0,0.00407285705158,0.0,0.0,0.0,0.0,0.0034150884818379,0.0105557270959468,0.0,0.0008859533587516,0.0078164239075841,0.0076909970251035,0.0,0.0,0.0117647976613426,0.0025873221216041,HTTP
