TcpRtt,SynAck,AckDat,100,010,001,110,101,011,111,label
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0,0,0,0,0,0,0,0
0.417126,0.012072,0.405054,0,0,0,0,0,0,0,0
0.069639,0.002666,0.066973,0,0,0,0,0,0,0,0
0.417126,0.012072,0.405054,0,0,0,0,0,0,0,0
0.069639,0.002666,0.066973,0,0,0,0,0,0,0,0
0.077649,0.001533,0.076116,0,0,0,0,0,0,0,0
0.077058,0.001481,0.075577,0,0,0,0,0,0,0,0
0.077556,0.001481,0.076075,0,0,0,0,0,0,0,0
0.077147,0.001072,0.076075,0,0,0,0,0,0,0,0
0.077147,0.001072,0.076075,0,0,0,0,0,0,0,0
0.148361,0.008139,0.140222,0,0,0,0,0,0,0,0
0.17026,0.013676,0.156584,0,0,0,0,0,0,0,0
0.169765,0.013181,0.156584,0,0,0,0,0,0,0,0
0.170859,0.013181,0.157678,0,0,0,0,0,0,0,0
0.170859,0.013181,0.157678,0,0,0,0,0,0,0,0
0.119489,0.027692,0.091797,0,0,0,0,0,0,0,0
0.088365,0.010517,0.077848,0,0,0,0,0,0,0,0
0.088365,0.010517,0.077848,0,0,0,0,0,0,0,0
0.087864,0.010467,0.077397,0,0,0,0,0,0,0,0
0.087864,0.010467,0.077397,0,0,0,0,0,0,0,0
0.137429,0.018484,0.118945,0,0,0,0,0,0,0,0
0.136915,0.018474,0.118441,0,0,0,0,0,0,0,0
0.107967,0.021068,0.086899,0,0,0,0,0,0,0,0
0.123455,0.036115,0.08734,0,0,0,0,0,0,0,0
0.123455,0.036115,0.08734,0,0,0,0,0,0,0,0
0.123455,0.036115,0.08734,0,0,0,0,0,0,0,0
0.123513,0.035594,0.087919,0,0,0,0,0,0,0,0
0.123513,0.035594,0.087919,0,0,0,0,0,0,0,0
0.153595,0.020201,0.133394,0,0,0,0,0,0,0,0
0.123455,0.036115,0.08734,0,0,0,0,0,0,0,0
0.123455,0.036115,0.08734,0,0,0,0,0,0,0,0
0.123513,0.035594,0.087919,0,0,0,0,0,0,0,0
0.123455,0.036115,0.08734,0,0,0,0,0,0,0,0
0.123513,0.035594,0.087919,0,0,0,0,0,0,0,0
0.1756,0.013316,0.162284,0,0,0,0,0,0,0,0
0.174984,0.0127,0.162284,0,0,0,0,0,0,0,0
0.174984,0.0127,0.162284,0,0,0,0,0,0,0,0
0.174984,0.013197,0.161787,0,0,0,0,0,0,0,0
0.174984,0.013197,0.161787,0,0,0,0,0,0,0,0
0.176079,0.013197,0.162882,0,0,0,0,0,0,0,0
0.153595,0.020201,0.133394,0,0,0,0,0,0,0,0
0.174984,0.013197,0.161787,0,0,0,0,0,0,0,0
0.174984,0.0127,0.162284,0,0,0,0,0,0,0,0
0.174984,0.0127,0.162284,0,0,0,0,0,0,0,0
0.176079,0.013197,0.162882,0,0,0,0,0,0,0,0
0.174984,0.013197,0.161787,0,0,0,0,0,0,0,0
0.1756,0.013316,0.162284,0,0,0,0,0,0,0,0
0.174984,0.013197,0.161787,0,0,0,0,0,0,0,0
0.174984,0.0127,0.162284,0,0,0,0,0,0,0,0
0.174984,0.0127,0.162284,0,0,0,0,0,0,0,0
0.176079,0.013197,0.162882,0,0,0,0,0,0,0,0
0.620892,0.047994,0.572898,0,0,0,0,0,0,0,0
0.621384,0.047994,0.57339,0,0,0,0,0,0,0,0
0.1756,0.013316,0.162284,0,0,0,0,0,0,0,0
0.174984,0.013197,0.161787,0,0,0,0,0,0,0,0
0.620892,0.047994,0.572898,0,0,0,0,0,0,0,0
0.436245,0.053346,0.382899,0,0,0,0,0,0,0,0
0.436245,0.053346,0.382899,0,0,0,0,0,0,0,0
0.257874,0.049704,0.20817,0,0,0,0,0,0,0,0
0.258309,0.049704,0.208605,0,0,0,0,0,0,0,0
0.257801,0.049196,0.208605,0,0,0,0,0,0,0,0
0.257801,0.049701,0.2081,0,0,0,0,0,0,0,0
0.257801,0.049701,0.2081,0,0,0,0,0,0,0,0
0.257873,0.049213,0.20866,0,0,0,0,0,0,0,0
0.2027,0.021102,0.181598,0,0,0,0,0,0,0,0
0.2027,0.021102,0.181598,0,0,0,0,0,0,0,0
0.2027,0.021604,0.181096,0,0,0,0,0,0,0,0
0.2027,0.021604,0.181096,0,0,0,0,0,0,0,0
0.202707,0.021105,0.181602,0,0,0,0,0,0,0,0
0.296896,0.058122,0.238774,0,0,0,0,0,0,0,0
0.257873,0.049213,0.20866,0,0,0,0,0,0,0,0
0.2027,0.021604,0.181096,0,0,0,0,0,0,0,0
0.2027,0.021102,0.181598,0,0,0,0,0,0,0,0
0.2027,0.021604,0.181096,0,0,0,0,0,0,0,0
0.621384,0.047994,0.57339,0,0,0,0,0,0,0,0
0.2027,0.021604,0.181096,0,0,0,0,0,0,0,0
0.2027,0.021102,0.181598,0,0,0,0,0,0,0,0
0.202707,0.021105,0.181602,0,0,0,0,0,0,0,0
0.296896,0.058122,0.238774,0,0,0,0,0,0,0,0
0.237121,0.063221,0.1739,0,0,0,0,0,0,0,0
0.168265,0.010428,0.157837,0,0,0,0,0,0,0,0
0.259389,0.015786,0.243603,0,0,0,0,0,0,0,0
0.309656,0.001915,0.307741,0,0,0,0,0,0,0,0
0.168265,0.010428,0.157837,0,0,0,0,0,0,0,0
0.259389,0.015786,0.243603,0,0,0,0,0,0,0,0
0.309656,0.001915,0.307741,0,0,0,0,0,0,0,0
0.486817,0.000966,0.485851,0,0,0,0,0,0,0,0
0.189135,0.022711,0.166424,0,0,0,0,0,0,0,0
0.189135,0.022711,0.166424,0,0,0,0,0,0,0,0
0.143188,0.004129,0.139059,0,0,0,0,0,0,0,0
0.143188,0.004129,0.139059,0,0,0,0,0,0,0,0
0.143737,0.00462,0.139117,0,0,0,0,0,0,0,0
0.143205,0.004088,0.139117,0,0,0,0,0,0,0,0
0.143733,0.004088,0.139645,0,0,0,0,0,0,0,0
0.118108,0.042623,0.075485,0,0,0,0,0,0,0,0
0.265534,0.073518,0.192016,0,0,0,0,0,0,0,0
0.265047,0.07431,0.190737,0,0,0,0,0,0,0,0
0.265544,0.07431,0.191234,0,0,0,0,0,0,0,0
0.265544,0.07431,0.191234,0,0,0,0,0,0,0,0
0.156479,0.042332,0.114147,0,0,0,0,0,0,0,0
0.156479,0.042828,0.113651,0,0,0,0,0,0,0,0
0.156479,0.042828,0.113651,0,0,0,0,0,0,0,0
0.183857,0.032563,0.151294,0,0,0,0,0,0,0,0
