TotBytes,SrcBytes,DstBytes,SrcGap,DstGap,sMeanPktSz,dMeanPktSz,SrcWin,DstWin,Dur,IdleTime,Mean,StdDev,Sum,Min,Max,sTtl,dTtl,TcpRtt,SynAck,AckDat,TotPkts,SrcPkts,DstPkts,SrcRetra,DstRetra,Loss,SrcLoss,DstLoss,PCRatio,Load,SrcLoad,DstLoad,pLoss,pRetran,Rate,SrcRate,DstRate,Flgs_ e *      ,Flgs_ e d      ,Flgs_ e g      ,Flgs_ e r      ,Flgs_ e s      ,Cause_Start,Cause_Status,Dir_   ?>,State_A_A,State_A_PA,State_FA_,State_FA_A,State_PA_,State_PA_A,State_PA_PA,State_S_,State_S_SA,State__A,State__FA,State__PA,State__SA,TcpOpt_Mws   T,TcpOpt_MwsS  T,label
326.0,130.0,196.0,0.0,0.0,130.0,98.0,64128.0,31872.0,0.000624,1721543808.0,0.000624,0.0,0.000624,0.000624,0.000624,62.0,64.0,0.153694,0.000509,0.153185,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,1256410.25,0.0,1256410.25,0.0,0.0,3205.128418,0.0,1602.564209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
162.0,162.0,0.0,0.0,0.0,162.0,0.0,64128.0,44741.013121272365,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.153694,0.000509,0.153185,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
66.0,0.0,66.0,0.0,0.0,0.0,66.0,102383.83854294856,44741.013121272365,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.153694,0.000509,0.153185,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
114.0,0.0,114.0,0.0,0.0,0.0,114.0,102383.83854294856,44741.013121272365,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.153694,0.000509,0.153185,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
146.0,146.0,0.0,0.0,0.0,146.0,0.0,64128.0,44741.013121272365,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.153694,0.000509,0.153185,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
66.0,0.0,66.0,0.0,0.0,0.0,66.0,102383.83854294856,44741.013121272365,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.153694,0.000509,0.153185,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
722.0,0.0,722.0,0.0,0.0,0.0,722.0,102383.83854294856,44741.013121272365,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.153694,0.000509,0.153185,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
130.0,0.0,130.0,0.0,0.0,0.0,130.0,102383.83854294856,44741.013121272365,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.153694,0.000509,0.153185,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
278.0,212.0,66.0,0.0,0.0,106.0,66.0,64128.0,31872.0,0.000496,1721543808.0,0.000496,0.0,0.000496,0.000496,0.000496,62.0,64.0,0.153694,0.000509,0.153185,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,1709677.5,1709677.5,0.0,0.0,0.0,4032.258057,2016.129028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
178.0,0.0,178.0,0.0,0.0,0.0,178.0,102383.83854294856,44741.013121272365,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.153694,0.000509,0.153185,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
484.0,0.0,484.0,0.0,0.0,0.0,242.0,102383.83854294856,44741.013121272365,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.153694,0.000509,0.153185,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
180.0,180.0,0.0,0.0,0.0,90.0,0.0,64128.0,44741.013121272365,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.153694,0.000509,0.153185,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
66.0,0.0,66.0,0.0,0.0,0.0,66.0,102383.83854294856,44741.013121272365,0.0,1721543808.0,0.0,0.0,0.0,0.0,0.0,62.0,64.0,0.153694,0.000509,0.153185,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
